20,17,2,0.925925925926,20,17363.693702936172
20,17,7,0.877777777778,18,24851.821678876877
20,17,3,0.885185185185,19,15407.30929517746
20,17,8,0.87037037037,20,17837.91180872917
20,17,4,0.877777777778,20,24204.78721022606
20,17,5,0.885185185185,20,15147.742467880249
20,17,9,0.885185185185,20,36042.93940997124
20,17,10,0.888888888889,18,13315.566999197006
20,17,6,0.874074074074,20,20887.004959344864
20,17,11,0.907407407407,20,11265.673960924149
20,17,7,0.896296296296,19,15358.334221124649
20,17,8,0.914814814815,20,9004.47029042244
20,17,9,0.896296296296,19,15554.096140623093
