balance,DEEP MAX,classifier,P1,P2,#Exec,PPV_S,PPV_NS,TPR_S,TPR_NS,F1_S,F1_NS,SUP_S,SUP_NS,TN,FP,FN,TP,Acc,AUC,Deep,Training Time
0,10,knn,5,-,1,0.39080459770114945,0.9643029425952726,0.3148148148148148,0.9741715399610137,0.34871794871794876,0.9692121212121213,108,2052,1999,53,74,34,0.9412037037037037,0.6444931773879143,10,11624.118882894516
0,10,svm,5,rbf,9,0.5,0.956338028169014,0.1388888888888889,0.9926900584795322,0.2173913043478261,0.9741750358680057,108,2052,2037,15,93,15,0.95,0.5657894736842105,10,13862.714609861374
0,10,svm,5,rbf,1,0.36,0.9559241706161138,0.16216216216216217,0.984382625671059,0.2236024844720497,0.9699446982447705,111,2049,2017,32,93,18,0.9421296296296297,0.5732723939166107,10,19939.53914499283
0,10,svm,5,rbf,6,0.3114754098360656,0.9590281086231539,0.18095238095238095,0.9795620437956204,0.2289156626506024,0.9691863264323544,105,2055,2013,42,86,19,0.9407407407407408,0.5802572123740006,10,19916.37137556076
0,10,nb,5,-,1,0.16243654822335024,0.9917144678138942,0.8807339449541285,0.7586543149683082,0.27428571428571424,0.8596685082872928,109,2051,1556,495,13,96,0.7648148148148148,0.8196941299612184,10,20271.06934595108
0,10,knn,5,-,2,0.4084507042253521,0.9621828626136908,0.26851851851851855,0.97953216374269,0.32402234636871513,0.9707800048297511,108,2052,2010,42,79,29,0.9439814814814815,0.6240253411306044,10,9083.11796116829
0,10,svm,5,rbf,4,0.38596491228070173,0.9610080836899667,0.21153846153846154,0.982976653696498,0.27329192546583847,0.971868237557105,104,2056,2021,35,82,22,0.9458333333333333,0.5972575576174798,10,20869.766794919968
0,10,dt,5,-,1,0.25862068965517243,0.9682779456193353,0.4166666666666667,0.9371345029239766,0.3191489361702128,0.9524517087667163,108,2052,1923,129,63,45,0.9111111111111111,0.6769005847953217,10,28066.903631687164
0,10,svm,5,rbf,10,0.40384615384615385,0.9558823529411765,0.18421052631578946,0.9848484848484849,0.25301204819277107,0.9701492537313432,114,2046,2015,31,93,21,0.9425925925925925,0.5845295055821371,10,18787.37071633339
0,10,svm,5,rbf,7,0.45,0.9580188679245283,0.16822429906542055,0.9892839746712129,0.24489795918367346,0.9734004313443565,107,2053,2031,22,89,18,0.9486111111111111,0.5787541368683168,10,14538.184240102768
0,10,nb,5,-,2,0.15045871559633028,0.9863777089783282,0.7884615384615384,0.7748054474708171,0.2526964560862866,0.8678834105148461,104,2056,1593,463,22,82,0.7754629629629629,0.7816334929661777,10,17937.227339982986
0,10,svm,5,rbf,5,0.3387096774193548,0.9585319351763585,0.19444444444444445,0.9800194931773879,0.24705882352941175,0.9691566265060241,108,2052,2011,41,87,21,0.9407407407407408,0.5872319688109161,10,18135.200709104538
0,10,dt,5,-,2,0.24324324324324326,0.9675949367088608,0.41284403669724773,0.931740614334471,0.30612244897959184,0.9493293591654248,109,2051,1911,140,64,45,0.9055555555555556,0.6722923255158593,10,12267.44731593132
0,10,knn,5,-,3,0.35789473684210527,0.9636803874092009,0.3119266055045872,0.9702584105314481,0.3333333333333333,0.966958211856171,109,2051,1990,61,75,34,0.937037037037037,0.6410925080180176,10,22558.752407073975
0,10,dt,5,-,3,0.2676767676767677,0.9704383282364933,0.4774774774774775,0.9292337725719864,0.343042071197411,0.9493891797556719,111,2049,1904,145,58,53,0.9060185185185186,0.7033556250247319,10,18932.740096330643
0,10,knn,5,-,4,0.30833333333333335,0.9642156862745098,0.33636363636363636,0.9595121951219512,0.3217391304347826,0.9618581907090463,110,2050,1967,83,73,37,0.9277777777777778,0.6479379157427938,10,16700.391006946564
0,10,svm,5,rbf,2,0.37209302325581395,0.9560699102503543,0.14678899082568808,0.9868356899073623,0.2105263157894737,0.9712092130518234,109,2051,2024,27,93,16,0.9444444444444444,0.5668123403665252,10,40570.07399606705
0,10,nb,5,-,3,0.14890282131661442,0.9921156373193167,0.8878504672897196,0.7355090112031174,0.2550335570469799,0.8447552447552448,107,2053,1510,543,12,95,0.7430555555555556,0.8116797392464186,10,23432.495760202408
0,10,svm,5,rbf,8,0.425531914893617,0.9574065309985802,0.18181818181818182,0.9868292682926829,0.25477707006369427,0.9718952678356954,110,2050,2023,27,90,20,0.9458333333333333,0.5843237250554324,10,29585.816639900208
0,10,knn,5,-,5,0.32926829268292684,0.9610202117420596,0.25,0.973196881091618,0.28421052631578947,0.9670702179176756,108,2052,1997,55,81,27,0.937037037037037,0.6115984405458089,9,5883.001340866089
0,10,svm,5,rbf,3,0.3783783783783784,0.9557230334432407,0.12962962962962962,0.9887914230019493,0.19310344827586204,0.9719760479041918,108,2052,2029,23,94,14,0.9458333333333333,0.5592105263157895,10,11985.501485586166
