10,15,16,0.852777777778,1.0,0.851679104478,0.0479041916168,1.0,0.0914285714286,0.919899244332,334,1826,10,48313.847022295
10,13,16,0.845833333333,1.0,0.845475638051,0.0147928994083,1.0,0.0291545189504,0.916268544129,338,1822,10,54884.37497854233
10,17,16,0.852314814815,1.0,0.850515463918,0.0753623188406,1.0,0.140161725067,0.91922005571,345,1815,10,74400.3405752182
10,11,16,0.837962962963,1.0,0.837057728119,0.0331491712707,1.0,0.0641711229947,0.911302584896,362,1798,10,86178.58066082001
10,9,16,0.869444444444,0.925,0.867307692308,0.211428571429,0.996685082873,0.344186046512,0.927506426735,350,1810,10,86275.23445677757
10,5,16,0.880092592593,0.797101449275,0.885756676558,0.322580645161,0.984606926883,0.459290187891,0.932569643322,341,1819,10,86788.42649960518
10,3,16,0.88287037037,0.678899082569,0.905767250257,0.447129909366,0.961727720066,0.539162112933,0.932909042694,331,1829,10,109322.22535800934
10,9,17,0.85462962963,1.0,0.852996254682,0.0710059171598,1.0,0.132596685083,0.920667003537,338,1822,10,37707.32265377045
10,15,17,0.847685185185,1.0,0.845901639344,0.0706214689266,1.0,0.131926121372,0.916518650089,354,1806,10,77122.06321263313
10,13,17,0.851388888889,1.0,0.850279850746,0.0474777448071,1.0,0.0906515580737,0.919082430048,337,1823,10,79958.39187765121
10,7,16,0.8625,0.980392156863,0.859649122807,0.14450867052,0.999448732084,0.251889168766,0.924292633189,346,1814,10,136435.8229675293
10,11,17,0.857407407407,1.0,0.854511100614,0.122507122507,1.0,0.218274111675,0.921548650025,351,1809,10,61764.52523589134
10,5,17,0.875925925926,0.836363636364,0.878048780488,0.269005847953,0.990099009901,0.407079646018,0.930713547053,342,1818,10,64753.46603226662
10,9,18,0.866203703704,0.875,0.865900383142,0.183673469388,0.995046780407,0.303614457831,0.925992317542,343,1817,10,41782.196456193924
10,13,18,0.85462962963,1.0,0.852720450281,0.0818713450292,1.0,0.151351351351,0.920506329114,342,1818,10,37629.69427418709
10,17,17,0.844444444444,1.0,0.843793584379,0.0260869565217,1.0,0.0508474576271,0.915279878971,345,1815,10,100122.82844567299
