10,17,16,1.0,0.0423728813559322,1.0,0.8419580419580419,0.0423728813559322,1.0,0.0813008130081301,0.9141989369779803,354,1806,10,24233.95414352417
10,15,16,1.0,0.022922636103151862,1.0,0.841542750929368,0.022922636103151862,1.0,0.04481792717086835,0.9139540751955589,349,1811,10,30425.715213537216
10,7,16,0.875,0.18529411764705883,0.875,0.8673371647509579,0.18529411764705883,0.9950549450549451,0.30582524271844663,0.9268167860798363,340,1820,10,48588.93380856514
10,17,17,1.0,0.049132947976878616,1.0,0.8464769015398973,0.049132947976878616,1.0,0.09366391184573004,0.9168562041950972,346,1814,10,25417.113503217697
10,3,16,0.7088607594936709,0.32748538011695905,0.7088607594936709,0.8851148851148851,0.32748538011695905,0.9746974697469747,0.44799999999999995,0.9277486910994766,342,1818,10,50953.554406642914
10,9,16,0.90625,0.1681159420289855,0.90625,0.8630725190839694,0.1681159420289855,0.996694214876033,0.28361858190709044,0.9250830989516747,345,1815,10,52608.65119051933
10,9,16,0.9402985074626866,0.18155619596541786,0.9402985074626866,0.8643096034400383,0.18155619596541786,0.9977937120794264,0.3043478260869565,0.9262672811059909,347,1813,10,53530.28883814812
10,3,16,0.6063348416289592,0.39067055393586003,0.6063348416289592,0.8922124806601341,0.39067055393586003,0.9521188772702256,0.47517730496453897,0.9211927582534611,343,1817,10,62137.76210355759
10,7,16,0.967741935483871,0.08547008547008547,0.967741935483871,0.8492249882573979,0.08547008547008547,0.9994472084024323,0.15706806282722516,0.9182326053834433,351,1809,10,63645.70341587067
10,5,16,0.7295597484276729,0.3240223463687151,0.7295597484276729,0.8790604697651174,0.3240223463687151,0.9761376248612652,0.448742746615087,0.9250591638180384,358,1802,10,63870.40119719505
10,5,16,0.7474747474747475,0.21700879765395895,0.7474747474747475,0.8704512372634643,0.21700879765395895,0.9862561847168774,0.33636363636363636,0.924742268041237,341,1819,10,67105.10633563995
10,13,16,1.0,0.01749271137026239,1.0,0.8435468895078923,0.01749271137026239,1.0,0.034383954154727794,0.9151347267690758,343,1817,10,84994.06789159775
10,15,17,1.0,0.06340057636887608,1.0,0.8479887745556595,0.06340057636887608,1.0,0.11924119241192413,0.9177423437104529,347,1813,10,55053.02881884575
10,11,16,1.0,0.08875739644970414,1.0,0.8553990610328639,0.08875739644970414,1.0,0.16304347826086957,0.9220647773279352,338,1822,10,85490.90135908127
10,17,18,1.0,0.05621301775147929,1.0,0.8510042036431574,0.05621301775147929,1.0,0.10644257703081234,0.9195054251829422,338,1822,10,36919.638404130936
10,9,17,1.0,0.07784431137724551,1.0,0.8556701030927835,0.07784431137724551,1.0,0.14444444444444443,0.9222222222222222,334,1826,10,48457.791210889816
10,15,18,1.0,0.01488095238095238,1.0,0.8464037122969837,0.01488095238095238,1.0,0.029325513196480937,0.9168132696657452,336,1824,10,15797.7856631279
10,3,17,0.7083333333333334,0.29737609329446063,0.7083333333333334,0.8804563492063492,0.29737609329446063,0.976884975233902,0.41889117043121155,0.9261674928254632,343,1817,10,53533.12368130684
10,9,17,1.0,0.05813953488372093,1.0,0.8485981308411215,0.05813953488372093,1.0,0.10989010989010987,0.9180990899898888,344,1816,10,54489.45874738693
10,7,17,0.9411764705882353,0.1359773371104816,0.9411764705882353,0.8553816974869607,0.1359773371104816,0.9983397897066962,0.23762376237623764,0.9213483146067416,353,1807,10,61126.96425199509
