balance,DEEP MAX,classifier,P1,P2,#Exec,PPV_S,PPV_NS,TPR_S,TPR_NS,F1_S,F1_NS,SUP_S,SUP_NS,TN,FP,FN,TP,Acc,AUC,Deep,Training Time
0,10,dt,5,-,1,0.277777777778,0.980024968789,0.135135135135,0.991787744788,0.181818181818,0.985871271586,37,1583,1570,13,32,5,0.972222222222,0.563461439962,10,7615.497716426849
0,10,knn,5,-,1,1.0,0.9777640518838789,0.02702702702702703,1.0,0.052631578947368425,0.9887570268582135,37,1583,1583,0,36,1,0.9777777777777777,0.5135135135135135,10,8211.812193870544
0,10,mlp,15,relu,1,0.05263157894736842,0.9786269430051814,0.10810810810810811,0.9545167403663929,0.07079646017699115,0.9664214902462425,37,1583,1511,72,33,4,0.9351851851851852,0.5313124242372506,10,16876.56562781334
0,10,dt,5,-,2,0.133333333333,0.979245283019,0.108108108108,0.983575489577,0.119402985075,0.981405609833,37,1583,1557,26,33,4,0.963580246914,0.545841798842,10,11061.730296373367
0,10,knn,5,-,2,1.0,0.9777503090234858,0.05263157894736842,1.0,0.1,0.98875,38,1582,1582,0,36,2,0.9777777777777777,0.5263157894736842,10,10561.184167861938
0,10,svm,15,rbf,1,1.0,0.9771463866584311,0.02631578947368421,1.0,0.05128205128205127,0.9884411121524523,38,1582,1582,0,37,1,0.9771604938271605,0.5131578947368421,10,20789.34631752968
0,10,knn,5,-,3,1.0,0.9777640518838789,0.02702702702702703,1.0,0.052631578947368425,0.9887570268582135,37,1583,1583,0,36,1,0.9777777777777777,0.5135135135135135,10,2950.862684249878
0,10,nb,5,-,1,0.0576131687243,0.992063492063,0.756756756757,0.710675931775,0.10707456979,0.828119249172,37,1583,1125,458,9,28,0.711728395062,0.733716344266,10,22690.573582410812
0,10,knn,5,-,4,1.0,0.9765287214329833,0.02564102564102564,1.0,0.05,0.988125,39,1581,1581,0,38,1,0.9765432098765432,0.5128205128205128,10,3406.4099972248077
0,10,dt,5,-,3,0.4,0.980685358255,0.162162162162,0.994314592546,0.230769230769,0.987452948557,37,1583,1574,9,31,6,0.975308641975,0.578238377354,10,6660.645233631134
0,10,knn,5,-,5,1.0,0.9771463866584311,0.02631578947368421,1.0,0.05128205128205127,0.9884411121524523,38,1582,1582,0,37,1,0.9771604938271605,0.5131578947368421,10,2979.0073449611664
0,10,knn,5,-,6,1.0,0.9771463866584311,0.02631578947368421,1.0,0.05128205128205127,0.9884411121524523,38,1582,1582,0,37,1,0.9771604938271605,0.5131578947368421,10,3922.206802368164
0,10,nb,5,-,2,0.0548589341693,0.997963340122,0.945945945946,0.619077700569,0.103703703704,0.764132553606,37,1583,980,603,2,35,0.626543209877,0.782511823257,10,10422.898854017258
0,10,dt,5,-,4,0.275862068966,0.981143934632,0.210526315789,0.986725663717,0.238805970149,0.983926883076,38,1582,1561,21,30,8,0.968518518519,0.598625989753,10,8069.015263795853
0,10,knn,5,-,7,1.0,0.9765287214329833,0.02564102564102564,1.0,0.05,0.988125,39,1581,1581,0,38,1,0.9765432098765432,0.5128205128205128,8,3176.610438108444
0,10,svm,15,rbf,2,1.0,0.9783817171093268,0.027777777777777776,1.0,0.05405405405405406,0.9890727443022167,36,1584,1584,0,35,1,0.9783950617283951,0.5138888888888888,10,17401.025042057037
0,10,dt,5,-,5,0.21875,0.981738035264,0.194444444444,0.984217171717,0.205882352941,0.982976040353,36,1584,1559,25,29,7,0.966666666667,0.589330808081,10,7893.761252641678
0,10,nb,5,-,3,0.0560578661844,0.995313964386,0.861111111111,0.670454545455,0.105263157895,0.801207091664,36,1584,1062,522,5,31,0.674691358025,0.765782828283,10,9138.982312202454
