[START] Pre-training step:
>> Epoch 1 finished 	RBM Reconstruction error 1.461250
>> Epoch 2 finished 	RBM Reconstruction error 1.293179
>> Epoch 3 finished 	RBM Reconstruction error 1.006691
>> Epoch 4 finished 	RBM Reconstruction error 0.819819
>> Epoch 5 finished 	RBM Reconstruction error 0.739441
>> Epoch 6 finished 	RBM Reconstruction error 0.711761
>> Epoch 7 finished 	RBM Reconstruction error 0.672521
>> Epoch 8 finished 	RBM Reconstruction error 0.680189
>> Epoch 9 finished 	RBM Reconstruction error 0.639559
>> Epoch 10 finished 	RBM Reconstruction error 0.618602
>> Epoch 11 finished 	RBM Reconstruction error 0.588494
>> Epoch 12 finished 	RBM Reconstruction error 0.579080
>> Epoch 13 finished 	RBM Reconstruction error 0.573785
>> Epoch 14 finished 	RBM Reconstruction error 0.560554
>> Epoch 15 finished 	RBM Reconstruction error 0.582653
>> Epoch 16 finished 	RBM Reconstruction error 0.538214
>> Epoch 17 finished 	RBM Reconstruction error 0.530957
>> Epoch 18 finished 	RBM Reconstruction error 0.505072
>> Epoch 19 finished 	RBM Reconstruction error 0.509924
>> Epoch 20 finished 	RBM Reconstruction error 0.493238
>> Epoch 21 finished 	RBM Reconstruction error 0.487359
>> Epoch 22 finished 	RBM Reconstruction error 0.481032
>> Epoch 23 finished 	RBM Reconstruction error 0.476675
>> Epoch 24 finished 	RBM Reconstruction error 0.509492
>> Epoch 25 finished 	RBM Reconstruction error 0.496433
>> Epoch 26 finished 	RBM Reconstruction error 0.477103
>> Epoch 27 finished 	RBM Reconstruction error 0.492582
>> Epoch 28 finished 	RBM Reconstruction error 0.455304
>> Epoch 29 finished 	RBM Reconstruction error 0.505498
>> Epoch 30 finished 	RBM Reconstruction error 0.450405
>> Epoch 31 finished 	RBM Reconstruction error 0.447006
>> Epoch 32 finished 	RBM Reconstruction error 0.445194
>> Epoch 33 finished 	RBM Reconstruction error 0.433574
>> Epoch 34 finished 	RBM Reconstruction error 0.461839
>> Epoch 35 finished 	RBM Reconstruction error 0.436588
>> Epoch 36 finished 	RBM Reconstruction error 0.422019
>> Epoch 37 finished 	RBM Reconstruction error 0.487903
>> Epoch 38 finished 	RBM Reconstruction error 0.419783
>> Epoch 39 finished 	RBM Reconstruction error 0.418891
>> Epoch 40 finished 	RBM Reconstruction error 0.421617
>> Epoch 41 finished 	RBM Reconstruction error 0.414563
>> Epoch 42 finished 	RBM Reconstruction error 0.422077
>> Epoch 43 finished 	RBM Reconstruction error 0.431776
>> Epoch 44 finished 	RBM Reconstruction error 0.450323
>> Epoch 45 finished 	RBM Reconstruction error 0.409947
>> Epoch 46 finished 	RBM Reconstruction error 0.398311
>> Epoch 47 finished 	RBM Reconstruction error 0.413757
>> Epoch 48 finished 	RBM Reconstruction error 0.409907
>> Epoch 49 finished 	RBM Reconstruction error 0.408141
>> Epoch 50 finished 	RBM Reconstruction error 0.427549
>> Epoch 51 finished 	RBM Reconstruction error 0.391042
>> Epoch 52 finished 	RBM Reconstruction error 0.395638
>> Epoch 53 finished 	RBM Reconstruction error 0.399250
>> Epoch 54 finished 	RBM Reconstruction error 0.397157
>> Epoch 55 finished 	RBM Reconstruction error 0.410243
>> Epoch 56 finished 	RBM Reconstruction error 0.392113
>> Epoch 57 finished 	RBM Reconstruction error 0.402216
>> Epoch 58 finished 	RBM Reconstruction error 0.387703
>> Epoch 59 finished 	RBM Reconstruction error 0.384628
>> Epoch 60 finished 	RBM Reconstruction error 0.412710
>> Epoch 61 finished 	RBM Reconstruction error 0.377202
>> Epoch 62 finished 	RBM Reconstruction error 0.383444
>> Epoch 63 finished 	RBM Reconstruction error 0.377955
>> Epoch 64 finished 	RBM Reconstruction error 0.382417
>> Epoch 65 finished 	RBM Reconstruction error 0.374636
>> Epoch 66 finished 	RBM Reconstruction error 0.375780
>> Epoch 67 finished 	RBM Reconstruction error 0.372747
>> Epoch 68 finished 	RBM Reconstruction error 0.359040
>> Epoch 69 finished 	RBM Reconstruction error 0.364776
>> Epoch 70 finished 	RBM Reconstruction error 0.379685
>> Epoch 71 finished 	RBM Reconstruction error 0.361626
>> Epoch 72 finished 	RBM Reconstruction error 0.388880
>> Epoch 73 finished 	RBM Reconstruction error 0.354890
>> Epoch 74 finished 	RBM Reconstruction error 0.355871
>> Epoch 75 finished 	RBM Reconstruction error 0.365967
>> Epoch 76 finished 	RBM Reconstruction error 0.355078
>> Epoch 77 finished 	RBM Reconstruction error 0.357038
>> Epoch 78 finished 	RBM Reconstruction error 0.359081
>> Epoch 79 finished 	RBM Reconstruction error 0.356717
>> Epoch 80 finished 	RBM Reconstruction error 0.348954
>> Epoch 81 finished 	RBM Reconstruction error 0.363956
>> Epoch 82 finished 	RBM Reconstruction error 0.351804
>> Epoch 83 finished 	RBM Reconstruction error 0.357159
>> Epoch 84 finished 	RBM Reconstruction error 0.363468
>> Epoch 85 finished 	RBM Reconstruction error 0.357960
>> Epoch 86 finished 	RBM Reconstruction error 0.361472
>> Epoch 87 finished 	RBM Reconstruction error 0.357370
>> Epoch 88 finished 	RBM Reconstruction error 0.350063
>> Epoch 89 finished 	RBM Reconstruction error 0.353008
>> Epoch 90 finished 	RBM Reconstruction error 0.354806
>> Epoch 91 finished 	RBM Reconstruction error 0.360141
>> Epoch 92 finished 	RBM Reconstruction error 0.390325
>> Epoch 93 finished 	RBM Reconstruction error 0.347779
>> Epoch 94 finished 	RBM Reconstruction error 0.347229
>> Epoch 95 finished 	RBM Reconstruction error 0.330310
>> Epoch 96 finished 	RBM Reconstruction error 0.332116
>> Epoch 97 finished 	RBM Reconstruction error 0.352193
>> Epoch 98 finished 	RBM Reconstruction error 0.334958
>> Epoch 99 finished 	RBM Reconstruction error 0.354063
>> Epoch 100 finished 	RBM Reconstruction error 0.339634
>> Epoch 101 finished 	RBM Reconstruction error 0.341752
>> Epoch 102 finished 	RBM Reconstruction error 0.333321
>> Epoch 103 finished 	RBM Reconstruction error 0.341761
>> Epoch 104 finished 	RBM Reconstruction error 0.349194
>> Epoch 105 finished 	RBM Reconstruction error 0.333022
>> Epoch 106 finished 	RBM Reconstruction error 0.343116
>> Epoch 107 finished 	RBM Reconstruction error 0.338788
>> Epoch 108 finished 	RBM Reconstruction error 0.346598
>> Epoch 109 finished 	RBM Reconstruction error 0.329642
>> Epoch 110 finished 	RBM Reconstruction error 0.323135
>> Epoch 111 finished 	RBM Reconstruction error 0.349844
>> Epoch 112 finished 	RBM Reconstruction error 0.345204
>> Epoch 113 finished 	RBM Reconstruction error 0.354585
>> Epoch 114 finished 	RBM Reconstruction error 0.328765
>> Epoch 115 finished 	RBM Reconstruction error 0.329500
>> Epoch 116 finished 	RBM Reconstruction error 0.318101
>> Epoch 117 finished 	RBM Reconstruction error 0.338024
>> Epoch 118 finished 	RBM Reconstruction error 0.339903
>> Epoch 119 finished 	RBM Reconstruction error 0.313505
>> Epoch 120 finished 	RBM Reconstruction error 0.323275
>> Epoch 121 finished 	RBM Reconstruction error 0.328430
>> Epoch 122 finished 	RBM Reconstruction error 0.329365
>> Epoch 123 finished 	RBM Reconstruction error 0.320407
>> Epoch 124 finished 	RBM Reconstruction error 0.322008
>> Epoch 125 finished 	RBM Reconstruction error 0.309709
>> Epoch 126 finished 	RBM Reconstruction error 0.319133
>> Epoch 127 finished 	RBM Reconstruction error 0.316719
>> Epoch 128 finished 	RBM Reconstruction error 0.311591
>> Epoch 129 finished 	RBM Reconstruction error 0.327076
>> Epoch 130 finished 	RBM Reconstruction error 0.339523
>> Epoch 131 finished 	RBM Reconstruction error 0.318599
>> Epoch 132 finished 	RBM Reconstruction error 0.315812
>> Epoch 133 finished 	RBM Reconstruction error 0.317152
>> Epoch 134 finished 	RBM Reconstruction error 0.328426
>> Epoch 135 finished 	RBM Reconstruction error 0.303080
>> Epoch 136 finished 	RBM Reconstruction error 0.312102
>> Epoch 137 finished 	RBM Reconstruction error 0.309487
>> Epoch 138 finished 	RBM Reconstruction error 0.320274
>> Epoch 139 finished 	RBM Reconstruction error 0.321848
>> Epoch 140 finished 	RBM Reconstruction error 0.320535
>> Epoch 141 finished 	RBM Reconstruction error 0.308299
>> Epoch 142 finished 	RBM Reconstruction error 0.317009
>> Epoch 143 finished 	RBM Reconstruction error 0.309812
>> Epoch 144 finished 	RBM Reconstruction error 0.307778
>> Epoch 145 finished 	RBM Reconstruction error 0.316636
>> Epoch 146 finished 	RBM Reconstruction error 0.316503
>> Epoch 147 finished 	RBM Reconstruction error 0.312176
>> Epoch 148 finished 	RBM Reconstruction error 0.320484
