0.506329113924
0.0639730639731
[START] Pre-training step:
>> Epoch 1 finished 	RBM Reconstruction error 1.535606
>> Epoch 2 finished 	RBM Reconstruction error 1.422607
>> Epoch 3 finished 	RBM Reconstruction error 1.213643
>> Epoch 4 finished 	RBM Reconstruction error 1.003130
>> Epoch 5 finished 	RBM Reconstruction error 0.857791
>> Epoch 6 finished 	RBM Reconstruction error 0.960080
>> Epoch 7 finished 	RBM Reconstruction error 0.761658
>> Epoch 8 finished 	RBM Reconstruction error 0.663788
>> Epoch 9 finished 	RBM Reconstruction error 0.782913
>> Epoch 10 finished 	RBM Reconstruction error 0.843857
>> Epoch 11 finished 	RBM Reconstruction error 0.712151
>> Epoch 12 finished 	RBM Reconstruction error 0.743740
>> Epoch 13 finished 	RBM Reconstruction error 0.768584
>> Epoch 14 finished 	RBM Reconstruction error 0.707371
>> Epoch 15 finished 	RBM Reconstruction error 0.720694
>> Epoch 16 finished 	RBM Reconstruction error 0.752898
>> Epoch 17 finished 	RBM Reconstruction error 0.803151
>> Epoch 18 finished 	RBM Reconstruction error 0.664924
>> Epoch 19 finished 	RBM Reconstruction error 0.615105
>> Epoch 20 finished 	RBM Reconstruction error 0.670241
>> Epoch 21 finished 	RBM Reconstruction error 0.607678
>> Epoch 22 finished 	RBM Reconstruction error 0.760658
>> Epoch 23 finished 	RBM Reconstruction error 0.743785
>> Epoch 24 finished 	RBM Reconstruction error 0.776435
>> Epoch 25 finished 	RBM Reconstruction error 0.690196
>> Epoch 26 finished 	RBM Reconstruction error 0.580598
>> Epoch 27 finished 	RBM Reconstruction error 0.633643
>> Epoch 28 finished 	RBM Reconstruction error 0.617937
>> Epoch 29 finished 	RBM Reconstruction error 0.565159
>> Epoch 30 finished 	RBM Reconstruction error 0.562360
>> Epoch 31 finished 	RBM Reconstruction error 0.640293
>> Epoch 32 finished 	RBM Reconstruction error 0.612420
>> Epoch 33 finished 	RBM Reconstruction error 0.593817
>> Epoch 34 finished 	RBM Reconstruction error 0.543019
>> Epoch 35 finished 	RBM Reconstruction error 0.562961
>> Epoch 36 finished 	RBM Reconstruction error 0.617401
>> Epoch 37 finished 	RBM Reconstruction error 0.688421
>> Epoch 38 finished 	RBM Reconstruction error 0.556806
>> Epoch 39 finished 	RBM Reconstruction error 0.524252
>> Epoch 40 finished 	RBM Reconstruction error 0.547119
>> Epoch 41 finished 	RBM Reconstruction error 0.509195
>> Epoch 42 finished 	RBM Reconstruction error 0.554942
>> Epoch 43 finished 	RBM Reconstruction error 0.500527
>> Epoch 44 finished 	RBM Reconstruction error 0.498553
>> Epoch 45 finished 	RBM Reconstruction error 0.535537
>> Epoch 46 finished 	RBM Reconstruction error 0.492795
>> Epoch 47 finished 	RBM Reconstruction error 0.522941
>> Epoch 48 finished 	RBM Reconstruction error 0.495284
>> Epoch 49 finished 	RBM Reconstruction error 0.501121
>> Epoch 50 finished 	RBM Reconstruction error 0.501336
>> Epoch 51 finished 	RBM Reconstruction error 0.478040
>> Epoch 52 finished 	RBM Reconstruction error 0.460398
>> Epoch 53 finished 	RBM Reconstruction error 0.477736
>> Epoch 54 finished 	RBM Reconstruction error 0.469672
>> Epoch 55 finished 	RBM Reconstruction error 0.463615
>> Epoch 56 finished 	RBM Reconstruction error 0.450380
>> Epoch 57 finished 	RBM Reconstruction error 0.459934
>> Epoch 58 finished 	RBM Reconstruction error 0.477485
>> Epoch 59 finished 	RBM Reconstruction error 0.447683
>> Epoch 60 finished 	RBM Reconstruction error 0.460403
>> Epoch 61 finished 	RBM Reconstruction error 0.622298
>> Epoch 62 finished 	RBM Reconstruction error 0.466152
>> Epoch 63 finished 	RBM Reconstruction error 0.452937
>> Epoch 64 finished 	RBM Reconstruction error 0.457007
>> Epoch 65 finished 	RBM Reconstruction error 0.438601
>> Epoch 66 finished 	RBM Reconstruction error 0.439318
>> Epoch 67 finished 	RBM Reconstruction error 0.437045
>> Epoch 68 finished 	RBM Reconstruction error 0.454354
>> Epoch 69 finished 	RBM Reconstruction error 0.450221
>> Epoch 70 finished 	RBM Reconstruction error 0.448197
>> Epoch 71 finished 	RBM Reconstruction error 0.453469
>> Epoch 72 finished 	RBM Reconstruction error 0.427569
>> Epoch 73 finished 	RBM Reconstruction error 0.442376
>> Epoch 74 finished 	RBM Reconstruction error 0.437269
>> Epoch 75 finished 	RBM Reconstruction error 0.441253
>> Epoch 76 finished 	RBM Reconstruction error 0.431445
>> Epoch 77 finished 	RBM Reconstruction error 0.458099
>> Epoch 78 finished 	RBM Reconstruction error 0.427761
>> Epoch 79 finished 	RBM Reconstruction error 0.429984
>> Epoch 80 finished 	RBM Reconstruction error 0.457843
>> Epoch 81 finished 	RBM Reconstruction error 0.422522
>> Epoch 82 finished 	RBM Reconstruction error 0.421369
>> Epoch 83 finished 	RBM Reconstruction error 0.420014
>> Epoch 84 finished 	RBM Reconstruction error 0.439611
>> Epoch 85 finished 	RBM Reconstruction error 0.430905
>> Epoch 86 finished 	RBM Reconstruction error 0.420944
>> Epoch 87 finished 	RBM Reconstruction error 0.427476
>> Epoch 88 finished 	RBM Reconstruction error 0.416831
>> Epoch 89 finished 	RBM Reconstruction error 0.426900
>> Epoch 90 finished 	RBM Reconstruction error 0.430454
>> Epoch 91 finished 	RBM Reconstruction error 0.422598
>> Epoch 92 finished 	RBM Reconstruction error 0.420775
>> Epoch 93 finished 	RBM Reconstruction error 0.425285
>> Epoch 94 finished 	RBM Reconstruction error 0.425119
>> Epoch 95 finished 	RBM Reconstruction error 0.428275
>> Epoch 96 finished 	RBM Reconstruction error 0.429563
>> Epoch 97 finished 	RBM Reconstruction error 0.414549
>> Epoch 98 finished 	RBM Reconstruction error 0.417018
>> Epoch 99 finished 	RBM Reconstruction error 0.418122
>> Epoch 100 finished 	RBM Reconstruction error 0.421539
>> Epoch 101 finished 	RBM Reconstruction error 0.414424
>> Epoch 102 finished 	RBM Reconstruction error 0.444763
>> Epoch 103 finished 	RBM Reconstruction error 0.440718
>> Epoch 104 finished 	RBM Reconstruction error 0.416651
>> Epoch 105 finished 	RBM Reconstruction error 0.412218
>> Epoch 106 finished 	RBM Reconstruction error 0.408965
>> Epoch 107 finished 	RBM Reconstruction error 0.412837
>> Epoch 108 finished 	RBM Reconstruction error 0.406044
>> Epoch 109 finished 	RBM Reconstruction error 0.403695
>> Epoch 110 finished 	RBM Reconstruction error 0.410337
>> Epoch 111 finished 	RBM Reconstruction error 0.404747
>> Epoch 112 finished 	RBM Reconstruction error 0.407902
>> Epoch 113 finished 	RBM Reconstruction error 0.431911
>> Epoch 114 finished 	RBM Reconstruction error 0.423710
>> Epoch 115 finished 	RBM Reconstruction error 0.413584
>> Epoch 116 finished 	RBM Reconstruction error 0.420441
>> Epoch 117 finished 	RBM Reconstruction error 0.403957
>> Epoch 118 finished 	RBM Reconstruction error 0.410909
>> Epoch 119 finished 	RBM Reconstruction error 0.405209
>> Epoch 120 finished 	RBM Reconstruction error 0.398927
>> Epoch 121 finished 	RBM Reconstruction error 0.413690
>> Epoch 122 finished 	RBM Reconstruction error 0.410494
>> Epoch 123 finished 	RBM Reconstruction error 0.407280
>> Epoch 124 finished 	RBM Reconstruction error 0.424394
>> Epoch 125 finished 	RBM Reconstruction error 0.412850
>> Epoch 126 finished 	RBM Reconstruction error 0.404345
>> Epoch 127 finished 	RBM Reconstruction error 0.406050
>> Epoch 128 finished 	RBM Reconstruction error 0.417521
>> Epoch 129 finished 	RBM Reconstruction error 0.422703
>> Epoch 130 finished 	RBM Reconstruction error 0.415334
>> Epoch 131 finished 	RBM Reconstruction error 0.403857
>> Epoch 132 finished 	RBM Reconstruction error 0.398618
>> Epoch 133 finished 	RBM Reconstruction error 0.408988
>> Epoch 134 finished 	RBM Reconstruction error 0.439466
>> Epoch 135 finished 	RBM Reconstruction error 0.399778
>> Epoch 136 finished 	RBM Reconstruction error 0.409822
>> Epoch 137 finished 	RBM Reconstruction error 0.402787
>> Epoch 138 finished 	RBM Reconstruction error 0.418955
>> Epoch 139 finished 	RBM Reconstruction error 0.399631
>> Epoch 140 finished 	RBM Reconstruction error 0.414641
>> Epoch 141 finished 	RBM Reconstruction error 0.397081
>> Epoch 142 finished 	RBM Reconstruction error 0.403757
>> Epoch 143 finished 	RBM Reconstruction error 0.419638
>> Epoch 144 finished 	RBM Reconstruction error 0.401570
>> Epoch 145 finished 	RBM Reconstruction error 0.411054
>> Epoch 146 finished 	RBM Reconstruction error 0.403254
>> Epoch 147 finished 	RBM Reconstruction error 0.413054
>> Epoch 148 finished 	RBM Reconstruction error 0.428019
>> Epoch 149 finished 	RBM Reconstruction error 0.420298
>> Epoch 150 finished 	RBM Reconstruction error 0.403579
>> Epoch 151 finished 	RBM Reconstruction error 0.405184
>> Epoch 152 finished 	RBM Reconstruction error 0.395617
