DEEP MAX,K,#Exec,PPV_S,PPV_NS,TPR_S,TPR_NS,F1_S,F1_NS,SUP_S,SUP_NS,TN,FP,FN,TP,Acc,Deep,Training Time
40,9,1,0.5409836065573771,0.957122439256789,0.2682926829268293,0.9862542955326461,0.358695652173913,0.9714700193423599,123,2037,2009,28,90,33,0.9453703703703704,33,42445.59952330589
40,5,1,0.5194805194805194,0.9630340854536726,0.3418803418803419,0.9818893783651493,0.4123711340206186,0.9723703344643724,117,2043,2006,37,77,40,0.9472222222222222,36,56646.698632240295
40,3,1,0.38461538461538464,0.9610894941634242,0.3333333333333333,0.9686274509803922,0.3571428571428571,0.96484375,120,2040,1976,64,80,40,0.9333333333333333,38,73754.10018658638
40,7,1,0.5076923076923077,0.9556085918854416,0.2619047619047619,0.984267453294002,0.3455497382198953,0.9697263259869218,126,2034,2002,32,93,33,0.9421296296296297,37,109807.9432630539
40,3,2,0.4215686274509804,0.95578231292517,0.3208955223880597,0.9708785784797631,0.3644067796610169,0.9632713026444663,134,2026,1967,59,91,43,0.9305555555555556,37,48216.50433635712
40,5,2,0.5428571428571428,0.961244019138756,0.31932773109243695,0.9843214110730034,0.4021164021164021,0.9726458484628421,119,2041,2009,32,81,38,0.9476851851851852,37,65931.27297735214
40,7,2,0.5070422535211268,0.9588319770224988,0.29508196721311475,0.9828263002944063,0.37305699481865284,0.9706808819966077,122,2038,2003,35,86,36,0.9439814814814815,38,32364.70173549652
40,9,2,0.5344827586206896,0.9576593720266413,0.25833333333333336,0.986764705882353,0.348314606741573,0.9719942056977307,120,2040,2013,27,89,31,0.9462962962962963,37,103386.90533852577
40,7,3,0.4426229508196721,0.9523582658408766,0.2125984251968504,0.9832759468765372,0.2872340425531915,0.9675701839303,127,2033,1999,34,100,27,0.937962962962963,36,23998.44185590744
40,5,3,0.5512820512820513,0.9562920268972143,0.3208955223880597,0.9827245804540967,0.4056603773584906,0.9693281402142161,134,2026,1991,35,91,43,0.9416666666666667,30,54052.330832481384
40,9,3,0.5818181818181818,0.9553444180522566,0.25396825396825395,0.988692232055064,0.3535911602209944,0.9717323024885239,126,2034,2011,23,94,32,0.9458333333333333,40,45964.282150030136
40,9,4,0.46551724137931033,0.9538534728829686,0.21774193548387097,0.9847740667976425,0.29670329670329676,0.9690671822136298,124,2036,2005,31,97,27,0.9407407407407408,37,22074.390560626984
40,3,3,0.40860215053763443,0.9612965650701499,0.3220338983050847,0.9730656219392753,0.36018957345971564,0.9671452908250182,118,2042,1987,55,80,38,0.9375,40,130638.64501428604
