DEEP MAX,K,#Exec,PPV_S,PPV_NS,TPR_S,TPR_NS,F1_S,F1_NS,SUP_S,SUP_NS,TN,FP,FN,TP,Acc,Deep,Training Time
40,7,1,0.7065868263473054,0.9174122505161735,0.4957983193277311,0.9645441389290883,0.582716049382716,0.9403880070546738,238,1382,1333,49,120,118,0.895679012345679,29,33294.993411540985
40,9,1,0.592391304347826,0.9080779944289693,0.45228215767634855,0.9456127628716461,0.5129411764705881,0.9264653641207815,241,1379,1304,75,132,109,0.8722222222222222,38,36723.49409914017
40,5,1,0.7065868263473054,0.918100481761872,0.4978902953586498,0.9645697758496024,0.5841584158415841,0.9407616361071932,237,1383,1334,49,119,118,0.8962962962962963,39,71943.8489356041
40,7,2,0.5941176470588235,0.9062068965517242,0.42616033755274263,0.9501084598698482,0.49631449631449637,0.9276385457112601,237,1383,1314,69,136,101,0.8734567901234568,39,48974.01897454262
40,9,2,0.697986577181208,0.9055064581917063,0.4279835390946502,0.9673202614379085,0.5306122448979592,0.9353932584269662,243,1377,1332,45,139,104,0.8864197530864197,31,63216.75108838081
40,7,3,0.5925925925925926,0.9091544374563243,0.4628099173553719,0.944121915820029,0.5197215777262181,0.926308294766821,242,1378,1301,77,130,112,0.8722222222222222,37,32061.651300907135
40,3,1,0.6649214659685864,0.9209237228831351,0.5291666666666667,0.9536231884057971,0.5893271461716938,0.9369882520469918,240,1380,1316,64,113,127,0.8907407407407407,40,119783.07150101662
40,7,4,0.6488095238095238,0.9084022038567493,0.45041322314049587,0.9571843251088534,0.5317073170731708,0.9321554770318021,242,1378,1319,59,133,109,0.8814814814814815,26,33003.065106868744
40,5,2,0.582089552238806,0.9140239605355884,0.4895397489539749,0.939174511223751,0.5318181818181819,0.9264285714285714,239,1381,1297,84,122,117,0.8728395061728395,38,83037.78844356537
40,9,3,0.7074829931972789,0.9022403258655805,0.41935483870967744,0.9686588921282799,0.5265822784810127,0.9342706502636203,248,1372,1329,43,144,104,0.8845679012345679,34,55732.355623960495
40,3,2,0.6568627450980392,0.9293785310734464,0.5726495726495726,0.9494949494949495,0.6118721461187213,0.9393290506780871,234,1386,1316,70,100,134,0.8950617283950617,29,38057.818484544754
40,7,5,0.6756756756756757,0.9089673913043478,0.42735042735042733,0.9653679653679653,0.5235602094240838,0.9363191042687193,234,1386,1338,48,134,100,0.8876543209876543,37,31758.722680330276
40,3,3,0.5572916666666666,0.907563025210084,0.4476987447698745,0.9384503982621288,0.4965197215777262,0.9227483090067639,239,1381,1296,85,132,107,0.8660493827160494,39,27853.710525512695
40,9,4,0.6956521739130435,0.9021592442645074,0.3983402489626556,0.9695431472081218,0.5065963060686016,0.9346382383781894,241,1379,1337,42,145,96,0.8845679012345679,37,39450.56556534767
40,3,4,0.6441717791411042,0.910089224433768,0.4449152542372881,0.958092485549133,0.5263157894736842,0.9334741288278775,236,1384,1326,58,131,105,0.8833333333333333,26,22311.90925192833
40,5,3,0.6540880503144654,0.9117043121149897,0.44635193133047213,0.9603460706560922,0.5306122448979592,0.9353932584269663,233,1387,1332,55,129,104,0.8864197530864197,35,70327.7065179348
40,9,5,0.6992481203007519,0.8997982515131137,0.384297520661157,0.9709724238026125,0.496,0.9340314136125654,242,1378,1338,40,149,93,0.8833333333333333,39,41472.67452979088
40,3,5,0.6613756613756614,0.9175401816911251,0.51440329218107,0.953522149600581,0.5787037037037037,0.9351851851851851,243,1377,1313,64,118,125,0.8876543209876543,34,41439.60720896721
40,7,6,0.6808510638297872,0.9210893854748603,0.5311203319502075,0.9564902102973168,0.5967365967365967,0.9384560654571326,241,1379,1319,60,113,128,0.8932098765432098,40,70584.50629973412
