DEEP MAX,K,#Exec,PPV_S,PPV_NS,TPR_S,TPR_NS,F1_S,F1_NS,SUP_S,SUP_NS,TN,FP,FN,TP,Acc,Deep,Training Time
40,7,1,0.762331838565,0.905109489051,0.928961748634,0.700564971751,0.837438423645,0.789808917197,183,177,124,53,13,170,0.816666666667,36,5126.718229055405
40,3,1,0.832432432432,0.857142857143,0.860335195531,0.828729281768,0.846153846154,0.842696629213,179,181,150,31,25,154,0.844444444444,40,12627.350673675537
40,7,2,0.789215686275,0.865384615385,0.884615384615,0.758426966292,0.834196891192,0.808383233533,182,178,135,43,21,161,0.822222222222,38,7846.399280786514
40,5,1,0.844919786096,0.890173410405,0.892655367232,0.841530054645,0.868131868132,0.865168539326,177,183,154,29,19,158,0.866666666667,40,17688.767244577408
40,5,2,0.809278350515,0.849397590361,0.862637362637,0.792134831461,0.835106382979,0.81976744186,182,178,141,37,25,157,0.827777777778,35,8433.95437335968
40,7,3,0.840659340659,0.85393258427,0.854748603352,0.839779005525,0.847645429363,0.846796657382,179,181,152,29,26,153,0.847222222222,40,14041.078443050385
40,9,1,0.816753926702,0.85798816568,0.866666666667,0.805555555556,0.840970350404,0.830945558739,180,180,145,35,24,156,0.836111111111,34,34278.48833298683
40,3,2,0.785714285714,0.871951219512,0.88,0.772972972973,0.830188679245,0.819484240688,175,185,143,42,21,154,0.825,40,23314.26722550392
40,5,3,0.731132075472,0.885135135135,0.901162790698,0.696808510638,0.807291666667,0.779761904762,172,188,131,57,17,155,0.794444444444,37,9873.668180704117
40,7,4,0.800970873786,0.902597402597,0.916666666667,0.772222222222,0.854922279793,0.832335329341,180,180,139,41,15,165,0.844444444444,36,14043.302881002426
40,3,3,0.796116504854,0.863636363636,0.886486486486,0.76,0.838874680307,0.808510638298,185,175,133,42,21,164,0.825,39,7133.123222827911
40,9,2,0.808080808081,0.876543209877,0.888888888889,0.788888888889,0.846560846561,0.830409356725,180,180,142,38,20,160,0.838888888889,40,9419.176229000092
40,9,3,0.795238095238,0.873333333333,0.897849462366,0.752873563218,0.843434343434,0.808641975309,186,174,131,43,19,167,0.827777777778,40,5191.354745864868
40,5,4,0.805970149254,0.867924528302,0.885245901639,0.779661016949,0.84375,0.821428571429,183,177,138,39,21,162,0.833333333333,40,13881.2045276165
