balance,DEEP MAX,classifier,P1,P2,#Exec,PPV_S,PPV_NS,TPR_S,TPR_NS,F1_S,F1_NS,SUP_S,SUP_NS,TN,FP,FN,TP,Acc,AUC,Deep,Training Time
1,10,svm,5,rbf,1,0.177631578947,0.98322147651,0.84375,0.700956937799,0.29347826087,0.81843575419,64,836,586,250,10,54,0.711111111111,0.7723534689,10,2465.082182407379
1,10,svm,5,rbf,2,0.180473372781,0.994661921708,0.953125,0.668660287081,0.303482587065,0.799713876967,64,836,559,277,3,61,0.688888888889,0.810892643541,10,9458.230730295181
1,10,svm,5,rbf,3,0.187919463087,0.986710963455,0.875,0.710526315789,0.309392265193,0.826147426982,64,836,594,242,8,56,0.722222222222,0.792763157895,10,3712.541408061981
1,10,svm,5,rbf,4,0.181518151815,0.984924623116,0.859375,0.703349282297,0.299727520436,0.820655966504,64,836,588,248,9,55,0.714444444444,0.781362141148,10,1715.5339705944061
1,10,mlp,15,relu,1,0.177993527508,0.984771573604,0.859375,0.696172248804,0.29490616622,0.815697266994,64,836,582,254,9,55,0.707777777778,0.777773624402,10,19708.879764080048
1,10,svm,5,rbf,5,0.252475247525,0.981375358166,0.796875,0.819377990431,0.383458646617,0.893089960887,64,836,685,151,13,51,0.817777777778,0.808126495215,10,11553.834647417068
1,10,svm,5,rbf,6,0.176119402985,0.991150442478,0.921875,0.66985645933,0.295739348371,0.7994289793,64,836,560,276,5,59,0.687777777778,0.795865729665,10,2073.1892280578613
1,10,svm,5,rbf,7,0.183229813665,0.991349480969,0.921875,0.685406698565,0.305699481865,0.810466760962,64,836,573,263,5,59,0.702222222222,0.803640849282,9,1719.4993233680725
1,10,mlp,15,relu,2,0.15512465374,0.985157699443,0.875,0.635167464115,0.263529411765,0.772363636364,64,836,531,305,8,56,0.652222222222,0.755083732057,10,15497.182376861572
0,10,knn,5,-,1,0.548387096774,0.945914844649,0.265625,0.983253588517,0.357894736842,0.9642228739,64,836,822,14,47,17,0.932222222222,0.624439294258,10,35378.12999582291
1,10,mlp,15,relu,3,0.166144200627,0.981067125645,0.828125,0.681818181818,0.276762402089,0.804516584333,64,836,570,266,11,53,0.692222222222,0.754971590909,10,9172.715152740479
1,10,mlp,15,relu,4,0.179245283019,0.987972508591,0.890625,0.687799043062,0.298429319372,0.811001410437,64,836,575,261,7,57,0.702222222222,0.789212021531,10,12223.08898973465
0,10,knn,5,-,2,0.545454545455,0.946943483276,0.28125,0.982057416268,0.371134020619,0.964180857311,64,836,821,15,46,18,0.932222222222,0.631653708134,10,24528.59916949272
0,10,knn,5,-,3,0.53125,0.945852534562,0.265625,0.982057416268,0.354166666667,0.963615023474,64,836,821,15,47,17,0.931111111111,0.623841208134,9,17147.89339017868
0,10,knn,5,-,4,0.487804878049,0.948777648428,0.3125,0.974880382775,0.380952380952,0.961651917404,64,836,815,21,44,20,0.927777777778,0.643690191388,10,16061.441684007645
0,10,knn,5,-,5,0.428571428571,0.949471210341,0.328125,0.966507177033,0.371681415929,0.957913455839,64,836,808,28,43,21,0.921111111111,0.647316088517,10,20618.30075597763
0,10,knn,5,-,6,0.5625,0.947004608295,0.28125,0.983253588517,0.375,0.964788732394,64,836,822,14,46,18,0.933333333333,0.632251794258,10,17004.128935813904
0,10,knn,5,-,7,0.47619047619,0.948717948718,0.3125,0.973684210526,0.377358490566,0.961038961039,64,836,814,22,44,20,0.926666666667,0.643092105263,10,12062.49719786644
