DEEP MAX,K,#Exec,PPV_S,PPV_NS,TPR_S,TPR_NS,F1_S,F1_NS,SUP_S,SUP_NS,TN,FP,FN,TP,Acc,AUC,Deep,Training Time
40,3,1,0.678733031674,0.898401237751,0.432276657061,0.96083838941,0.528169014085,0.928571428571,347,1813,1742,71,197,150,0.875925925926,0.696557523235,31,18515.152376890182
40,5,1,0.662222222222,0.901291989664,0.438235294118,0.958241758242,0.527433628319,0.928894806924,340,1820,1744,76,191,149,0.876388888889,0.69823852618,40,67746.19461679459
40,9,1,0.766304347826,0.897773279352,0.411078717201,0.976334617501,0.535104364326,0.935407329291,343,1817,1774,43,202,141,0.886574074074,0.693706667351,39,74585.59855031967
