balance,DEEP MAX,classifier,P1,P2,#Exec,PPV_S,PPV_NS,TPR_S,TPR_NS,F1_S,F1_NS,SUP_S,SUP_NS,TN,FP,FN,TP,Acc,AUC,Deep,Training Time
1,10,nb,5,-,1,0.0883720930233,0.995283018868,0.95,0.518427518428,0.16170212766,0.681744749596,40,814,422,392,2,38,0.538641686183,0.734213759214,10,1067.3252186775208
1,10,nb,5,-,2,0.0949227373068,0.994974874372,0.955555555556,0.491315136476,0.172690763052,0.65780730897,45,806,396,410,2,43,0.515863689777,0.723435346016,10,1531.7713248729706
1,10,dt,5,-,1,0.0950920245399,0.980952380952,0.756097560976,0.635802469136,0.1689373297,0.771535580524,41,810,515,295,10,31,0.641598119859,0.695950015056,10,2459.9720375537872
1,10,nb,5,-,3,0.0849514563107,0.990909090909,0.897435897436,0.536285362854,0.155210643016,0.695929768555,39,813,436,377,4,35,0.552816901408,0.716860630145,10,1444.1335983276367
1,10,dt,5,-,2,0.0666666666667,0.983293556086,0.805555555556,0.503667481663,0.123142250531,0.666127728375,36,818,412,406,7,29,0.516393442623,0.654611518609,10,2022.5715363025665
1,10,nb,5,-,4,0.101983002833,0.987927565392,0.857142857143,0.607673267327,0.182278481013,0.752490421456,42,808,491,317,6,36,0.62,0.732408062235,10,2032.9504084587097
1,10,nb,5,-,5,0.0992555831266,0.995535714286,0.952380952381,0.55129789864,0.179775280899,0.709626093874,42,809,446,363,2,40,0.571092831962,0.751839425511,10,2699.5686740875244
1,10,dt,5,-,3,0.0932944606414,0.978303747535,0.744186046512,0.614622057001,0.165803108808,0.754946727549,43,807,496,311,11,32,0.621176470588,0.679404051756,10,3332.9424645900726
1,10,dt,5,-,4,0.0819672131148,0.994535519126,0.952380952381,0.448275862069,0.150943396226,0.617996604414,42,812,364,448,2,40,0.473067915691,0.700328407225,10,2300.374387025833
1,10,nb,5,-,6,0.088295687885,0.994594594595,0.955555555556,0.453201970443,0.161654135338,0.622673434856,45,812,368,444,2,43,0.479579929988,0.704378762999,10,2870.2302107810974
1,10,dt,5,-,5,0.0916442048518,0.983333333333,0.809523809524,0.583436341162,0.164648910412,0.732350659426,42,809,472,337,8,34,0.594594594595,0.696480075343,8,1875.0490794181824
1,10,dt,5,-,6,0.0923913043478,0.979423868313,0.772727272727,0.587654320988,0.165048543689,0.734567901235,44,810,476,334,10,34,0.59718969555,0.680190796857,10,1189.5140669345856
1,10,dt,5,-,7,0.08,0.985915492958,0.85,0.517879161529,0.14623655914,0.679062247373,40,811,420,391,6,34,0.533490011751,0.683939580764,10,519.1907830238342
1,10,nb,5,-,7,0.0862068965517,0.992248062016,0.93023255814,0.475247524752,0.157790927022,0.642677824268,43,808,384,424,3,40,0.498237367803,0.702740041446,10,3745.263815879822
1,10,dt,5,-,8,0.0932944606414,0.982283464567,0.780487804878,0.616049382716,0.166666666667,0.757207890744,41,810,499,311,9,32,0.623971797885,0.698268593797,9,2684.4760422706604
1,10,nb,5,-,8,0.0710280373832,0.990595611285,0.926829268293,0.388683886839,0.131944444444,0.558303886926,41,813,316,497,3,38,0.414519906323,0.657756577566,10,2106.3916301727295
1,10,dt,5,-,9,0.0956072351421,0.989270386266,0.880952380952,0.568434032059,0.172494172494,0.722004698512,42,811,461,350,5,37,0.583821805393,0.724693206506,10,1950.9978811740875
1,10,nb,5,-,9,0.0760233918129,0.991150442478,0.928571428571,0.414814814815,0.140540540541,0.584856396867,42,810,336,474,3,39,0.44014084507,0.671693121693,10,2691.034090280533
1,10,dt,5,-,10,0.0957446808511,0.991596638655,0.9,0.581280788177,0.173076923077,0.732919254658,40,812,472,340,4,36,0.596244131455,0.740640394089,10,1490.150893688202
1,10,nb,5,-,10,0.0836820083682,0.997319034853,0.975609756098,0.459259259259,0.154142581888,0.628909551986,41,810,372,438,1,40,0.484136310223,0.717434507678,9,1768.5335965156555
