balance,DEEP MAX,classifier,P1,P2,#Exec,PPV_S,PPV_NS,TPR_S,TPR_NS,F1_S,F1_NS,SUP_S,SUP_NS,TN,FP,FN,TP,Acc,AUC,Deep,Training Time
1,10,dt,5,-,1,0.0229508196721,0.998319327731,0.875,0.665919282511,0.0447284345048,0.79892400807,8,892,594,298,1,7,0.667777777778,0.770459641256,10,863.1881146430969
1,10,svm,5,rbf,1,0.03225806451612903,1.0,1.0,0.7309417040358744,0.0625,0.8445595854922279,8,892,652,240,0,8,0.7333333333333333,0.8654708520179373,10,857.2812542915344
1,10,nb,5,-,1,0.03664921465968586,0.998589562764457,0.875,0.7937219730941704,0.07035175879396985,0.8844472204871955,8,892,708,184,1,7,0.7944444444444444,0.8343609865470851,10,1092.1001183986664
1,10,nb,5,-,2,0.06818181818181818,0.9975369458128078,0.75,0.9080717488789237,0.125,0.9507042253521125,8,892,810,82,2,6,0.9066666666666666,0.8290358744394618,10,1047.7794277668
1,10,dt,5,-,2,0.0276816608997,1.0,1.0,0.684977578475,0.0538720538721,0.813040585496,8,892,611,281,0,8,0.687777777778,0.842488789238,10,1963.9901986122131
1,10,svm,5,rbf,2,0.2777777777777778,0.9965986394557823,0.625,0.9854260089686099,0.3846153846153846,0.9909808342728298,8,892,879,13,3,5,0.9822222222222222,0.8052130044843049,10,2395.2146892547607
1,10,nb,5,-,3,0.03361344537815126,1.0,1.0,0.742152466367713,0.06504065040650406,0.851994851994852,8,892,662,230,0,8,0.7444444444444445,0.8710762331838565,10,2115.947476863861
1,10,nb,5,-,4,0.02564102564102564,1.0,1.0,0.6591928251121076,0.05,0.7945945945945947,8,892,588,304,0,8,0.6622222222222223,0.8295964125560538,10,563.3557772636414
1,10,nb,5,-,5,0.051094890510948905,0.9986893840104849,0.875,0.8542600896860987,0.09655172413793103,0.9208459214501512,8,892,762,130,1,7,0.8544444444444445,0.8646300448430494,10,586.8538434505463
1,10,dt,5,-,3,0.0323886639676,1.0,1.0,0.732062780269,0.0627450980392,0.845307443366,8,892,653,239,0,8,0.734444444444,0.866031390135,10,2857.183594942093
1,10,svm,5,rbf,3,0.03404255319148936,1.0,1.0,0.7455156950672646,0.06584362139917695,0.8542068079640334,8,892,665,227,0,8,0.7477777777777778,0.8727578475336323,10,2645.5184347629547
1,10,dt,5,-,4,0.022792022792,1.0,1.0,0.615470852018,0.0445682451253,0.761970853574,8,892,549,343,0,8,0.618888888889,0.807735426009,10,1167.5758769512177
1,10,nb,5,-,6,0.03414634146341464,0.9985611510791367,0.875,0.7780269058295964,0.06572769953051644,0.8746061751732829,8,892,694,198,1,7,0.7788888888888889,0.8265134529147982,10,1895.6449060440063
1,10,nb,5,-,7,0.030534351145038167,1.0,1.0,0.7152466367713004,0.059259259259259255,0.8339869281045751,8,892,638,254,0,8,0.7177777777777777,0.8576233183856502,10,698.8306591510773
1,10,dt,5,-,5,0.0353982300885,1.0,1.0,0.755605381166,0.0683760683761,0.860791826309,8,892,674,218,0,8,0.757777777778,0.877802690583,10,1645.2463715076447
1,10,svm,5,rbf,4,0.04040404040404041,1.0,1.0,0.7869955156950673,0.07766990291262137,0.8808030112923464,8,892,702,190,0,8,0.7888888888888889,0.8934977578475336,10,2737.6991045475006
1,10,nb,5,-,8,0.03954802259887006,0.9986168741355463,0.875,0.8094170403587444,0.07567567567567568,0.8941176470588236,8,892,722,170,1,7,0.81,0.8422085201793722,10,1211.0968499183655
1,10,svm,5,rbf,5,0.02531645569620253,1.0,1.0,0.6547085201793722,0.04938271604938272,0.7913279132791328,8,892,584,308,0,8,0.6577777777777778,0.8273542600896862,10,1034.96151471138
1,10,nb,5,-,9,0.041916167664670656,0.9986357435197817,0.875,0.820627802690583,0.08,0.9009230769230769,8,892,732,160,1,7,0.8211111111111111,0.8478139013452916,10,717.6876418590546
1,10,dt,5,-,6,0.0230547550432,1.0,1.0,0.619955156951,0.0450704225352,0.765397923875,8,892,553,339,0,8,0.623333333333,0.809977578475,10,1746.340876340866
1,10,svm,5,rbf,6,0.03571428571428571,0.9985795454545454,0.875,0.7881165919282511,0.06862745098039216,0.8809523809523809,8,892,703,189,1,7,0.7888888888888889,0.8315582959641256,10,1320.959115743637
0,10,knn,5,-,1,1.0,0.992213570634,0.125,1.0,0.222222222222,0.996091568956,8,892,892,0,7,1,0.992222222222,0.5625,10,11304.527418613434
1,10,dt,5,-,7,0.0194444444444,0.998148148148,0.875,0.604260089686,0.0380434782609,0.752793296089,8,892,539,353,1,7,0.606666666667,0.739630044843,10,1712.2152345180511
1,10,nb,5,-,10,0.03940886699507389,1.0,1.0,0.781390134529148,0.07582938388625593,0.8772813089993707,8,892,697,195,0,8,0.7833333333333333,0.8906950672645739,10,2372.924796819687
1,10,dt,5,-,8,0.0336134453782,1.0,1.0,0.742152466368,0.0650406504065,0.851994851995,8,892,662,230,0,8,0.744444444444,0.871076233184,10,636.7337222099304
1,10,dt,5,-,9,0.0163043478261,0.996240601504,0.75,0.594170403587,0.031914893617,0.744382022472,8,892,530,362,2,6,0.595555555556,0.672085201794,10,1505.6737623214722
1,10,svm,5,rbf,7,0.06349206349206349,1.0,1.0,0.8677130044843049,0.11940298507462686,0.9291716686674669,8,892,774,118,0,8,0.8688888888888889,0.9338565022421524,10,3238.271428346634
1,10,dt,5,-,10,0.0441988950276,1.0,1.0,0.806053811659,0.0846560846561,0.892613283675,8,892,719,173,0,8,0.807777777778,0.90302690583,10,1429.6300597190857
1,10,svm,5,rbf,8,0.06451612903225806,1.0,1.0,0.8699551569506726,0.12121212121212122,0.9304556354916067,8,892,776,116,0,8,0.8711111111111111,0.9349775784753364,10,2553.394049167633
1,10,svm,5,rbf,9,0.04419889502762431,1.0,1.0,0.8060538116591929,0.08465608465608467,0.8926132836747362,8,892,719,173,0,8,0.8077777777777778,0.9030269058295964,10,1229.369658946991
1,10,svm,5,rbf,10,0.03827751196172249,1.0,1.0,0.7746636771300448,0.07373271889400922,0.8730259001895135,8,892,691,201,0,8,0.7766666666666666,0.8873318385650224,10,640.2219183444977
0,10,knn,5,-,2,1.0,0.993318485523,0.25,1.0,0.4,0.996648044693,8,892,892,0,6,2,0.993333333333,0.625,10,9782.280688762665
0,10,knn,5,-,3,1.0,0.992213570634,0.125,1.0,0.222222222222,0.996091568956,8,892,892,0,7,1,0.992222222222,0.5625,10,6089.148663520813
0,10,knn,5,-,4,1.0,0.992213570634,0.125,1.0,0.222222222222,0.996091568956,8,892,892,0,7,1,0.992222222222,0.5625,9,5575.372585535049
0,10,knn,5,-,5,1.0,0.992213570634,0.125,1.0,0.222222222222,0.996091568956,8,892,892,0,7,1,0.992222222222,0.5625,8,5894.384751319885
0,10,knn,5,-,6,1.0,0.992213570634,0.125,1.0,0.222222222222,0.996091568956,8,892,892,0,7,1,0.992222222222,0.5625,10,5181.443601608276
1,10,mlp,15,relu,1,0.043478260869565216,0.995049504950495,0.5,0.9013452914798207,0.08,0.9458823529411764,8,892,804,88,4,4,0.8977777777777778,0.7006726457399103,10,5997.793648958206
0,10,knn,5,-,7,1.0,0.992213570634,0.125,1.0,0.222222222222,0.996091568956,8,892,892,0,7,1,0.992222222222,0.5625,10,11751.690591573715
1,10,mlp,15,relu,2,0.029850746268656716,0.9971387696709585,0.75,0.781390134529148,0.05741626794258373,0.8761785040854808,8,892,697,195,2,6,0.7811111111111111,0.7656950672645739,10,6037.826560974121
0,10,knn,5,-,8,1.0,0.992213570634,0.125,1.0,0.222222222222,0.996091568956,8,892,892,0,7,1,0.992222222222,0.5625,10,3338.6511232852936
1,10,mlp,15,relu,3,0.02158273381294964,0.9934296977660972,0.375,0.8475336322869955,0.04081632653061225,0.9147005444646098,8,892,756,136,5,3,0.8433333333333334,0.6112668161434978,10,5783.95065164566
0,10,knn,5,-,9,1.0,0.992213570634,0.125,1.0,0.222222222222,0.996091568956,8,892,892,0,7,1,0.992222222222,0.5625,10,8484.499519348145
1,10,mlp,15,relu,4,0.019753086419753086,1.0,1.0,0.554932735426009,0.0387409200968523,0.7137707281903388,8,892,495,397,0,8,0.5588888888888889,0.7774663677130045,10,6243.572313308716
1,10,mlp,15,relu,5,0.03535353535353535,0.9985754985754985,0.875,0.7858744394618834,0.06796116504854369,0.8795483061480551,8,892,701,191,1,7,0.7866666666666666,0.8304372197309418,10,5548.640846729279
0,10,knn,5,-,10,1.0,0.992213570634,0.125,1.0,0.222222222222,0.996091568956,8,892,892,0,7,1,0.992222222222,0.5625,10,8161.790749549866
1,10,mlp,15,relu,6,0.08974358974358974,0.9987834549878345,0.875,0.9204035874439462,0.1627906976744186,0.9579929988331388,8,892,821,71,1,7,0.92,0.8977017937219731,10,6325.5882523059845
1,10,mlp,15,relu,7,0.009433962264150943,1.0,1.0,0.05829596412556054,0.018691588785046728,0.11016949152542374,8,892,52,840,0,8,0.06666666666666667,0.5291479820627802,10,4076.6966149806976
1,10,mlp,15,relu,8,0.02422145328719723,0.9983633387888707,0.875,0.6838565022421524,0.04713804713804713,0.8117099135063207,8,892,610,282,1,7,0.6855555555555556,0.7794282511210762,10,6198.706100702286
1,10,mlp,15,relu,9,0.023809523809523808,0.9969135802469136,0.75,0.7242152466367713,0.04615384615384615,0.838961038961039,8,892,646,246,2,6,0.7244444444444444,0.7371076233183856,10,5624.979704380035
1,10,mlp,15,relu,10,0.025889967637540454,1.0,1.0,0.6625560538116592,0.05047318611987382,0.7970330411328389,8,892,591,301,0,8,0.6655555555555556,0.8312780269058296,10,6431.611432552338
