balance,DEEP MAX,classifier,P1,P2,#Exec,PPV_S,PPV_NS,TPR_S,TPR_NS,F1_S,F1_NS,SUP_S,SUP_NS,TN,FP,FN,TP,Acc,AUC,Deep,Training Time
1,10,dt,5,-,1,0.18426501035196688,0.9695550351288056,0.49444444444444446,0.8803159173754557,0.2684766214177979,0.9227829963381627,180,3292,2898,394,91,89,0.8603110599078341,0.68738018090995,10,2128.2733771800995
1,10,dt,5,-,6,0.2653846153846154,0.9654420921544209,0.38333333333333336,0.9419805589307412,0.31363636363636366,0.9535670356703566,180,3292,3101,191,111,69,0.9130184331797235,0.6626569461320372,10,2128.978712081909
1,10,dt,5,-,2,0.22905027932960895,0.968529222864483,0.45555555555555555,0.9161603888213852,0.3048327137546469,0.941617233843272,180,3292,3016,276,98,82,0.8922811059907834,0.6858579721884703,8,3140.664302587509
1,10,dt,5,-,7,0.23591549295774647,0.9645545796737767,0.37222222222222223,0.93408262454435,0.28879310344827586,0.9490740740740741,180,3292,3075,217,113,67,0.9049539170506913,0.6531524233832862,10,5142.035582065582
1,10,dt,5,-,8,0.221875,0.9654187817258884,0.39444444444444443,0.9243620899149453,0.284,0.9444444444444443,180,3292,3043,249,109,71,0.896889400921659,0.6594032671796949,10,1926.9472403526306
1,10,nb,5,-,1,0.217703349282,0.97085789129,0.505555555556,0.900668286756,0.304347826087,0.934446895682,180,3292,2965,327,89,91,0.880184331797,0.703111921156,10,10052.799037456512
1,10,nb,5,-,6,0.250737463127,0.969677625279,0.472222222222,0.922843256379,0.327552986513,0.945680933852,180,3292,3038,254,95,85,0.89948156682,0.697532739301,10,16232.66254067421
1,10,nb,5,-,7,0.23178807947,0.965299684543,0.388888888889,0.929526123937,0.290456431535,0.947075208914,180,3292,3060,232,110,70,0.901497695853,0.659207506413,10,2335.5194737911224
1,10,dt,5,-,3,0.15081206496519722,0.9808429118773946,0.7222222222222222,0.7776427703523694,0.24952015355086374,0.867502541511352,180,3292,2560,732,50,130,0.7747695852534562,0.7499324962872959,10,13913.837392091751
1,10,dt,5,-,9,0.1445221445221445,0.9785768936495792,0.6888888888888889,0.7770352369380316,0.23892100192678226,0.8662377243481205,180,3292,2558,734,56,124,0.7724654377880185,0.7329620629134602,10,11596.986459493637
1,10,nb,5,-,2,0.239263803681,0.967577876669,0.433333333333,0.924665856622,0.308300395257,0.945635290463,180,3292,3044,248,102,78,0.899193548387,0.678999594978,10,11369.656184196472
1,10,dt,5,-,4,0.28699551569506726,0.9642967066789782,0.35555555555555557,0.9517010935601458,0.3176178660049628,0.9579574988533863,180,3292,3133,159,116,64,0.9207949308755761,0.6536283245578507,9,3054.097266435623
