Balanced,#Exec,PPV_S,PPV_NS,TPR_S,TPR_NS,F1_S,F1_NS,SUP_S,SUP_NS,TN,FP,FN,TP,Acc,AUC0,AUC1
1,0,0.059972583961617545,0.9909747292418772,0.9722222222222222,0.16676792223572295,0.11297611362169141,0.28549141965678626,180,3292,175,5,2743,549,0.20852534562211983,0.5694950722289727,0.5694950722289726
1,1,0.06062742333450828,0.9874015748031496,0.9555555555555556,0.19046172539489672,0.11402055021544581,0.319327731092437,180,3292,172,8,2665,627,0.2301267281105991,0.5730086404752261,0.5730086404752263
1,2,0.10419681620839363,0.9827751196172249,0.8,0.6239368165249088,0.18437900128040974,0.7632850241545893,180,3292,144,36,1238,2054,0.6330645161290323,0.7119684082624544,0.7119684082624546
1,3,0.08123107971745712,0.987248322147651,0.8944444444444445,0.4468408262454435,0.14893617021276598,0.615223755750732,180,3292,161,19,1821,1471,0.4700460829493088,0.670642635344944,0.6706426353449441
1,4,0.05943331029716655,0.986159169550173,0.9555555555555556,0.17314702308626975,0.11190631099544568,0.29457364341085274,180,3292,172,8,2722,570,0.21370967741935484,0.5643512893209126,0.5643512893209127
1,5,0.09432759719566602,0.9831844456121913,0.8222222222222222,0.5683475091130012,0.16923956546598054,0.7203079884504332,180,3292,148,32,1421,1871,0.5815092165898618,0.6952848656676118,0.6952848656676117
1,6,0.07953976988494248,0.9857433808553971,0.8833333333333333,0.44106925880923453,0.14593850390087199,0.6094438614900315,180,3292,159,21,1840,1452,0.4639976958525346,0.662201296071284,0.662201296071284
1,7,0.060126582278481014,0.9856687898089171,0.95,0.18803159173754558,0.11309523809523808,0.3158163265306123,180,3292,171,9,2673,619,0.22753456221198157,0.5690157958687727,0.5690157958687728
1,8,0.0591016548463357,0.9902152641878669,0.9722222222222222,0.15370595382746052,0.11142948105698822,0.26610570602156197,180,3292,175,5,2786,506,0.1961405529953917,0.5629640880248413,0.5629640880248414
1,9,0.12476722532588454,0.9808173477898249,0.7444444444444445,0.7144592952612394,0.21371610845295055,0.8267135325131811,180,3292,134,46,940,2352,0.7160138248847926,0.7294518698528419,0.7294518698528418
1,10,0.06478034251675353,0.9923664122137404,0.9666666666666667,0.23693803159173754,0.1214235868806699,0.38254046101029915,180,3292,174,6,2512,780,0.27476958525345624,0.6018023491292022,0.601802349129202
1,11,0.1499312242090784,0.9741347905282332,0.6055555555555555,0.8122721749696233,0.24035281146637266,0.8858704654629783,180,3292,109,71,618,2674,0.8015552995391705,0.7089138652625894,0.7089138652625895
1,12,0.06999590667212444,0.9912536443148688,0.95,0.30984204131227217,0.1303850552802135,0.4721129368201806,180,3292,171,9,2272,1020,0.3430299539170507,0.6299210206561361,0.6299210206561361
1,13,0.07493188010899182,0.9881889763779528,0.9166666666666666,0.3812272174969623,0.13853904282115867,0.5501972818939062,180,3292,165,15,2037,1255,0.40898617511520735,0.6489469420818144,0.6489469420818145
1,14,0.14866760168302945,0.9731786879304095,0.5888888888888889,0.8156136087484812,0.2374020156774916,0.887456618740704,180,3292,106,74,607,2685,0.8038594470046083,0.7022512488186851,0.7022512488186852
1,15,0.12327506899724011,0.9807127882599581,0.7444444444444445,0.7105103280680437,0.21152328334648776,0.8240267747049498,180,3292,134,46,953,2339,0.7122695852534562,0.7274773862562443,0.727477386256244
1,16,0.11890504704875962,0.9821971341728181,0.7722222222222223,0.6871202916160389,0.2060785767234989,0.8085790884718499,180,3292,139,41,1030,2262,0.6915322580645161,0.7296712569191305,0.7296712569191306
1,17,0.08176438945669715,0.9826410415375078,0.8444444444444444,0.48147023086269747,0.1490926924963217,0.6462793068297655,180,3292,152,28,1707,1585,0.5002880184331797,0.6629573376535709,0.6629573376535709
1,18,0.06685017695635077,0.9892357373519914,0.9444444444444444,0.27916160388821387,0.12486228424531767,0.43544183842691314,180,3292,170,10,2373,919,0.3136520737327189,0.6118030241663291,0.6118030241663291
1,19,0.08035714285714286,0.982780612244898,0.85,0.4681044957472661,0.1468330134357006,0.634156378600823,180,3292,153,27,1751,1541,0.4879032258064516,0.659052247873633,0.659052247873633
1,20,0.14733969986357434,0.9737130339539978,0.6,0.810145808019441,0.2365826944140197,0.8844304427126513,180,3292,108,72,625,2667,0.7992511520737328,0.7050729040097206,0.7050729040097206
1,21,0.07387862796833773,0.989983305509182,0.9333333333333333,0.3602673147023086,0.13691931540342298,0.5282850779510022,180,3292,168,12,2106,1186,0.38997695852534564,0.6468003240178211,0.646800324017821
1,22,0.11729957805907174,0.9820725841714036,0.7722222222222223,0.6822600243013366,0.2036630036630037,0.8051622154507978,180,3292,139,41,1046,2246,0.6869239631336406,0.7272411232617794,0.7272411232617795
1,23,0.14645858343337334,0.978021978021978,0.6777777777777778,0.7840218712029161,0.24086870681145112,0.8703422694317988,180,3292,122,58,711,2581,0.7785138248847926,0.730899824490347,0.7308998244903471
1,24,0.11372867587327376,0.9821508255243195,0.7777777777777778,0.6685905224787363,0.1984408221119773,0.7955900957889029,180,3292,140,40,1091,2201,0.6742511520737328,0.723184150128257,0.723184150128257
1,25,0.05884342238755495,0.9883495145631068,0.9666666666666667,0.1546172539489672,0.11093401338858781,0.26740215392697664,180,3292,174,6,2783,509,0.19671658986175114,0.560641960307817,0.560641960307817
1,26,0.07160804020100503,0.9916974169741697,0.95,0.32654921020656136,0.13317757009345796,0.4913162705667276,180,3292,171,9,2217,1075,0.3588709677419355,0.6382746051032806,0.6382746051032807
1,27,0.058725392058725394,0.991578947368421,0.9777777777777777,0.1430741190765492,0.11079634875668871,0.2500663658083356,180,3292,176,4,2821,471,0.1863479262672811,0.5604259484271634,0.5604259484271635
1,28,0.13660062565172054,0.9805013927576601,0.7277777777777777,0.7484811664641555,0.23002633889376642,0.8489233419465977,180,3292,131,49,828,2464,0.7474078341013825,0.7381294721209667,0.7381294721209667
1,29,0.13052011776251227,0.9808397880146759,0.7388888888888889,0.7308626974483596,0.2218515429524604,0.837597911227154,180,3292,133,47,886,2406,0.731278801843318,0.7348757931686243,0.7348757931686243
1,30,0.13988439306358383,0.9773686229382432,0.6722222222222223,0.7739975698663426,0.23157894736842108,0.8638752330903543,180,3292,121,59,744,2548,0.768721198156682,0.7231098960442824,0.7231098960442824
1,31,0.05870513250587051,0.9898167006109979,0.9722222222222222,0.14763061968408261,0.11072445428661815,0.25693893735130846,180,3292,175,5,2806,486,0.19038018433179724,0.5599264209531525,0.5599264209531525
1,32,0.08279569892473118,0.9838709677419355,0.8555555555555555,0.48177399756986633,0.15098039215686276,0.6468189233278956,180,3292,154,26,1706,1586,0.5011520737327189,0.668664776562711,0.668664776562711
1,33,0.11589403973509933,0.9823321554770318,0.7777777777777778,0.675577156743621,0.20172910662824206,0.8005759539236862,180,3292,140,40,1068,2224,0.6808755760368663,0.7266774672606993,0.7266774672606994
1,34,0.13422131147540983,0.9803685897435898,0.7277777777777777,0.7433171324422844,0.22664359861591696,0.8455425017277126,180,3292,131,49,845,2447,0.7425115207373272,0.735547455110031,0.7355474551100312
1,35,0.06493016232540581,0.9902794653705954,0.9555555555555556,0.24756986634264885,0.12159773771650759,0.3961117861482382,180,3292,172,8,2477,815,0.2842741935483871,0.6015627109491023,0.6015627109491023
1,36,0.07197943444730077,0.9894551845342706,0.9333333333333333,0.342041312272175,0.13365155131264916,0.508352144469526,180,3292,168,12,2166,1126,0.3726958525345622,0.6376873228027542,0.6376873228027542
1,37,0.059670781893004114,0.9892086330935251,0.9666666666666667,0.16707168894289187,0.1124031007751938,0.28586278586278585,180,3292,174,6,2742,550,0.20852534562211983,0.5668691778047792,0.5668691778047792
1,38,0.08616780045351474,0.9836065573770492,0.8444444444444444,0.5103280680437424,0.15637860082304525,0.672,180,3292,152,28,1612,1680,0.5276497695852534,0.6773862562440934,0.6773862562440934
1,39,0.061103351955307264,0.9917763157894737,0.9722222222222222,0.18317132442284326,0.11498028909329829,0.30923076923076925,180,3292,175,5,2689,603,0.22407834101382487,0.5776967733225328,0.5776967733225327
1,40,0.12776176753121998,0.9806663924310983,0.7388888888888889,0.724179829890644,0.21785421785421788,0.8331294775467414,180,3292,133,47,908,2384,0.7249423963133641,0.7315343593897665,0.7315343593897665
1,41,0.13524590163934427,0.9807692307692307,0.7333333333333333,0.7436208991494532,0.22837370242214536,0.8458880442294401,180,3292,132,48,844,2448,0.7430875576036866,0.7384771162413933,0.7384771162413932
1,42,0.05917955615332885,0.9919678714859438,0.9777777777777777,0.1500607533414338,0.11160431198478123,0.26068601583113454,180,3292,176,4,2798,494,0.19297235023041476,0.5639192655596058,0.5639192655596057
1,43,0.12076455256298871,0.982335200344679,0.7722222222222223,0.692588092345079,0.20886551465063866,0.8123997862105827,180,3292,139,41,1012,2280,0.6967165898617511,0.7324051572836505,0.7324051572836506
1,44,0.14285714285714285,0.9781692837993106,0.6833333333333333,0.775820170109356,0.23631123919308358,0.865322717262409,180,3292,123,57,738,2554,0.7710253456221198,0.7295767517213446,0.7295767517213447
1,45,0.12815715622076707,0.9821057012068248,0.7611111111111111,0.7168894289185905,0.21937550040032022,0.8287971905179983,180,3292,137,43,932,2360,0.7191820276497696,0.7390002700148508,0.7390002700148508
1,46,0.14992503748125938,0.9714795008912656,0.5555555555555556,0.8277642770352369,0.23612750885478156,0.8938822371658193,180,3292,100,80,567,2725,0.8136520737327189,0.6916599162953962,0.6916599162953962
1,47,0.06279491833030854,0.9902370990237099,0.9611111111111111,0.21567436208991494,0.11788756388415673,0.35420304315290596,180,3292,173,7,2582,710,0.25432027649769584,0.588392736600513,0.588392736600513
1,48,0.06263421617752327,0.9926253687315634,0.9722222222222222,0.20443499392466585,0.1176866173503699,0.33904282115869017,180,3292,175,5,2619,673,0.24423963133640553,0.588328608073444,0.5883286080734441
