Balanced,#Exec,PPV_S,PPV_NS,TPR_S,TPR_NS,F1_S,F1_NS,SUP_S,SUP_NS,TN,FP,FN,TP,Acc,AUC0,AUC1
1,0,0.099601593625498,0.9675850891410048,0.5555555555555556,0.7253948967193196,0.16891891891891891,0.8291666666666667,180,3292,100,80,904,2388,0.716589861751152,0.6404752261374376,0.6404752261374376
1,1,0.09572490706319703,0.9678631051752922,0.5722222222222222,0.7044349939246659,0.16401273885350318,0.8154008438818565,180,3292,103,77,973,2319,0.6975806451612904,0.638328608073444,0.638328608073444
1,2,0.09602327837051407,0.9668168783285539,0.55,0.7168894289185905,0.16350123864574734,0.8233036804465376,180,3292,99,81,932,2360,0.7082373271889401,0.6334447144592953,0.6334447144592953
1,3,0.09731012658227849,0.9741847826086957,0.6833333333333333,0.6534021871202916,0.1703601108033241,0.7821818181818181,180,3292,123,57,1141,2151,0.6549539170506913,0.6683677602268124,0.6683677602268124
1,4,0.10263157894736842,0.9729845626072041,0.65,0.6892466585662211,0.17727272727272725,0.8068990042674253,180,3292,117,63,1023,2269,0.6872119815668203,0.6696233292831105,0.6696233292831106
1,5,0.10490111779879621,0.974880900822867,0.6777777777777778,0.6837788578371811,0.18168279970215934,0.8037850383860026,180,3292,122,58,1041,2251,0.6834677419354839,0.6807783178074794,0.6807783178074795
1,6,0.10936051899907322,0.9740910990388634,0.6555555555555556,0.7080801944106926,0.18745035742652902,0.8200527704485487,180,3292,118,62,961,2331,0.7053571428571429,0.6818178749831241,0.6818178749831242
1,7,0.09746954076850985,0.9683991683991684,0.5777777777777777,0.7074726609963548,0.16680032076984763,0.8176233105143057,180,3292,104,76,963,2329,0.7007488479262672,0.6426252193870663,0.6426252193870662
1,8,0.10191082802547771,0.9713442899283607,0.6222222222222222,0.7001822600243013,0.17513682564503522,0.8137687555163282,180,3292,112,68,987,2305,0.6961405529953917,0.6612022411232618,0.6612022411232618
1,9,0.10110294117647059,0.9706375838926175,0.6111111111111112,0.7029161603888214,0.17350157728706625,0.8153629316420015,180,3292,110,70,978,2314,0.6981566820276498,0.6570136357499663,0.6570136357499663
1,10,0.08959044368600683,0.967391304347826,0.5833333333333334,0.6758809234507898,0.15532544378698226,0.7957796852646638,180,3292,105,75,1067,2225,0.6710829493087558,0.6296071283920617,0.6296071283920616
1,11,0.1071779744346116,0.9710794297352342,0.6055555555555555,0.724179829890644,0.1821219715956558,0.8296502523055507,180,3292,109,71,908,2384,0.7180299539170507,0.6648676927230999,0.6648676927230999
1,12,0.09919839679358718,0.9672594987873888,0.55,0.726913730255164,0.16808149405772493,0.8300381546999653,180,3292,99,81,899,2393,0.717741935483871,0.638456865127582,0.638456865127582
1,13,0.10625,0.9689490445859873,0.5666666666666667,0.7393681652490887,0.17894736842105263,0.8387319090282563,180,3292,102,78,858,2434,0.7304147465437788,0.6530174159578777,0.6530174159578777
1,14,0.1011011011011011,0.9680549939344926,0.5611111111111111,0.727217496962333,0.17133163698049192,0.8305290546400694,180,3292,101,79,898,2394,0.7186059907834101,0.644164304036722,0.644164304036722
1,15,0.09066427289048475,0.9664970313825275,0.5611111111111111,0.6922843256379101,0.15610510046367854,0.8067256637168142,180,3292,101,79,1013,2279,0.6854838709677419,0.6266977183745106,0.6266977183745106
1,16,0.11262135922330097,0.9737919737919738,0.6444444444444445,0.7223572296476306,0.19173553719008263,0.829438437391001,180,3292,116,64,914,2378,0.7183179723502304,0.6834008370460375,0.6834008370460374
1,17,0.09688013136288999,0.9724933451641526,0.6555555555555556,0.6658566221142163,0.1688125894134478,0.7904796249549225,180,3292,118,62,1100,2192,0.6653225806451613,0.6607060888348858,0.6607060888348859
1,18,0.09662716499544212,0.968842105263158,0.5888888888888889,0.6989671931956257,0.16601409553641347,0.8120698782424564,180,3292,106,74,991,2301,0.6932603686635944,0.6439280410422574,0.6439280410422573
1,19,0.09940017137960583,0.972234273318872,0.6444444444444445,0.6807411907654921,0.17223459539717892,0.8007861354296945,180,3292,116,64,1051,2241,0.6788594470046083,0.6625928176049682,0.6625928176049682
