K,Balanced,#Exec,PPV_S,PPV_NS,TPR_S,TPR_NS,F1_S,F1_NS,SUP_S,SUP_NS,TN,FP,FN,TP,Acc,AUC0,AUC1
5,1,1,0.08614501076812635,0.9711399711399712,0.6666666666666666,0.6133049817739976,0.15257469802924348,0.7518153044125861,180,3292,2019,1273,60,120,0.6160714285714286,0.639985824220332,0.6399858242203322
5,1,2,0.08922558922558922,0.967600700525394,0.5888888888888889,0.6713244228432563,0.15497076023391812,0.7926829268292683,180,3292,2210,1082,74,106,0.6670506912442397,0.6301066558660727,0.6301066558660726
5,1,3,0.09535066981875492,0.9732183386291421,0.6722222222222223,0.6512758201701093,0.16701173222912355,0.7803457688808006,180,3292,2144,1148,59,121,0.6523617511520737,0.6617490211961659,0.6617490211961659
5,1,4,0.08409090909090909,0.9679368029739777,0.6166666666666667,0.6327460510328068,0.148,0.7652461425422484,180,3292,2083,1209,69,111,0.6319124423963134,0.6247063588497368,0.6247063588497368
5,1,5,0.09387755102040816,0.9710725411659991,0.6388888888888888,0.6628189550425273,0.16370106761565836,0.7878678461816212,180,3292,2182,1110,65,115,0.6615783410138248,0.6508539219657081,0.6508539219657081
5,1,6,0.0875,0.9669894366197183,0.5833333333333334,0.6673754556500607,0.15217391304347824,0.7897196261682242,180,3292,2197,1095,75,105,0.6630184331797235,0.625354394491697,0.6253543944916969
5,1,7,0.08484349258649095,0.9658990256864481,0.5722222222222222,0.6625151883353585,0.14777618364418937,0.7859459459459459,180,3292,2181,1111,77,103,0.6578341013824884,0.6173687052787903,0.6173687052787903
5,1,8,0.09198113207547169,0.9713636363636363,0.65,0.6491494532199271,0.16115702479338845,0.7782228696285506,180,3292,2137,1155,63,117,0.6491935483870968,0.6495747266099635,0.6495747266099636
5,1,9,0.08964955175224124,0.9688195991091314,0.6111111111111112,0.6606925880923451,0.15636105188343993,0.7856239841069171,180,3292,2175,1117,70,110,0.6581221198156681,0.6359018496017281,0.6359018496017281
7,1,0,0.09781659388646288,0.9707778255264289,0.6222222222222222,0.6862089914945322,0.1690566037735849,0.804057661505606,180,3292,2259,1033,68,112,0.6828917050691244,0.6542156068583772,0.6542156068583772
7,1,1,0.09400998336106489,0.9704845814977974,0.6277777777777778,0.6691980558930741,0.16353111432706222,0.7921610931319669,180,3292,2203,1089,67,113,0.6670506912442397,0.648487916835426,0.648487916835426
7,1,2,0.09000762776506484,0.971309578898658,0.6555555555555556,0.6376063183475091,0.15828303152246814,0.7698514579130753,180,3292,2099,1193,62,118,0.638536866359447,0.6465809369515323,0.6465809369515323
7,1,3,0.08231458842705787,0.9648106904231626,0.5611111111111111,0.6579586877278251,0.1435678749111585,0.782373126241647,180,3292,2166,1126,79,101,0.6529377880184332,0.609534899419468,0.6095348994194681
7,1,4,0.09458367016976556,0.9718120805369127,0.65,0.6597812879708383,0.1651376146788991,0.7859598335444182,180,3292,2172,1120,63,117,0.6592741935483871,0.6548906439854192,0.6548906439854193
7,1,5,0.1003683241252302,0.9702430846605197,0.6055555555555555,0.7032199270959902,0.17219589257503948,0.8154279675942233,180,3292,2315,977,71,109,0.6981566820276498,0.6543877413257729,0.654387741325773
7,1,6,0.09888059701492537,0.9691666666666666,0.5888888888888889,0.7065613608748481,0.16932907348242812,0.8172874209416725,180,3292,2326,966,74,106,0.7004608294930875,0.6477251248818685,0.6477251248818684
7,1,7,0.09568965517241379,0.9701557093425606,0.6166666666666667,0.68134872417983,0.16567164179104477,0.8004996431120628,180,3292,2243,1049,69,111,0.6779953917050692,0.6490076954232484,0.6490076954232484
7,1,8,0.10230179028132992,0.9739016963897347,0.6666666666666666,0.6801336573511543,0.17738359201773835,0.8009300661777857,180,3292,2239,1053,60,120,0.6794354838709677,0.6734001620089104,0.6734001620089106
7,1,9,0.09391304347826086,0.9689922480620154,0.6,0.6834750911300121,0.16240601503759397,0.8015675097969363,180,3292,2250,1042,72,108,0.679147465437788,0.6417375455650061,0.6417375455650061
9,1,0,0.09556313993174062,0.9704347826086956,0.6222222222222222,0.6780072904009721,0.16568047337278108,0.798283261802575,180,3292,2232,1060,68,112,0.6751152073732719,0.6501147563115971,0.6501147563115972
9,1,1,0.09690893901420217,0.9718681318681318,0.6444444444444445,0.6716281895504252,0.16848220769789396,0.7943236931920244,180,3292,2211,1081,64,116,0.6702188940092166,0.6580363169974348,0.6580363169974348
9,1,2,0.0945273631840796,0.970873786407767,0.6333333333333333,0.6682867557715675,0.16450216450216448,0.791651673263764,180,3292,2200,1092,66,114,0.6664746543778802,0.6508100445524504,0.6508100445524503
9,1,3,0.09269442262372349,0.9718053660754888,0.6555555555555556,0.6491494532199271,0.1624225739848589,0.7783645966126388,180,3292,2137,1155,62,118,0.6494815668202765,0.6523525043877413,0.6523525043877414
9,1,4,0.0962171052631579,0.9720744680851063,0.65,0.6661603888213852,0.167621776504298,0.7905551550108146,180,3292,2193,1099,63,117,0.6653225806451613,0.6580801944106925,0.6580801944106925
9,1,5,0.10045248868778281,0.9708491761723701,0.6166666666666667,0.6980558930741191,0.1727626459143969,0.8121576250220888,180,3292,2298,994,69,111,0.693836405529954,0.657361279870393,0.657361279870393
9,1,6,0.09494773519163763,0.9694492254733219,0.6055555555555555,0.6843863912515188,0.1641566265060241,0.8023504273504274,180,3292,2253,1039,71,109,0.6802995391705069,0.6449709734035373,0.6449709734035372
9,1,7,0.09703504043126684,0.9694785926239932,0.6,0.6947144592952612,0.16705336426914152,0.8094142629623076,180,3292,2287,1005,72,108,0.6898041474654378,0.6473572296476306,0.6473572296476306
9,1,8,0.0966693744922827,0.9727800089245873,0.6611111111111111,0.6622114216281896,0.1686746987951807,0.7879992770648835,180,3292,2180,1112,61,119,0.6621543778801844,0.6616612663696504,0.6616612663696503
9,1,9,0.09046052631578948,0.9689716312056738,0.6111111111111112,0.6640340218712029,0.15759312320916907,0.788031723143475,180,3292,2186,1106,70,110,0.6612903225806451,0.637572566491157,0.637572566491157
11,1,0,0.09482001755926252,0.9691384483497643,0.6,0.68681652490887,0.1637604245640637,0.803911111111111,180,3292,2261,1031,72,108,0.682315668202765,0.643408262454435,0.643408262454435
11,1,1,0.09560067681895093,0.9707423580786027,0.6277777777777778,0.675273390036452,0.16593245227606462,0.79648871372268,180,3292,2223,1069,67,113,0.6728110599078341,0.6515255839071149,0.6515255839071149
11,1,2,0.0947002606429192,0.969409737182249,0.6055555555555555,0.6834750911300121,0.16378662659654394,0.8017103153393905,180,3292,2250,1042,71,109,0.6794354838709677,0.6445153233427838,0.6445153233427838
11,1,3,0.0962171052631579,0.9720744680851063,0.65,0.6661603888213852,0.167621776504298,0.7905551550108146,180,3292,2193,1099,63,117,0.6653225806451613,0.6580801944106925,0.6580801944106925
11,1,4,0.10052447552447552,0.9720790378006873,0.6388888888888888,0.6874240583232077,0.17371601208459214,0.8053380782918149,180,3292,2263,1029,65,115,0.6849078341013825,0.6631564736060483,0.6631564736060482
11,1,5,0.09331131296449216,0.9703670942061035,0.6277777777777778,0.6664641555285541,0.16247304097771387,0.7902034936070592,180,3292,2194,1098,67,113,0.6644585253456221,0.6471209666531659,0.6471209666531659
11,1,6,0.10465116279069768,0.9704918032786886,0.6,0.7193195625759417,0.17821782178217824,0.826238660153524,180,3292,2368,924,72,108,0.7131336405529954,0.6596597812879709,0.6596597812879709
11,1,7,0.10254083484573502,0.9717299578059072,0.6277777777777778,0.6995747266099636,0.17628705148205928,0.8134934652066408,180,3292,2303,989,67,113,0.695852534562212,0.6636762521938706,0.6636762521938706
11,1,8,0.1050228310502283,0.9726546066470341,0.6388888888888888,0.7023086269744836,0.1803921568627451,0.8156641382959957,180,3292,2312,980,65,115,0.699020737327189,0.6705987579316861,0.6705987579316861
11,1,9,0.10455764075067024,0.973225669358266,0.65,0.695625759416768,0.18013856812933027,0.8113374667847654,180,3292,2290,1002,63,117,0.6932603686635944,0.6728128797083839,0.672812879708384
13,1,0,0.09901800327332243,0.9737777777777777,0.6722222222222223,0.6655528554070473,0.17261055634807418,0.7906892818477084,180,3292,2191,1101,59,121,0.6658986175115207,0.6688875388146348,0.6688875388146349
13,1,1,0.10034305317324185,0.9726799653078925,0.65,0.68134872417983,0.1738484398216939,0.8013576277241873,180,3292,2243,1049,63,117,0.6797235023041475,0.6656743620899149,0.665674362089915
13,1,2,0.10544511668107173,0.9749460043196544,0.6777777777777778,0.6856014580801945,0.1824981301421092,0.8050650971999287,180,3292,2257,1035,58,122,0.6851958525345622,0.6816896179289861,0.6816896179289861
13,1,3,0.0979381443298969,0.9714038128249567,0.6333333333333333,0.681044957472661,0.16964285714285715,0.8007142857142857,180,3292,2242,1050,66,114,0.6785714285714286,0.6571891454029971,0.6571891454029972
13,1,4,0.09982332155477032,0.9713675213675214,0.6277777777777778,0.6904617253948967,0.17225609756097562,0.8071732954545455,180,3292,2273,1019,67,113,0.6872119815668203,0.6591197515863372,0.6591197515863372
13,1,5,0.11597374179431072,0.9710711493354183,0.5888888888888889,0.7545565006075334,0.19378427787934185,0.8492307692307692,180,3292,2484,808,74,106,0.7459677419354839,0.6717226947482112,0.6717226947482112
13,1,6,0.09872340425531916,0.9721375707444493,0.6444444444444445,0.678311057108141,0.1712177121771218,0.7990696010019682,180,3292,2233,1059,64,116,0.6765552995391705,0.6613777507762927,0.6613777507762926
13,1,7,0.10207939508506617,0.9701739850869926,0.6,0.7114216281895505,0.17447495961227788,0.8208902909218367,180,3292,2342,950,72,108,0.7056451612903226,0.6557108140947753,0.6557108140947752
13,1,8,0.1002710027100271,0.9708245243128965,0.6166666666666667,0.6974483596597812,0.1724941724941725,0.8117376701431855,180,3292,2296,996,69,111,0.6932603686635944,0.657057513163224,0.6570575131632239
13,1,9,0.10871602624179943,0.9733887733887734,0.6444444444444445,0.7111178614823815,0.18604651162790697,0.8218360540635422,180,3292,2341,951,64,116,0.7076612903225806,0.677781152963413,0.677781152963413
15,1,0,0.10198789974070872,0.9732181425485961,0.6555555555555556,0.6843863912515188,0.17651458489154823,0.8036383092562868,180,3292,2253,1039,62,118,0.6828917050691244,0.6699709734035372,0.6699709734035371
15,1,1,0.10173697270471464,0.9748121961997349,0.6833333333333333,0.6701093560145808,0.17710583153347734,0.7942394239423942,180,3292,2206,1086,57,123,0.6707949308755761,0.6767213446739571,0.6767213446739571
15,1,2,0.10507569011576136,0.9736057896977437,0.6555555555555556,0.6947144592952612,0.18112049117421336,0.8108491402233646,180,3292,2287,1005,62,118,0.692684331797235,0.6751350074254083,0.6751350074254083
15,1,3,0.10541044776119403,0.9720833333333333,0.6277777777777778,0.7086877278250304,0.1805111821086262,0.8197470133520731,180,3292,2333,959,67,113,0.7044930875576036,0.6682327528014039,0.668232752801404
15,1,4,0.09792993630573249,0.9742779783393501,0.6833333333333333,0.6558323207776428,0.17130919220055713,0.7839506172839507,180,3292,2159,1133,57,123,0.657258064516129,0.6695828270554881,0.669582827055488
15,1,5,0.0967741935483871,0.9712292938099389,0.6333333333333333,0.6767922235722965,0.16789396170839468,0.7977085571070534,180,3292,2228,1064,66,114,0.6745391705069125,0.6550627784528149,0.6550627784528148
15,1,6,0.10498220640569395,0.9735945485519591,0.6555555555555556,0.6944106925880923,0.18098159509202455,0.8106382978723404,180,3292,2286,1006,62,118,0.6923963133640553,0.6749831240718239,0.6749831240718239
15,1,7,0.09982174688057041,0.971063829787234,0.6222222222222222,0.6931956257594167,0.17204301075268819,0.8089330024813896,180,3292,2282,1010,68,112,0.6895161290322581,0.6577089239908194,0.6577089239908194
15,1,8,0.10530679933665009,0.9766107678729038,0.7055555555555556,0.6722357229647631,0.18326118326118326,0.7963296149694136,180,3292,2213,1079,53,127,0.673963133640553,0.6888956392601594,0.6888956392601593
15,1,9,0.10296684118673648,0.9733447979363714,0.6555555555555556,0.6877278250303767,0.17797888386123678,0.8059807760768957,180,3292,2264,1028,62,118,0.6860599078341014,0.671641690292966,0.671641690292966
17,1,0,0.10243492863140219,0.9745725558965366,0.6777777777777778,0.675273390036452,0.17797228300510576,0.7977749865422573,180,3292,2223,1069,58,122,0.6754032258064516,0.6765255839071149,0.6765255839071149
17,1,1,0.10348360655737705,0.9683493589743589,0.5611111111111111,0.7342041312272175,0.17474048442906573,0.8351762266758812,180,3292,2417,875,79,101,0.7252304147465438,0.6476576211691643,0.6476576211691644
17,1,2,0.10320901994796183,0.9736955584303579,0.6611111111111111,0.6859052247873633,0.17854463615903973,0.8048476207449652,180,3292,2258,1034,61,119,0.6846198156682027,0.6735081679492373,0.6735081679492373
17,1,3,0.09306122448979592,0.9706275033377837,0.6333333333333333,0.6625151883353585,0.16227758007117438,0.7875067701751218,180,3292,2181,1111,66,114,0.6610023041474654,0.6479242608343458,0.6479242608343458
17,1,4,0.09624796084828711,0.9723953695458593,0.6555555555555556,0.6634264884568651,0.1678520625889047,0.7887323943661971,180,3292,2184,1108,62,118,0.6630184331797235,0.6594910220062103,0.6594910220062103
17,1,5,0.1097445600756859,0.9734989648033127,0.6444444444444445,0.7141555285540705,0.18755052546483428,0.8239004731032066,180,3292,2351,941,64,116,0.7105414746543779,0.6792999864992575,0.6792999864992575
17,1,6,0.09486780715396578,0.9734675205855444,0.6777777777777778,0.6464155528554071,0.1664392905866303,0.7769258853596204,180,3292,2128,1164,58,122,0.6480414746543779,0.6620966653165923,0.6620966653165924
17,1,7,0.09775171065493646,0.9673336055532871,0.5555555555555556,0.7196233292831106,0.16625103906899416,0.8252917610172443,180,3292,2369,923,80,100,0.7111175115207373,0.6375894424193331,0.637589442419333
17,1,8,0.0976460331299041,0.970752688172043,0.6222222222222222,0.6856014580801945,0.16880180859080632,0.8036318319387574,180,3292,2257,1035,68,112,0.682315668202765,0.6539118401512082,0.6539118401512083
17,1,9,0.09803921568627451,0.9717268377555459,0.6388888888888888,0.6786148238153098,0.16999260901699925,0.7991414773743516,180,3292,2234,1058,65,115,0.6765552995391705,0.6587518563520993,0.6587518563520993
19,1,0,0.10736196319018405,0.9699278267842822,0.5833333333333334,0.7348116646415553,0.18134715025906734,0.8361562391980643,180,3292,2419,873,75,105,0.7269585253456221,0.6590724989874442,0.6590724989874444
19,1,1,0.1046712802768166,0.9745250431778929,0.6722222222222223,0.6856014580801945,0.18113772455089822,0.8049215406562055,180,3292,2257,1035,59,121,0.6849078341013825,0.6789118401512083,0.6789118401512083
19,1,2,0.1172901921132457,0.9742247281514297,0.6444444444444445,0.7348116646415553,0.1984602224123182,0.8377489177489177,180,3292,2419,873,64,116,0.7301267281105991,0.6896280545429998,0.6896280545429998
19,1,3,0.09746434231378764,0.9742081447963801,0.6833333333333333,0.6540097205346294,0.17059639389736478,0.7826245001817521,180,3292,2153,1139,57,123,0.6555299539170507,0.6686715269339814,0.6686715269339814
19,1,4,0.10095735422106179,0.972449418854929,0.6444444444444445,0.6862089914945322,0.1745673438675696,0.8046304541406947,180,3292,2259,1033,64,116,0.6840437788018433,0.6653267179694883,0.6653267179694883
19,1,5,0.10758196721311475,0.9699519230769231,0.5833333333333334,0.7354191980558931,0.18166089965397922,0.8365583966827921,180,3292,2421,871,75,105,0.7275345622119815,0.6593762656946132,0.6593762656946132
19,1,6,0.10945273631840796,0.9716254560194568,0.6111111111111112,0.7281287970838396,0.18565400843881857,0.8324361868379926,180,3292,2397,895,70,110,0.7220622119815668,0.6696199540974754,0.6696199540974754
19,1,7,0.10842207163601161,0.972119721197212,0.6222222222222222,0.7202308626974484,0.18466611706512778,0.8274297679288083,180,3292,2371,921,68,112,0.7151497695852534,0.6712265424598352,0.6712265424598354
19,1,8,0.10465116279069768,0.9732370433305013,0.65,0.6959295261239368,0.18027734976887522,0.8115479985830677,180,3292,2291,1001,63,117,0.6935483870967742,0.6729647630619684,0.6729647630619684
19,1,9,0.09826086956521739,0.97114556416882,0.6277777777777778,0.6849939246658566,0.16992481203007517,0.8033487709298183,180,3292,2255,1037,67,113,0.6820276497695853,0.6563858512218173,0.6563858512218173
3,0,0,0.3595505617977528,0.9674875652068422,0.10666666666666667,0.9929033864541833,0.16452442159383035,0.9800307219662059,300,8032,7975,57,268,32,0.9609937590014402,0.5497850265604249,0.549785026560425
3,0,1,0.30927835051546393,0.9663630843958713,0.09771986970684039,0.9916510903426792,0.14851485148514854,0.9788437884378844,307,8025,7958,67,277,30,0.9587133941430629,0.5446854800247598,0.5446854800247598
3,0,2,0.3644859813084112,0.9671732522796352,0.1262135922330097,0.9915243674435996,0.18749999999999997,0.9791974396848843,309,8023,7955,68,270,39,0.9594335093614978,0.5588689798383046,0.5588689798383047
3,0,3,0.28865979381443296,0.9670916818457802,0.09364548494983277,0.9914104319681315,0.14141414141414138,0.9791000737644455,299,8033,7964,69,271,28,0.9591934709553529,0.5425279584589822,0.5425279584589822
3,0,4,0.34065934065934067,0.9669942968086397,0.10231023102310231,0.9925270893012829,0.15736040609137053,0.9795943454210202,303,8029,7969,60,272,31,0.9601536245799328,0.5474186601621926,0.5474186601621925
3,0,5,0.31683168316831684,0.9674401652290122,0.10666666666666667,0.9914093625498008,0.15960099750623444,0.9792781159687635,300,8032,7963,69,268,32,0.9595535285645703,0.5490380146082338,0.5490380146082338
3,0,6,0.2980769230769231,0.967671366067088,0.10437710437710437,0.990914747977598,0.15461346633416456,0.9791551374285188,297,8035,7962,73,266,31,0.9593134901584254,0.5476459261773513,0.5476459261773512
3,0,7,0.29411764705882354,0.9660996354799514,0.0970873786407767,0.9910258008226349,0.145985401459854,0.9784039869562542,309,8023,7951,72,279,30,0.9578732597215555,0.5440565897317058,0.5440565897317058
3,0,8,0.32608695652173914,0.9665048543689321,0.09803921568627451,0.9922751059058061,0.15075376884422112,0.979220459854912,306,8026,7964,62,276,30,0.9594335093614978,0.5451571607960404,0.5451571607960404
3,0,9,0.3238095238095238,0.9676674364896074,0.11333333333333333,0.991160358565737,0.1679012345679012,0.9792730180207885,300,8032,7961,71,266,34,0.9595535285645703,0.5522468459495351,0.5522468459495352
5,0,0,0.4166666666666667,0.9661508704061895,0.08196721311475409,0.9956397159586395,0.136986301369863,0.980673660960795,305,8027,7992,35,280,25,0.9621939510321651,0.5388034645366968,0.5388034645366968
5,0,1,0.38333333333333336,0.9665135396518375,0.07666666666666666,0.9953934262948207,0.12777777777777777,0.9807409224730128,300,8032,7995,37,277,23,0.9623139702352377,0.5360300464807437,0.5360300464807437
5,0,2,0.34285714285714286,0.9670781893004116,0.08108108108108109,0.9942757590841215,0.13114754098360656,0.9804884034850903,296,8036,7990,46,272,24,0.9618338934229477,0.5376784200826014,0.5376784200826012
5,0,3,0.32,0.9673004723265108,0.08163265306122448,0.9936551380940533,0.13008130081300812,0.9803007057379565,294,8038,7987,51,270,24,0.9614738358137302,0.5376438955776389,0.5376438955776388
5,0,4,0.3787878787878788,0.9668521654972175,0.08361204013377926,0.994896053778165,0.13698630136986303,0.9806736609607952,299,8033,7992,41,274,25,0.9621939510321651,0.5392540469559721,0.5392540469559722
5,0,5,0.3783783783783784,0.9666989585856139,0.0924092409240924,0.9942707684643168,0.1485411140583554,0.9802910296555535,303,8029,7983,46,275,28,0.9614738358137302,0.5433400046942046,0.5433400046942046
5,0,6,0.3230769230769231,0.9664932865610257,0.07046979865771812,0.9945232760766741,0.11570247933884296,0.9803079565670817,298,8034,7990,44,277,21,0.9614738358137302,0.5324965373671962,0.5324965373671962
5,0,7,0.3333333333333333,0.9663315974324815,0.08250825082508251,0.9937725744177357,0.13227513227513227,0.9798600024560972,303,8029,7979,50,278,25,0.9606337013922227,0.5381404126214091,0.5381404126214091
5,0,8,0.36231884057971014,0.966961152123926,0.08389261744966443,0.9945232760766741,0.1362397820163488,0.980548567220961,298,8034,7990,44,273,25,0.9619539126260201,0.5392079467631692,0.5392079467631693
5,0,9,0.45,0.965546421663443,0.08653846153846154,0.9958852867830424,0.14516129032258066,0.9804812177755954,312,8020,7987,33,285,27,0.9618338934229477,0.541211874160752,0.541211874160752
7,0,0,0.3333333333333333,0.9656299164952197,0.0749185667752443,0.9942679127725856,0.1223404255319149,0.9797396856581533,307,8025,7979,46,284,23,0.9603936629860778,0.534593239773915,0.534593239773915
7,0,1,0.3333333333333333,0.9653172205438066,0.06209150326797386,0.9952653874906554,0.1046831955922865,0.9800625728482916,306,8026,7988,38,287,19,0.9609937590014402,0.5286784453793146,0.5286784453793146
7,0,2,0.45454545454545453,0.965854247104247,0.066006600660066,0.9970108357205132,0.11527377521613832,0.9811852668995527,303,8029,8005,24,283,20,0.9631541046567451,0.5315087181902896,0.5315087181902897
7,0,3,0.42857142857142855,0.9672823856090789,0.07191780821917808,0.9965174129353234,0.12316715542521994,0.981682288794952,292,8040,8012,28,271,21,0.964114258281325,0.5342176105772507,0.5342176105772507
7,0,4,0.38095238095238093,0.9663804571290362,0.07947019867549669,0.9951432129514322,0.13150684931506848,0.9805509540462606,302,8030,7991,39,278,24,0.9619539126260201,0.5373067058134644,0.5373067058134644
7,0,5,0.3188405797101449,0.9658719593368026,0.07236842105263158,0.9941454907822621,0.11796246648793565,0.9798048001964275,304,8028,7981,47,282,22,0.9605136821891502,0.5332569559174469,0.5332569559174468
7,0,6,0.3275862068965517,0.9655547498187093,0.0625,0.9951420029895366,0.10497237569060773,0.9801251380198749,304,8028,7989,39,285,19,0.9611137782045127,0.5288210014947683,0.5288210014947683
7,0,7,0.32653061224489793,0.9652299891343716,0.05263157894736842,0.9958893871449925,0.09065155807365438,0.9803200294279933,304,8028,7995,33,288,16,0.9614738358137302,0.5242604830461804,0.5242604830461804
7,0,8,0.34,0.9660709973436368,0.05704697986577181,0.9958924570575056,0.09770114942528736,0.980755087031135,298,8034,8001,33,281,17,0.9623139702352377,0.5264697184616387,0.5264697184616387
7,0,9,0.3620689655172414,0.9662799129804206,0.07,0.9953934262948207,0.11731843575418996,0.9806206304427817,300,8032,7995,37,279,21,0.9620739318290926,0.5326967131474104,0.5326967131474103
9,0,0,0.40476190476190477,0.9658624849215923,0.056666666666666664,0.9968874501992032,0.09941520467836257,0.9811297635093739,300,8032,8007,25,283,17,0.9630340854536726,0.526777058432935,0.526777058432935
9,0,1,0.34782608695652173,0.9669321747525947,0.05517241379310345,0.9962695846804277,0.09523809523809523,0.9813816756491915,290,8042,8012,30,274,16,0.9635141622659625,0.5257209992367656,0.5257209992367656
9,0,2,0.3793103448275862,0.9654338892917573,0.07142857142857142,0.9955134596211366,0.12021857923497269,0.9802429745981102,308,8024,7988,36,286,22,0.9613538166106577,0.533471015524854,0.533471015524854
9,0,3,0.39215686274509803,0.9673952421205169,0.06896551724137931,0.9961452375031087,0.11730205278592376,0.981559762298597,290,8042,8011,31,270,20,0.9638742198751801,0.532555377372244,0.532555377372244
9,0,4,0.38461538461538464,0.9653381642512078,0.06514657980456026,0.9960124610591901,0.11142061281337048,0.9804354492486967,307,8025,7993,32,287,20,0.9617138742198752,0.5305795204318752,0.5305795204318752
9,0,5,0.43902439024390244,0.9647810879266675,0.05806451612903226,0.9971328845674395,0.10256410256410257,0.9806902470422363,310,8022,7999,23,292,18,0.9621939510321651,0.5275987003482359,0.5275987003482359
9,0,6,0.4166666666666667,0.9645612343297975,0.04854368932038835,0.9973825252399352,0.08695652173913043,0.9806973466511428,309,8023,8002,21,294,15,0.9621939510321651,0.5229631072801617,0.5229631072801617
9,0,7,0.41304347826086957,0.9657253198165581,0.0627062706270627,0.9966371901855773,0.10888252148997134,0.9809377873122893,303,8029,8002,27,284,19,0.9626740278444551,0.52967173040632,0.52967173040632
9,0,8,0.40476190476190477,0.9653799758745476,0.05592105263157895,0.996885899352267,0.09826589595375723,0.9808800098051232,304,8028,8003,25,287,17,0.9625540086413826,0.526403475991923,0.526403475991923
9,0,9,0.38181818181818183,0.9672586685997342,0.07191780821917808,0.9957711442786069,0.12103746397694524,0.9813078384506956,292,8040,8006,34,271,21,0.9633941430628901,0.5338444762488924,0.5338444762488924
11,0,0,0.4375,0.9668034765813617,0.07094594594594594,0.9966401194624191,0.12209302325581395,0.9814950980392156,296,8036,8009,27,275,21,0.9637542006721075,0.5337930327041825,0.5337930327041825
11,0,1,0.42857142857142855,0.964897466827503,0.05825242718446602,0.9970086002742117,0.10256410256410256,0.9806902470422362,309,8023,7999,24,291,18,0.9621939510321651,0.5276305137293388,0.5276305137293389
11,0,2,0.4318181818181818,0.9659749034749034,0.06312292358803986,0.9968870626322999,0.11014492753623187,0.9811875727679392,301,8031,8006,25,282,19,0.9631541046567451,0.5300049931101699,0.5300049931101698
11,0,3,0.3695652173913043,0.9663287472845764,0.057432432432432436,0.9963912394225983,0.09941520467836257,0.9811297635093739,296,8036,8007,29,279,17,0.9630340854536726,0.5269118359275154,0.5269118359275154
11,0,4,0.39473684210526316,0.9658789486375693,0.050335570469798654,0.9971371670400797,0.08928571428571429,0.9812591866731994,298,8034,8011,23,283,15,0.9632741238598176,0.5237363687549392,0.5237363687549392
11,0,5,0.37254901960784315,0.9663084168578674,0.06375838926174497,0.996016928055763,0.10888252148997135,0.9809377873122893,298,8034,8002,32,279,19,0.9626740278444551,0.529887658658754,0.529887658658754
11,0,6,0.45,0.9658707187650748,0.059800664451827246,0.9972606151164238,0.10557184750733138,0.9813147093058874,301,8031,8009,22,283,18,0.9633941430628901,0.5285306397841255,0.5285306397841255
11,0,7,0.41025641025641024,0.9673218376944411,0.05574912891986063,0.9971410814170292,0.09815950920245399,0.9820051413881749,287,8045,8022,23,271,16,0.9647143542966875,0.5264451051684449,0.5264451051684449
