Balanced,Kernel,#Exec,PPV_S,PPV_NS,TPR_S,TPR_NS,F1_S,F1_NS,SUP_S,SUP_NS,TN,FP,FN,TP,Acc,AUC0,AUC1
1,linear,63,0.2014388489208633,0.9543954395439544,0.15555555555555556,0.9662818955042527,0.17554858934169282,0.9603018867924528,180,3292,28,152,111,3181,0.9242511520737328,0.5609187255299041,0.5609187255299041
1,linear,64,0.16666666666666666,0.9546561168594035,0.17222222222222222,0.9529161603888214,0.16939890710382513,0.953785345089693,180,3292,31,149,155,3137,0.9124423963133641,0.5625691913055219,0.5625691913055219
1,linear,65,0.16847826086956522,0.954683698296837,0.17222222222222222,0.9535236938031592,0.1703296703296703,0.9541033434650456,180,3292,31,149,153,3139,0.9130184331797235,0.5628729580126908,0.5628729580126908
1,linear,66,0.16336633663366337,0.955045871559633,0.18333333333333332,0.9486634264884569,0.17277486910994763,0.9518439500152392,180,3292,33,147,169,3123,0.9089861751152074,0.5659983799108951,0.5659983799108951
1,linear,67,0.17297297297297298,0.9549741405536963,0.17777777777777778,0.9535236938031592,0.17534246575342466,0.9542483660130718,180,3292,32,148,153,3139,0.9133064516129032,0.5656507357904684,0.5656507357904685
1,linear,68,0.1657142857142857,0.954200788595693,0.16111111111111112,0.9556500607533415,0.16338028169014085,0.9549248747913189,180,3292,29,151,146,3146,0.9144585253456221,0.5583805859322264,0.5583805859322263
1,linear,69,0.16080402010050251,0.9547815459822793,0.17777777777777778,0.9492709599027946,0.16886543535620055,0.952018278750952,180,3292,32,148,167,3125,0.9092741935483871,0.5635243688402862,0.5635243688402862
1,linear,70,0.1259259259259259,0.9544034978138664,0.18888888888888888,0.928311057108141,0.1511111111111111,0.9411764705882353,180,3292,34,146,236,3056,0.8899769585253456,0.5585999729985149,0.5585999729985149
1,linear,71,0.15126050420168066,0.9554730983302412,0.2,0.9386391251518833,0.1722488038277512,0.9469813055470425,180,3292,36,144,202,3090,0.9003456221198156,0.5693195625759416,0.5693195625759416
1,linear,72,0.1935483870967742,0.9547784142297256,0.16666666666666666,0.9620291616038882,0.1791044776119403,0.9583900741413225,180,3292,30,150,125,3167,0.9207949308755761,0.5643479141352775,0.5643479141352774
1,linear,73,0.17582417582417584,0.955015197568389,0.17777777777777778,0.9544349939246659,0.17679558011049726,0.9547250075964754,180,3292,32,148,150,3142,0.9141705069124424,0.566106385851222,0.5661063858512219
1,linear,74,0.13389121338912133,0.9542220847510052,0.17777777777777778,0.9371202916160389,0.15274463007159902,0.9455938697318008,180,3292,32,148,207,3085,0.8977534562211982,0.5574490346969083,0.5574490346969084
1,linear,75,0.16161616161616163,0.9547953573610263,0.17777777777777778,0.9495747266099636,0.16931216931216933,0.9521778860798051,180,3292,32,148,166,3126,0.9095622119815668,0.5636762521938706,0.5636762521938706
1,linear,76,0.1509433962264151,0.9546012269938651,0.17777777777777778,0.945321992709599,0.16326530612244897,0.9499389499389499,180,3292,32,148,180,3112,0.9055299539170507,0.5615498852436884,0.5615498852436884
1,linear,77,0.20224719101123595,0.9562841530054644,0.2,0.956865127582017,0.2011173184357542,0.9565745520801701,180,3292,36,144,142,3150,0.9176267281105991,0.5784325637910085,0.5784325637910085
1,linear,78,0.1891891891891892,0.9542719614921781,0.15555555555555556,0.9635479951397327,0.17073170731707318,0.9588875453446191,180,3292,28,152,120,3172,0.9216589861751152,0.559551775347644,0.5595517753476441
1,linear,79,0.1751412429378531,0.9547799696509863,0.17222222222222222,0.9556500607533415,0.17366946778711484,0.9552148170639138,180,3292,31,149,146,3146,0.9150345622119815,0.5639361414877818,0.5639361414877819
1,linear,80,0.13973799126637554,0.95436324390996,0.17777777777777778,0.9401579586877278,0.15647921760391195,0.9472073450650345,180,3292,32,148,197,3095,0.9006336405529954,0.5589678682327528,0.5589678682327528
1,linear,81,0.17486338797814208,0.9550015202189115,0.17777777777777778,0.954131227217497,0.1763085399449036,0.9545661753532898,180,3292,32,148,151,3141,0.9138824884792627,0.5659545024976373,0.5659545024976373
1,linear,82,0.16666666666666666,0.9544349939246659,0.16666666666666666,0.9544349939246659,0.16666666666666666,0.9544349939246659,180,3292,30,150,150,3142,0.913594470046083,0.5605508302956663,0.5605508302956663
1,linear,83,0.16071428571428573,0.9556650246305419,0.2,0.9428918590522479,0.1782178217821782,0.9492354740061163,180,3292,36,144,188,3104,0.9043778801843319,0.5714459295261239,0.5714459295261239
1,linear,84,0.16129032258064516,0.9543517954960439,0.16666666666666666,0.9526123936816525,0.16393442622950818,0.9534813013073882,180,3292,30,150,156,3136,0.9118663594470046,0.5596395301741596,0.5596395301741596
1,linear,85,0.164021164021164,0.954614681693573,0.17222222222222222,0.9520048602673147,0.16802168021680217,0.9533079847908745,180,3292,31,149,158,3134,0.9115783410138248,0.5621135412447684,0.5621135412447685
1,linear,86,0.14096916299559473,0.9543913713405239,0.17777777777777778,0.9407654921020656,0.15724815724815724,0.9475294477589108,180,3292,32,148,195,3097,0.9012096774193549,0.5592716349399217,0.5592716349399217
1,linear,87,0.18032786885245902,0.9553055640012161,0.18333333333333332,0.9544349939246659,0.18181818181818182,0.9548700805348731,180,3292,33,147,150,3142,0.9144585253456221,0.5688841636289996,0.5688841636289996
1,linear,88,0.1518324607329843,0.95397744590064,0.16111111111111112,0.9507897934386391,0.15633423180592992,0.9523809523809524,180,3292,29,151,162,3130,0.9098502304147466,0.5559504522748752,0.555950452274875
1,linear,89,0.16129032258064516,0.9543517954960439,0.16666666666666666,0.9526123936816525,0.16393442622950818,0.9534813013073882,180,3292,30,150,156,3136,0.9118663594470046,0.5596395301741596,0.5596395301741596
1,linear,90,0.15246636771300448,0.9550630963373345,0.18888888888888888,0.942588092345079,0.1687344913151365,0.948784589512307,180,3292,34,146,189,3103,0.9035138248847926,0.5657384906169839,0.5657384906169839
1,linear,91,0.15555555555555556,0.9553433939020635,0.19444444444444445,0.9422843256379101,0.17283950617283952,0.9487689249120661,180,3292,35,145,190,3102,0.9035138248847926,0.5683643850411773,0.5683643850411773
1,linear,92,0.14479638009049775,0.9544755459858505,0.17777777777777778,0.942588092345079,0.1596009975062344,0.9484945743542718,180,3292,32,148,189,3103,0.9029377880184332,0.5601829350614284,0.5601829350614284
1,linear,93,0.1511627906976744,0.9533333333333334,0.14444444444444443,0.9556500607533415,0.1477272727272727,0.9544902912621359,180,3292,26,154,146,3146,0.913594470046083,0.550047252598893,0.550047252598893
1,linear,94,0.18181818181818182,0.9550970873786407,0.17777777777777778,0.9562575941676792,0.1797752808988764,0.9556769884638737,180,3292,32,148,144,3148,0.9158986175115207,0.5670176859727285,0.5670176859727285
1,linear,95,0.1643835616438356,0.9557331693821088,0.2,0.9444106925880923,0.18045112781954886,0.9500381970970205,180,3292,36,144,183,3109,0.9058179723502304,0.5722053462940461,0.5722053462940462
1,linear,96,0.1686746987951807,0.9540229885057471,0.15555555555555556,0.9580801944106926,0.16184971098265896,0.9560472870566838,180,3292,28,152,138,3154,0.9164746543778802,0.5568178749831241,0.5568178749831241
1,linear,97,0.14096916299559473,0.9543913713405239,0.17777777777777778,0.9407654921020656,0.15724815724815724,0.9475294477589108,180,3292,32,148,195,3097,0.9012096774193549,0.5592716349399217,0.5592716349399217
1,linear,98,0.18181818181818182,0.9555555555555556,0.18888888888888888,0.9535236938031592,0.18528610354223432,0.954538543408849,180,3292,34,146,153,3139,0.9138824884792627,0.571206291346024,0.571206291346024
1,linear,99,0.17415730337078653,0.9547662416514876,0.17222222222222222,0.9553462940461726,0.17318435754189943,0.9550561797752809,180,3292,31,149,147,3145,0.9147465437788018,0.5637842581341974,0.5637842581341974
0,linear,0,0.0,0.964114258281325,0.0,1.0,0.0,0.9817293003360831,299,8033,0,299,0,8033,0.964114258281325,0.5,0.5
0,linear,1,0.0,0.9633941430628901,0.0,1.0,0.0,0.98135582859588,305,8027,0,305,0,8027,0.9633941430628901,0.5,0.5
0,linear,2,0.0,0.9638742198751801,0.0,1.0,0.0,0.9816048401882296,301,8031,0,301,0,8031,0.9638742198751801,0.5,0.5
0,linear,3,0.0,0.9633941430628901,0.0,1.0,0.0,0.98135582859588,305,8027,0,305,0,8027,0.9633941430628901,0.5,0.5
0,linear,4,0.0,0.9639942390782525,0.0,1.0,0.0,0.9816670740650207,300,8032,0,300,0,8032,0.9639942390782525,0.5,0.5
0,linear,5,0.0,0.96435429668747,0.0,1.0,0.0,0.9818537300665975,297,8035,0,297,0,8035,0.96435429668747,0.5,0.5
0,linear,6,0.0,0.9631541046567451,0.0,1.0,0.0,0.9812312771290579,307,8025,0,307,0,8025,0.9631541046567451,0.5,0.5
0,linear,7,0.0,0.9644743158905424,0.0,1.0,0.0,0.9819159335288368,296,8036,0,296,0,8036,0.9644743158905424,0.5,0.5
0,linear,8,0.0,0.9649543927028325,0.0,1.0,0.0,0.9821646713901783,292,8040,0,292,0,8040,0.9649543927028325,0.5,0.5
0,linear,9,0.0,0.9642342774843975,0.0,1.0,0.0,0.9817915190028107,298,8034,0,298,0,8034,0.9642342774843975,0.5,0.5
0,linear,10,0.0,0.9647143542966875,0.0,1.0,0.0,0.9820403176542456,294,8038,0,294,0,8038,0.9647143542966875,0.5,0.5
0,linear,11,0.0,0.9639942390782525,0.0,1.0,0.0,0.9816670740650207,300,8032,0,300,0,8032,0.9639942390782525,0.5,0.5
0,linear,12,0.0,0.9644743158905424,0.0,1.0,0.0,0.9819159335288368,296,8036,0,296,0,8036,0.9644743158905424,0.5,0.5
0,linear,13,0.0,0.9635141622659625,0.0,1.0,0.0,0.9814180929095355,304,8028,0,304,0,8028,0.9635141622659625,0.5,0.5
0,linear,14,0.0,0.9631541046567451,0.0,1.0,0.0,0.9812312771290579,307,8025,0,307,0,8025,0.9631541046567451,0.5,0.5
0,linear,15,0.0,0.9638742198751801,0.0,1.0,0.0,0.9816048401882296,301,8031,0,301,0,8031,0.9638742198751801,0.5,0.5
0,linear,16,0.0,0.9629140662506,0.0,1.0,0.0,0.9811066952002445,309,8023,0,309,0,8023,0.9629140662506,0.5,0.5
0,linear,17,0.0,0.9650744119059049,0.0,1.0,0.0,0.9822268368655713,291,8041,0,291,0,8041,0.9650744119059049,0.5,0.5
0,linear,18,0.0,0.9638742198751801,0.0,1.0,0.0,0.9816048401882296,301,8031,0,301,0,8031,0.9638742198751801,0.5,0.5
0,linear,19,0.0,0.9631541046567451,0.0,1.0,0.0,0.9812312771290579,307,8025,0,307,0,8025,0.9631541046567451,0.5,0.5
0,linear,20,0.0,0.9660345655304848,0.0,1.0,0.0,0.9827238874305598,283,8049,0,283,0,8049,0.9660345655304848,0.5,0.5
0,linear,21,0.0,0.9633941430628901,0.0,1.0,0.0,0.98135582859588,305,8027,0,305,0,8027,0.9633941430628901,0.5,0.5
0,linear,22,0.0,0.9637542006721075,0.0,1.0,0.0,0.9815425987043148,302,8030,0,302,0,8030,0.9637542006721075,0.5,0.5
0,linear,23,0.0,0.9632741238598176,0.0,1.0,0.0,0.9812935566695195,306,8026,0,306,0,8026,0.9632741238598176,0.5,0.5
0,linear,24,0.0,0.9632741238598176,0.0,1.0,0.0,0.9812935566695195,306,8026,0,306,0,8026,0.9632741238598176,0.5,0.5
0,linear,25,0.0,0.964114258281325,0.0,1.0,0.0,0.9817293003360831,299,8033,0,299,0,8033,0.964114258281325,0.5,0.5
0,linear,26,0.0,0.9639942390782525,0.0,1.0,0.0,0.9816670740650207,300,8032,0,300,0,8032,0.9639942390782525,0.5,0.5
0,linear,27,0.0,0.9639942390782525,0.0,1.0,0.0,0.9816670740650207,300,8032,0,300,0,8032,0.9639942390782525,0.5,0.5
0,linear,28,0.0,0.964114258281325,0.0,1.0,0.0,0.9817293003360831,299,8033,0,299,0,8033,0.964114258281325,0.5,0.5
0,linear,29,0.0,0.9627940470475276,0.0,1.0,0.0,0.9810443928090987,310,8022,0,310,0,8022,0.9627940470475276,0.5,0.5
0,linear,30,0.0,0.9631541046567451,0.0,1.0,0.0,0.9812312771290579,307,8025,0,307,0,8025,0.9631541046567451,0.5,0.5
0,linear,31,0.0,0.9644743158905424,0.0,1.0,0.0,0.9819159335288368,296,8036,0,296,0,8036,0.9644743158905424,0.5,0.5
0,linear,32,0.0,0.964114258281325,0.0,1.0,0.0,0.9817293003360831,299,8033,0,299,0,8033,0.964114258281325,0.5,0.5
0,linear,33,0.0,0.963634181469035,0.0,1.0,0.0,0.9814803496118819,303,8029,0,303,0,8029,0.963634181469035,0.5,0.5
0,linear,34,0.0,0.9642342774843975,0.0,1.0,0.0,0.9817915190028107,298,8034,0,298,0,8034,0.9642342774843975,0.5,0.5
0,linear,35,0.0,0.9638742198751801,0.0,1.0,0.0,0.9816048401882296,301,8031,0,301,0,8031,0.9638742198751801,0.5,0.5
0,linear,36,0.0,0.9650744119059049,0.0,1.0,0.0,0.9822268368655713,291,8041,0,291,0,8041,0.9650744119059049,0.5,0.5
0,linear,37,0.0,0.9650744119059049,0.0,1.0,0.0,0.9822268368655713,291,8041,0,291,0,8041,0.9650744119059049,0.5,0.5
0,linear,38,0.0,0.9644743158905424,0.0,1.0,0.0,0.9819159335288368,296,8036,0,296,0,8036,0.9644743158905424,0.5,0.5
0,linear,39,0.0,0.963634181469035,0.0,1.0,0.0,0.9814803496118819,303,8029,0,303,0,8029,0.963634181469035,0.5,0.5
0,linear,40,0.0,0.9647143542966875,0.0,1.0,0.0,0.9820403176542456,294,8038,0,294,0,8038,0.9647143542966875,0.5,0.5
0,linear,41,0.0,0.964594335093615,0.0,1.0,0.0,0.9819781293909219,295,8037,0,295,0,8037,0.964594335093615,0.5,0.5
0,linear,42,0.0,0.963634181469035,0.0,1.0,0.0,0.9814803496118819,303,8029,0,303,0,8029,0.963634181469035,0.5,0.5
0,linear,43,0.0,0.963634181469035,0.0,1.0,0.0,0.9814803496118819,303,8029,0,303,0,8029,0.963634181469035,0.5,0.5
0,linear,44,0.0,0.9626740278444551,0.0,1.0,0.0,0.9809820827982634,311,8021,0,311,0,8021,0.9626740278444551,0.5,0.5
0,linear,45,0.0,0.964114258281325,0.0,1.0,0.0,0.9817293003360831,299,8033,0,299,0,8033,0.964114258281325,0.5,0.5
0,linear,46,0.0,0.964114258281325,0.0,1.0,0.0,0.9817293003360831,299,8033,0,299,0,8033,0.964114258281325,0.5,0.5
0,linear,47,0.0,0.9625540086413826,0.0,1.0,0.0,0.9809197651663405,312,8020,0,312,0,8020,0.9625540086413826,0.5,0.5
0,linear,48,0.0,0.964594335093615,0.0,1.0,0.0,0.9819781293909219,295,8037,0,295,0,8037,0.964594335093615,0.5,0.5
0,linear,49,0.0,0.96435429668747,0.0,1.0,0.0,0.9818537300665975,297,8035,0,297,0,8035,0.96435429668747,0.5,0.5
0,linear,50,0.0,0.9650744119059049,0.0,1.0,0.0,0.9822268368655713,291,8041,0,291,0,8041,0.9650744119059049,0.5,0.5
0,linear,51,0.0,0.9632741238598176,0.0,1.0,0.0,0.9812935566695195,306,8026,0,306,0,8026,0.9632741238598176,0.5,0.5
