20,5,7,0.886574074074,20,139132.12473011017
20,5,16,0.8444444444444444,16,28241.925122737885
20,5,16,0.861111111111,19,40575.222339868546
20,5,17,0.875462962962963,20,51489.90869688988
20,5,17,0.867592592593,20,83728.55731630325
20,5,18,0.843518518519,2,11596.11435508728
10,5,16,0.7295597484276729,0.3240223463687151,10,63870.40119719505
10,5,16,0.7474747474747475,0.21700879765395895,10,67105.10633563995
10,5,17,0.7152317880794702,0.3176470588235294,10,84402.98424243927
10,5,17,0.8051948051948052,0.3701492537313433,10,92929.81224393845
10,5,18,0.7530120481927711,0.36231884057971014,10,57798.73805093765
10,5,18,0.7941176470588235,0.23076923076923078,10,79010.8015794754
10,5,19,0.8214285714285714,0.3392330383480826,10,122479.45505070686
10,5,19,0.7956989247311828,0.2144927536231884,10,101070.0181119442
10,5,20,0.6836158192090396,0.35174418604651164,10,44709.51514220238
10,5,21,0.8181818181818182,0.23142857142857143,10,50213.46708893776
