20,9,7,0.889814814815,19,188266.25955867767
20,9,16,0.8625,18,11745.292187452316
10,9,16,0.90625,0.1681159420289855,10,52608.65119051933
10,9,16,0.9402985074626866,0.18155619596541786,10,53530.28883814812
10,9,17,1.0,0.07784431137724551,10,48457.791210889816
10,9,17,1.0,0.05813953488372093,10,54489.45874738693
10,9,18,0.9552238805970149,0.18233618233618235,10,53740.39041662216
10,9,18,0.9130434782608695,0.12244897959183673,10,99188.0267291069
10,9,19,1.0,0.05865102639296188,10,69261.51334047318
10,9,19,0.9333333333333333,0.08459214501510574,10,69628.03661632538
10,9,20,0.9285714285714286,0.07602339181286549,10,53288.598821640015
10,9,20,0.9591836734693877,0.1378299120234604,10,31247.050389051437
10,9,21,0.7604166666666666,0.21037463976945245,10,65006.98770880699
10,9,21,0.8484848484848485,0.15954415954415954,10,36294.96175742149
10,9,22,0.868421052631579,0.19020172910662825,10,42144.56965088844
