20,11,7,0.9013888888888889,20,180008.5855371952
20,11,16,0.8652777777777778,19,128127.57134008408
20,11,16,0.860648148148,20,142901.93476462364
10,11,16,1.0,0.08875739644970414,10,85490.90135908127
10,11,17,0.9148936170212766,0.1264705882352941,10,72062.24258232117
10,11,18,1.0,0.028735632183908046,10,31137.88876438141
10,11,19,1.0,0.041916167664670656,10,41784.29867386818
