Balanced,#Exec,PPV_S,PPV_NS,TPR_S,TPR_NS,F1_S,F1_NS,SUP_S,SUP_NS,TN,FP,FN,TP,Acc,AUC0,AUC1
1,90,0.6284916201117319,0.5979643765903307,0.587467362924282,0.6385869565217391,0.6072874493927125,0.6176084099868594,383,368,225,158,133,235,0.6125166444740346,0.6130271597230106,0.6130271597230106
1,91,0.6345029239766082,0.6136919315403423,0.5786666666666667,0.6675531914893617,0.6052998605299861,0.6394904458598726,375,376,217,158,125,251,0.6231691078561917,0.6231099290780142,0.6231099290780142
1,92,0.6814159292035398,0.6699029126213593,0.6294277929155313,0.71875,0.6543909348441926,0.6934673366834171,367,384,231,136,108,276,0.6750998668442078,0.6740888964577656,0.6740888964577657
1,93,0.6611570247933884,0.6417525773195877,0.633245382585752,0.6693548387096774,0.6469002695417789,0.6552631578947368,379,372,240,139,123,249,0.6511318242343542,0.6513001106477148,0.6513001106477148
1,94,0.6186666666666667,0.5957446808510638,0.6041666666666666,0.6103542234332425,0.61133069828722,0.6029609690444144,384,367,232,152,143,224,0.607190412782956,0.6072604450499546,0.6072604450499547
1,95,0.6875,0.6766917293233082,0.6522911051212938,0.7105263157894737,0.6694329183955741,0.6931964056482671,371,380,242,129,110,270,0.681757656458056,0.6814087104553836,0.6814087104553838
1,96,0.6335078534031413,0.6314363143631436,0.6402116402116402,0.6246648793565683,0.6368421052631579,0.628032345013477,378,373,242,136,140,233,0.6324900133155792,0.6324382597841043,0.6324382597841043
1,97,0.6709511568123393,0.6740331491712708,0.6886543535620053,0.6559139784946236,0.6796874999999999,0.664850136239782,379,372,261,118,128,244,0.6724367509986684,0.6722841660283145,0.6722841660283144
1,98,0.6612903225806451,0.6728232189973615,0.6648648648648648,0.6692913385826772,0.6630727762803235,0.6710526315789475,370,381,246,124,126,255,0.6671105193075899,0.667078101723771,0.667078101723771
1,99,0.6526610644257703,0.649746192893401,0.628032345013477,0.6736842105263158,0.6401098901098902,0.6614987080103358,371,380,233,138,124,256,0.6511318242343542,0.6508582777698965,0.6508582777698964
0,0,0.33658536585365856,0.8811428571428571,0.3988439306358382,0.8500551267916208,0.3650793650793651,0.8653198653198654,346,1814,138,208,272,1542,0.7777777777777778,0.6244495287137295,0.6244495287137295
0,1,0.33620689655172414,0.8932783018867925,0.4629080118694362,0.8310477235326386,0.38951310861423216,0.8610400682011936,337,1823,156,181,308,1515,0.7736111111111111,0.6469778677010374,0.6469778677010374
0,2,0.3225806451612903,0.884125144843569,0.4117647058823529,0.8384615384615385,0.3617571059431524,0.8606880992667795,340,1820,140,200,294,1526,0.7712962962962963,0.6251131221719457,0.6251131221719457
0,3,0.37410071942446044,0.8898450946643718,0.4482758620689655,0.8559602649006622,0.40784313725490196,0.8725738396624473,348,1812,156,192,261,1551,0.7902777777777777,0.6521180634848138,0.6521180634848139
0,4,0.34977578475336324,0.8920653442240374,0.4574780058651026,0.840571742715778,0.39644218551461247,0.8655533540900084,341,1819,156,185,290,1529,0.7800925925925926,0.6490248742904403,0.6490248742904403
0,5,0.33408071748878926,0.8932322053675612,0.44879518072289154,0.837527352297593,0.38303341902313626,0.8644833427442123,332,1828,149,183,297,1531,0.7777777777777778,0.6431612665102423,0.6431612665102423
0,6,0.3392461197339246,0.890579286132241,0.45,0.8362637362637363,0.38685208596713017,0.8625672995182772,340,1820,153,187,298,1522,0.7754629629629629,0.6431318681318682,0.6431318681318681
0,7,0.3439635535307517,0.8895990703079605,0.44281524926686217,0.8416712479384277,0.38717948717948714,0.8649717514124294,341,1819,151,190,288,1531,0.7787037037037037,0.6422432486026449,0.642243248602645
0,8,0.35167464114832536,0.8892078071182549,0.4323529411764706,0.8510989010989011,0.3878627968337731,0.8697361033127456,340,1820,147,193,271,1549,0.7851851851851852,0.6417259211376858,0.6417259211376859
0,9,0.38940092165898615,0.9003476245654692,0.49560117302052786,0.8543155579989005,0.43612903225806443,0.8767277856135401,341,1819,169,172,265,1554,0.7976851851851852,0.6749583655097141,0.6749583655097142
0,10,0.39267015706806285,0.889763779527559,0.43352601156069365,0.8721058434399118,0.4120879120879121,0.8808463251670379,346,1814,150,196,232,1582,0.8018518518518518,0.6528159275003027,0.6528159275003027
0,11,0.3797752808988764,0.8997084548104957,0.49560117302052786,0.8482682792743266,0.4300254452926209,0.8732314657611772,341,1819,169,172,276,1543,0.7925925925925926,0.6719347261474272,0.6719347261474272
0,12,0.38848920863309355,0.8904188181296615,0.45892351274787535,0.8588821250691754,0.4207792207792208,0.8743661971830986,353,1807,162,191,255,1552,0.7935185185185185,0.6589028189085253,0.6589028189085253
0,13,0.3761904761904762,0.8948275862068965,0.4633431085043988,0.8559648158328752,0.41524310118265434,0.8749648777746557,341,1819,158,183,262,1557,0.7939814814814815,0.659653962168637,0.659653962168637
0,14,0.4,0.8965714285714286,0.4753623188405797,0.8644628099173554,0.4344370860927153,0.8802244039270688,345,1815,164,181,246,1569,0.8023148148148148,0.6699125643789675,0.6699125643789675
0,15,0.3891509433962264,0.8963133640552995,0.4782608695652174,0.8573002754820936,0.42912873862158646,0.8763728527175444,345,1815,165,180,259,1556,0.7967592592592593,0.6677805725236554,0.6677805725236555
0,16,0.38388625592417064,0.8952819332566168,0.47093023255813954,0.8568281938325991,0.4229765013054831,0.875633089476646,344,1816,162,182,260,1556,0.7953703703703704,0.6638792131953692,0.6638792131953692
0,17,0.3681710213776722,0.8936170212765957,0.45588235294117646,0.8538461538461538,0.407358738501971,0.8732790109581343,340,1820,155,185,266,1554,0.7912037037037037,0.654864253393665,0.6548642533936652
0,18,0.3908872901678657,0.8932874354561101,0.4670487106017192,0.8597459966869133,0.4255874673629243,0.8761958356781092,349,1811,163,186,254,1557,0.7962962962962963,0.6633973536443163,0.6633973536443162
0,19,0.3955773955773956,0.8938961779806047,0.46397694524495675,0.8643132928847215,0.4270557029177719,0.878855860908581,347,1813,161,186,246,1567,0.8,0.6641451190648391,0.6641451190648391
0,20,0.3979328165374677,0.8967851099830795,0.456973293768546,0.8721886999451454,0.425414364640884,0.8843159065628476,337,1823,154,183,233,1590,0.8074074074074075,0.6645809968568457,0.6645809968568457
0,21,0.34210526315789475,0.8890845070422535,0.45217391304347826,0.8347107438016529,0.3895131086142322,0.8610400682011934,345,1815,156,189,300,1515,0.7736111111111111,0.6434423284225655,0.6434423284225657
0,22,0.34418604651162793,0.8895953757225433,0.4365781710914454,0.8451400329489291,0.38491547464239273,0.8667980850464658,339,1821,148,191,282,1539,0.7810185185185186,0.6408591020201873,0.6408591020201873
0,23,0.345707656612529,0.8872180451127819,0.4331395348837209,0.8447136563876652,0.38451612903225807,0.865444287729196,344,1816,149,195,282,1534,0.7791666666666667,0.6389265956356931,0.6389265956356931
0,24,0.3414043583535109,0.8815111619919863,0.4051724137931034,0.8498896247240618,0.37056504599211565,0.865411632481034,348,1812,141,207,272,1540,0.7782407407407408,0.6275310192585827,0.6275310192585827
0,25,0.32134831460674157,0.8793002915451895,0.4085714285714286,0.8331491712707182,0.359748427672956,0.8556028368794326,350,1810,143,207,302,1508,0.7643518518518518,0.6208602999210734,0.6208602999210734
0,26,0.38990825688073394,0.9031322505800464,0.5044510385756676,0.8540866703236424,0.4398447606727038,0.8779250070482097,337,1823,170,167,266,1557,0.799537037037037,0.679268854449655,0.679268854449655
0,27,0.3903002309468822,0.8940359004053272,0.48011363636363635,0.8539823008849557,0.43057324840764327,0.8735502121640736,352,1808,169,183,264,1544,0.7930555555555555,0.6670479686242959,0.667047968624296
0,28,0.3384615384615385,0.8819209039548023,0.3870967741935484,0.8581638262781748,0.36114911080711354,0.8698801894678183,341,1819,132,209,258,1561,0.7837962962962963,0.6226303002358616,0.6226303002358615
0,29,0.36771300448430494,0.8961493582263711,0.47953216374269003,0.8448844884488449,0.416243654822335,0.869762174405436,342,1818,164,178,282,1536,0.7870370370370371,0.6622083260957674,0.6622083260957674
0,30,0.3914027149321267,0.8969732246798603,0.4942857142857143,0.8513812154696132,0.43686868686868685,0.8735827664399092,350,1810,173,177,269,1541,0.7935185185185185,0.6728334648776637,0.6728334648776638
0,31,0.39267015706806285,0.8875140607424072,0.42857142857142855,0.8718232044198895,0.4098360655737705,0.8795986622073579,350,1810,150,200,232,1578,0.8,0.650197316495659,0.650197316495659
0,32,0.38403990024937656,0.8868675383740762,0.43626062322946174,0.8633093525179856,0.40848806366047746,0.8749298934380259,353,1807,154,199,247,1560,0.7935185185185185,0.6497849878737236,0.6497849878737236
0,33,0.370757180156658,0.887450759707372,0.4152046783625731,0.8674367436743674,0.3917241379310345,0.8773296244784422,342,1818,142,200,241,1577,0.7958333333333333,0.6413207110184702,0.6413207110184703
0,34,0.33112582781456956,0.8892794376098418,0.4424778761061947,0.8336079077429983,0.3787878787878788,0.8605442176870748,339,1821,150,189,303,1518,0.7722222222222223,0.6380428919245965,0.6380428919245965
0,35,0.3448275862068966,0.8915942028985507,0.44510385756676557,0.843664289632474,0.38860103626943004,0.866967305524239,337,1823,150,187,285,1538,0.7814814814814814,0.6443840735996198,0.6443840735996198
0,36,0.35128205128205126,0.884180790960452,0.40058479532163743,0.8608360836083608,0.3743169398907104,0.8723522853957636,342,1818,137,205,253,1565,0.787962962962963,0.6307104394649992,0.6307104394649992
0,37,0.340632603406326,0.8799313893653516,0.4,0.8502762430939227,0.3679369250985546,0.8648496768755269,350,1810,140,210,271,1539,0.7773148148148148,0.6251381215469612,0.6251381215469614
0,38,0.4077669902912621,0.8993135011441648,0.4883720930232558,0.8656387665198237,0.44444444444444436,0.8821548821548821,344,1816,168,176,244,1572,0.8055555555555556,0.6770054297715398,0.6770054297715398
0,39,0.3584905660377358,0.9019607843137255,0.5089285714285714,0.8322368421052632,0.42066420664206644,0.8656971770744226,336,1824,171,165,306,1518,0.7819444444444444,0.6705827067669172,0.6705827067669173
0,40,0.36930455635491605,0.891566265060241,0.4489795918367347,0.8552559163456247,0.4052631578947368,0.8730337078651685,343,1817,154,189,263,1554,0.7907407407407407,0.6521177540911796,0.6521177540911798
0,41,0.41119221411192214,0.8936535162950258,0.476056338028169,0.8659279778393352,0.4412532637075718,0.8795723128868881,355,1805,169,186,242,1563,0.8018518518518518,0.6709921579337521,0.6709921579337521
0,42,0.37259615384615385,0.8893348623853211,0.4454022988505747,0.8559602649006622,0.40575916230366493,0.8723284589426322,348,1812,155,193,261,1551,0.7898148148148149,0.6506812818756184,0.6506812818756185
