Balanced,Kernel,#Exec,PPV_S,PPV_NS,TPR_S,TPR_NS,F1_S,F1_NS,SUP_S,SUP_NS,TN,FP,FN,TP,Acc,AUC0,AUC1
1,linear,10,0.15748031496062992,0.943078913324709,0.3125,0.8720095693779905,0.20942408376963348,0.906152889993785,64,836,20,44,107,729,0.8322222222222222,0.5922547846889953,0.5922547846889952
1,linear,11,0.15555555555555556,0.9382716049382716,0.21875,0.9090909090909091,0.18181818181818185,0.9234507897934386,64,836,14,50,76,760,0.86,0.5639204545454545,0.5639204545454546
1,linear,12,0.15,0.9365853658536586,0.1875,0.9186602870813397,0.16666666666666663,0.927536231884058,64,836,12,52,68,768,0.8666666666666667,0.5530801435406698,0.5530801435406698
1,linear,13,0.14545454545454545,0.9392405063291139,0.25,0.8875598086124402,0.1839080459770115,0.912669126691267,64,836,16,48,94,742,0.8422222222222222,0.56877990430622,0.56877990430622
1,linear,14,0.14705882352941177,0.9385964912280702,0.234375,0.895933014354067,0.18072289156626506,0.9167686658506732,64,836,15,49,87,749,0.8488888888888889,0.5651540071770335,0.5651540071770336
1,linear,15,0.14285714285714285,0.9376558603491272,0.21875,0.8995215311004785,0.1728395061728395,0.9181929181929182,64,836,14,50,84,752,0.8511111111111112,0.5591357655502392,0.5591357655502392
1,linear,16,0.10344827586206896,0.9311163895486936,0.09375,0.937799043062201,0.09836065573770493,0.934445768772348,64,836,6,58,52,784,0.8777777777777778,0.5157745215311005,0.5157745215311005
1,linear,17,0.15666666666666668,0.9716666666666667,0.734375,0.6973684210526315,0.25824175824175827,0.8119777158774374,64,836,47,17,253,583,0.7,0.7158717105263158,0.7158717105263157
1,linear,18,0.1568627450980392,0.9627906976744186,0.625,0.742822966507177,0.2507836990595611,0.8386225523295072,64,836,40,24,215,621,0.7344444444444445,0.6839114832535885,0.6839114832535886
1,linear,19,0.16101694915254236,0.9424552429667519,0.296875,0.881578947368421,0.20879120879120877,0.9110012360939431,64,836,19,45,99,737,0.84,0.5892269736842105,0.5892269736842105
1,linear,20,0.1891891891891892,0.9455006337135615,0.328125,0.8923444976076556,0.24,0.9181538461538461,64,836,21,43,90,746,0.8522222222222222,0.6102347488038278,0.6102347488038278
1,linear,21,0.16981132075471697,0.9420654911838791,0.28125,0.8947368421052632,0.21176470588235294,0.9177914110429448,64,836,18,46,88,748,0.8511111111111112,0.5879934210526315,0.5879934210526316
1,linear,22,0.14516129032258066,0.9407216494845361,0.28125,0.8732057416267942,0.1914893617021277,0.9057071960297766,64,836,18,46,106,730,0.8311111111111111,0.577227870813397,0.5772278708133971
1,linear,23,0.11627906976744186,0.9395604395604396,0.3125,0.8181818181818182,0.16949152542372883,0.8746803069053709,64,836,20,44,152,684,0.7822222222222223,0.5653409090909091,0.5653409090909092
1,linear,24,0.08653846153846154,0.9941860465116279,0.984375,0.20454545454545456,0.1590909090909091,0.3392857142857143,64,836,63,1,665,171,0.26,0.5944602272727273,0.5944602272727273
1,linear,25,0.16226415094339622,0.9669291338582677,0.671875,0.7344497607655502,0.2613981762917933,0.8348062542488104,64,836,43,21,222,614,0.73,0.7031623803827751,0.7031623803827751
1,linear,26,0.15,0.9365853658536586,0.1875,0.9186602870813397,0.16666666666666663,0.927536231884058,64,836,12,52,68,768,0.8666666666666667,0.5530801435406698,0.5530801435406698
1,linear,27,0.14814814814814814,0.9365079365079365,0.1875,0.9174641148325359,0.16551724137931034,0.9268882175226585,64,836,12,52,69,767,0.8655555555555555,0.5524820574162679,0.5524820574162679
1,linear,28,0.14204545454545456,0.9461325966850829,0.390625,0.819377990430622,0.20833333333333331,0.8782051282051282,64,836,25,39,151,685,0.7888888888888889,0.6050014952153109,0.605001495215311
1,linear,29,0.1184573002754821,0.9608938547486033,0.671875,0.6172248803827751,0.20140515222482436,0.7516387472687546,64,836,43,21,320,516,0.6211111111111111,0.6445499401913876,0.6445499401913876
1,linear,30,0.1485148514851485,0.9386733416770964,0.234375,0.8971291866028708,0.1818181818181818,0.9174311926605505,64,836,15,49,86,750,0.85,0.5657520933014354,0.5657520933014354
1,linear,31,0.1504424778761062,0.940279542566709,0.265625,0.8851674641148325,0.192090395480226,0.9118915588416512,64,836,17,47,96,740,0.8411111111111111,0.5753962320574162,0.5753962320574162
1,linear,32,0.09145427286356822,0.9871244635193133,0.953125,0.2751196172248804,0.16689466484268126,0.4303086997193638,64,836,61,3,606,230,0.3233333333333333,0.6141223086124402,0.6141223086124402
1,linear,33,0.17894736842105263,0.9577464788732394,0.53125,0.8133971291866029,0.2677165354330709,0.8796895213454075,64,836,34,30,156,680,0.7933333333333333,0.6723235645933014,0.6723235645933014
1,linear,34,0.14331210191082802,0.9675767918088737,0.703125,0.6782296650717703,0.2380952380952381,0.7974683544303798,64,836,45,19,269,567,0.68,0.690677332535885,0.6906773325358851
1,linear,35,0.1889763779527559,0.9482535575679172,0.375,0.8767942583732058,0.2513089005235602,0.911124922311995,64,836,24,40,103,733,0.8411111111111111,0.6258971291866029,0.6258971291866029
1,linear,36,0.16161616161616163,0.9400749063670412,0.25,0.9007177033492823,0.19631901840490798,0.919975565058033,64,836,16,48,83,753,0.8544444444444445,0.5753588516746412,0.5753588516746411
1,linear,37,0.1839080459770115,0.940959409594096,0.25,0.9150717703349283,0.2119205298013245,0.9278350515463917,64,836,16,48,71,765,0.8677777777777778,0.5825358851674641,0.5825358851674641
1,linear,38,0.1085972850678733,0.9410898379970545,0.375,0.7643540669856459,0.16842105263157894,0.8435643564356435,64,836,24,40,197,639,0.7366666666666667,0.569677033492823,0.569677033492823
1,linear,39,0.12429378531073447,0.941908713692946,0.34375,0.8145933014354066,0.1825726141078838,0.8736369467607441,64,836,22,42,155,681,0.7811111111111111,0.5791716507177034,0.5791716507177034
1,linear,40,0.14678899082568808,0.9393173198482933,0.25,0.888755980861244,0.18497109826589597,0.9133374308543332,64,836,16,48,93,743,0.8433333333333334,0.569377990430622,0.569377990430622
1,linear,41,0.1424802110817942,0.980806142034549,0.84375,0.611244019138756,0.24379232505643342,0.7531319086219603,64,836,54,10,325,511,0.6277777777777778,0.727497009569378,0.727497009569378
1,linear,42,0.17105263157894737,0.9627976190476191,0.609375,0.7739234449760766,0.2671232876712329,0.8580901856763926,64,836,39,25,189,647,0.7622222222222222,0.6916492224880383,0.6916492224880383
1,linear,43,0.1656441717791411,0.9497964721845319,0.421875,0.8373205741626795,0.23788546255506607,0.8900190718372537,64,836,27,37,136,700,0.8077777777777778,0.6295977870813397,0.6295977870813397
1,linear,44,0.18181818181818182,0.936094674556213,0.15625,0.9461722488038278,0.16806722689075632,0.941106484235574,64,836,10,54,45,791,0.89,0.5512111244019139,0.5512111244019139
1,linear,45,0.14728682170542637,0.9416342412451362,0.296875,0.868421052631579,0.19689119170984454,0.9035469819539514,64,836,19,45,110,726,0.8277777777777777,0.5826480263157895,0.5826480263157895
1,linear,46,0.08732394366197183,0.9894736842105263,0.96875,0.22488038277511962,0.16020671834625325,0.3664717348927875,64,836,62,2,648,188,0.2777777777777778,0.5968151913875598,0.5968151913875598
1,linear,47,0.14685314685314685,0.9431968295904888,0.328125,0.854066985645933,0.20289855072463767,0.896421845574388,64,836,21,43,122,714,0.8166666666666667,0.5910959928229665,0.5910959928229664
1,linear,48,0.10313075506445672,0.9775910364145658,0.875,0.41746411483253587,0.18451400329489293,0.5850796311818943,64,836,56,8,487,349,0.45,0.6462320574162679,0.6462320574162679
1,linear,49,0.1553398058252427,0.9397741530740276,0.25,0.895933014354067,0.19161676646706585,0.9173300673606858,64,836,16,48,87,749,0.85,0.5729665071770336,0.5729665071770336
1,linear,50,0.125,0.9359296482412061,0.203125,0.8911483253588517,0.15476190476190477,0.9129901960784313,64,836,13,51,91,745,0.8422222222222222,0.5471366626794258,0.5471366626794258
1,linear,51,0.16666666666666666,0.9508196721311475,0.4375,0.8325358851674641,0.24137931034482757,0.8877551020408164,64,836,28,36,140,696,0.8044444444444444,0.6350179425837321,0.6350179425837321
1,linear,52,0.11702127659574468,0.93424317617866,0.171875,0.9007177033492823,0.13924050632911392,0.9171741778319122,64,836,11,53,83,753,0.8488888888888889,0.5362963516746411,0.5362963516746411
1,linear,53,0.175,0.9513513513513514,0.4375,0.8421052631578947,0.24999999999999994,0.8934010152284264,64,836,28,36,132,704,0.8133333333333334,0.6398026315789473,0.6398026315789473
1,linear,54,0.15699658703071673,0.9703459637561779,0.71875,0.7045454545454546,0.25770308123249297,0.8163548163548163,64,836,46,18,247,589,0.7055555555555556,0.7116477272727273,0.7116477272727273
1,linear,55,0.1130820399113082,0.9710467706013363,0.796875,0.5215311004784688,0.1980582524271845,0.6785992217898832,64,836,51,13,400,436,0.5411111111111111,0.6592030502392344,0.6592030502392344
1,linear,56,0.16666666666666666,0.9411027568922306,0.265625,0.8983253588516746,0.20481927710843373,0.9192166462668299,64,836,17,47,85,751,0.8533333333333334,0.5819751794258373,0.5819751794258373
1,linear,57,0.10810810810810811,0.9470198675496688,0.5,0.6842105263157895,0.17777777777777778,0.7944444444444444,64,836,32,32,264,572,0.6711111111111111,0.5921052631578948,0.5921052631578947
1,linear,58,0.12380952380952381,0.9358490566037736,0.203125,0.8899521531100478,0.15384615384615385,0.9123237277743715,64,836,13,51,92,744,0.8411111111111111,0.5465385765550239,0.5465385765550239
1,linear,59,0.1834319526627219,0.9548563611491108,0.484375,0.8349282296650717,0.26609442060085836,0.8908742820676452,64,836,31,33,138,698,0.81,0.6596516148325359,0.6596516148325359
1,linear,60,0.15463917525773196,0.9389788293897883,0.234375,0.9019138755980861,0.1863354037267081,0.9200732153752287,64,836,15,49,82,754,0.8544444444444445,0.568144437799043,0.568144437799043
1,linear,61,0.2028985507246377,0.9398315282791817,0.21875,0.9342105263157895,0.2105263157894737,0.9370125974805039,64,836,14,50,55,781,0.8833333333333333,0.5764802631578947,0.5764802631578947
1,linear,62,0.15920398009950248,0.9542203147353362,0.5,0.7978468899521531,0.24150943396226418,0.8690553745928338,64,836,32,32,169,667,0.7766666666666666,0.6489234449760766,0.6489234449760766
1,linear,63,0.1444043321299639,0.9614767255216693,0.625,0.7165071770334929,0.2346041055718475,0.8211103495544895,64,836,40,24,237,599,0.71,0.6707535885167463,0.6707535885167464
1,linear,64,0.18,0.9425,0.28125,0.9019138755980861,0.21951219512195122,0.9217603911980441,64,836,18,46,82,754,0.8577777777777778,0.591581937799043,0.591581937799043
1,linear,65,0.143646408839779,0.9471488178025035,0.40625,0.8145933014354066,0.21224489795918366,0.8758842443729904,64,836,26,38,155,681,0.7855555555555556,0.6104216507177034,0.6104216507177034
1,linear,66,0.1015625,0.9409937888198758,0.40625,0.7248803827751196,0.1625,0.818918918918919,64,836,26,38,230,606,0.7022222222222222,0.5655651913875598,0.5655651913875598
1,linear,67,0.12951807228915663,0.9630281690140845,0.671875,0.6543062200956937,0.21717171717171718,0.7792022792022791,64,836,43,21,289,547,0.6555555555555556,0.6630906100478469,0.6630906100478469
1,linear,68,0.10849056603773585,0.9621848739495799,0.71875,0.5478468899521531,0.18852459016393444,0.6981707317073171,64,836,46,18,378,458,0.56,0.6332984449760766,0.6332984449760766
1,linear,69,0.15636363636363637,0.9664,0.671875,0.722488038277512,0.2536873156342183,0.8268309377138946,64,836,43,21,232,604,0.7188888888888889,0.6971815191387559,0.697181519138756
1,linear,70,0.17094017094017094,0.9438058748403576,0.3125,0.8839712918660287,0.22099447513812157,0.9129092032118592,64,836,20,44,97,739,0.8433333333333334,0.5982356459330144,0.5982356459330144
1,linear,71,0.14563106796116504,0.9385194479297365,0.234375,0.8947368421052632,0.17964071856287425,0.9161053276178812,64,836,15,49,88,748,0.8477777777777777,0.5645559210526316,0.5645559210526316
1,linear,72,0.17708333333333334,0.9415422885572139,0.265625,0.9055023923444976,0.2125,0.9231707317073171,64,836,17,47,79,757,0.86,0.5855636961722488,0.5855636961722488
1,linear,73,0.11682242990654206,0.9431486880466472,0.390625,0.7739234449760766,0.1798561151079137,0.8501971090670171,64,836,25,39,189,647,0.7466666666666667,0.5822742224880383,0.5822742224880383
1,linear,74,0.125,0.9412568306010929,0.328125,0.8241626794258373,0.1810344827586207,0.8788265306122449,64,836,21,43,147,689,0.7888888888888889,0.5761438397129186,0.5761438397129186
1,linear,75,0.21518987341772153,0.9427527405602923,0.265625,0.9258373205741627,0.23776223776223773,0.9342184671092336,64,836,17,47,62,774,0.8788888888888889,0.5957311602870813,0.5957311602870814
1,linear,76,0.18681318681318682,0.9419035846724351,0.265625,0.9114832535885168,0.21935483870967742,0.9264437689969606,64,836,17,47,74,762,0.8655555555555555,0.5885541267942584,0.5885541267942584
1,linear,77,0.1724137931034483,0.953168044077135,0.46875,0.8277511961722488,0.25210084033613445,0.8860435339308578,64,836,30,34,144,692,0.8022222222222222,0.6482505980861244,0.6482505980861244
1,linear,78,0.1111111111111111,0.9401709401709402,0.34375,0.7894736842105263,0.1679389312977099,0.8582574772431729,64,836,22,42,176,660,0.7577777777777778,0.5666118421052632,0.5666118421052632
1,linear,79,0.175,0.9390243902439024,0.21875,0.9210526315789473,0.19444444444444442,0.9299516908212561,64,836,14,50,66,770,0.8711111111111111,0.5699013157894737,0.5699013157894737
1,linear,80,0.1,0.9787878787878788,0.890625,0.38636363636363635,0.1798107255520505,0.5540308747855917,64,836,57,7,513,323,0.4222222222222222,0.6384943181818181,0.6384943181818181
1,linear,81,0.1875,0.9638728323699421,0.609375,0.7978468899521531,0.2867647058823529,0.8730366492146596,64,836,39,25,169,667,0.7844444444444445,0.7036109449760766,0.7036109449760766
1,linear,82,0.17901234567901234,0.9525745257452575,0.453125,0.8409090909090909,0.2566371681415929,0.8932655654383735,64,836,29,35,133,703,0.8133333333333334,0.6470170454545454,0.6470170454545454
1,linear,83,0.13414634146341464,0.9352078239608802,0.171875,0.9150717703349283,0.1506849315068493,0.9250302297460701,64,836,11,53,71,765,0.8622222222222222,0.5434733851674641,0.5434733851674641
1,linear,84,0.12244897959183673,0.9431818181818182,0.375,0.7942583732057417,0.1846153846153846,0.8623376623376624,64,836,24,40,172,664,0.7644444444444445,0.5846291866028708,0.5846291866028708
1,linear,85,0.176,0.9458064516129032,0.34375,0.8767942583732058,0.23280423280423282,0.909993792675357,64,836,22,42,103,733,0.8388888888888889,0.6102721291866029,0.6102721291866029
1,linear,86,0.17123287671232876,0.9769736842105263,0.78125,0.7105263157894737,0.2808988764044944,0.8227146814404432,64,836,50,14,242,594,0.7155555555555555,0.7458881578947368,0.7458881578947368
1,linear,87,0.13286713286713286,0.940554821664465,0.296875,0.8516746411483254,0.18357487922705315,0.8939108600125549,64,836,19,45,124,712,0.8122222222222222,0.5742748205741627,0.5742748205741627
1,linear,88,0.18666666666666668,0.9393939393939394,0.21875,0.9270334928229665,0.2014388489208633,0.9331727874774232,64,836,14,50,61,775,0.8766666666666667,0.5728917464114833,0.5728917464114833
1,linear,89,0.13114754098360656,0.933253873659118,0.125,0.9366028708133971,0.128,0.9349253731343283,64,836,8,56,53,783,0.8788888888888889,0.5308014354066986,0.5308014354066986
1,linear,90,0.1647940074906367,0.9684044233807267,0.6875,0.7332535885167464,0.2658610271903323,0.8345813478556842,64,836,44,20,223,613,0.73,0.7103767942583732,0.7103767942583732
1,linear,91,0.15810276679841898,0.9629057187017002,0.625,0.7452153110047847,0.25236593059936907,0.8401888064733648,64,836,40,24,213,623,0.7366666666666667,0.6851076555023924,0.6851076555023923
1,linear,92,0.09506398537477148,0.9660056657223796,0.8125,0.40789473684210525,0.17021276595744683,0.5735912531539108,64,836,52,12,495,341,0.43666666666666665,0.6101973684210527,0.6101973684210527
1,linear,93,0.08,1.0,1.0,0.11961722488038277,0.14814814814814814,0.21367521367521367,64,836,64,0,736,100,0.18222222222222223,0.5598086124401913,0.5598086124401914
1,linear,94,0.14432989690721648,0.9490084985835694,0.4375,0.8014354066985646,0.2170542635658915,0.8690012970168612,64,836,28,36,166,670,0.7755555555555556,0.6194677033492824,0.6194677033492824
1,linear,95,0.16216216216216217,0.9416983523447402,0.28125,0.888755980861244,0.20571428571428574,0.9144615384615384,64,836,18,46,93,743,0.8455555555555555,0.585002990430622,0.585002990430622
1,linear,96,0.15555555555555556,0.9650793650793651,0.65625,0.7272727272727273,0.25149700598802394,0.829467939972715,64,836,42,22,228,608,0.7222222222222222,0.6917613636363636,0.6917613636363636
1,linear,97,0.13333333333333333,0.9371069182389937,0.21875,0.8911483253588517,0.16568047337278108,0.9135499693439608,64,836,14,50,91,745,0.8433333333333334,0.5549491626794258,0.5549491626794258
1,linear,98,0.08669656203288491,0.974025974025974,0.90625,0.26913875598086123,0.15825375170532063,0.4217432052483599,64,836,58,6,611,225,0.31444444444444447,0.5876943779904307,0.5876943779904307
1,linear,99,0.1206896551724138,0.9323040380047506,0.109375,0.9389952153110048,0.11475409836065573,0.935637663885578,64,836,7,57,51,785,0.88,0.5241851076555024,0.5241851076555024
0,linear,0,0.0,0.9490740740740741,0.0,1.0,0.0,0.9738717339667459,110,2050,0,110,0,2050,0.9490740740740741,0.5,0.5
0,linear,1,0.0,0.950462962962963,0.0,1.0,0.0,0.9746024210776169,107,2053,0,107,0,2053,0.950462962962963,0.5,0.5
0,linear,2,0.0,0.9472222222222222,0.0,1.0,0.0,0.9728958630527818,114,2046,0,114,0,2046,0.9472222222222222,0.5,0.5
0,linear,3,0.0,0.9518518518518518,0.0,1.0,0.0,0.9753320683111955,104,2056,0,104,0,2056,0.9518518518518518,0.5,0.5
0,linear,4,0.0,0.9495370370370371,0.0,1.0,0.0,0.9741154120161482,109,2051,0,109,0,2051,0.9495370370370371,0.5,0.5
0,linear,5,0.0,0.95,0.0,1.0,0.0,0.9743589743589743,108,2052,0,108,0,2052,0.95,0.5,0.5
0,linear,6,0.0,0.95,0.0,1.0,0.0,0.9743589743589743,108,2052,0,108,0,2052,0.95,0.5,0.5
0,linear,7,0.0,0.9490740740740741,0.0,1.0,0.0,0.9738717339667459,110,2050,0,110,0,2050,0.9490740740740741,0.5,0.5
0,linear,8,0.0,0.9476851851851852,0.0,1.0,0.0,0.9731400047539814,113,2047,0,113,0,2047,0.9476851851851852,0.5,0.5
0,linear,9,0.0,0.9490740740740741,0.0,1.0,0.0,0.9738717339667459,110,2050,0,110,0,2050,0.9490740740740741,0.5,0.5
0,linear,10,0.0,0.9486111111111111,0.0,1.0,0.0,0.9736279401282965,111,2049,0,111,0,2049,0.9486111111111111,0.5,0.5
0,linear,11,0.0,0.950462962962963,0.0,1.0,0.0,0.9746024210776169,107,2053,0,107,0,2053,0.950462962962963,0.5,0.5
0,linear,12,0.0,0.9486111111111111,0.0,1.0,0.0,0.9736279401282965,111,2049,0,111,0,2049,0.9486111111111111,0.5,0.5
0,linear,13,0.0,0.9495370370370371,0.0,1.0,0.0,0.9741154120161482,109,2051,0,109,0,2051,0.9495370370370371,0.5,0.5
0,linear,14,0.0,0.9495370370370371,0.0,1.0,0.0,0.9741154120161482,109,2051,0,109,0,2051,0.9495370370370371,0.5,0.5
0,linear,15,0.0,0.95,0.0,1.0,0.0,0.9743589743589743,108,2052,0,108,0,2052,0.95,0.5,0.5
0,linear,16,0.0,0.9486111111111111,0.0,1.0,0.0,0.9736279401282965,111,2049,0,111,0,2049,0.9486111111111111,0.5,0.5
0,linear,17,0.0,0.9490740740740741,0.0,1.0,0.0,0.9738717339667459,110,2050,0,110,0,2050,0.9490740740740741,0.5,0.5
0,linear,18,0.0,0.9518518518518518,0.0,1.0,0.0,0.9753320683111955,104,2056,0,104,0,2056,0.9518518518518518,0.5,0.5
0,linear,19,0.0,0.9472222222222222,0.0,1.0,0.0,0.9728958630527818,114,2046,0,114,0,2046,0.9472222222222222,0.5,0.5
0,linear,20,0.0,0.95,0.0,1.0,0.0,0.9743589743589743,108,2052,0,108,0,2052,0.95,0.5,0.5
0,linear,21,0.0,0.9523148148148148,0.0,1.0,0.0,0.975575053355466,103,2057,0,103,0,2057,0.9523148148148148,0.5,0.5
0,linear,22,0.0,0.9481481481481482,0.0,1.0,0.0,0.973384030418251,112,2048,0,112,0,2048,0.9481481481481482,0.5,0.5
0,linear,23,0.0,0.950925925925926,0.0,1.0,0.0,0.9748457522543902,106,2054,0,106,0,2054,0.950925925925926,0.5,0.5
0,linear,24,0.0,0.95,0.0,1.0,0.0,0.9743589743589743,108,2052,0,108,0,2052,0.95,0.5,0.5
0,linear,25,0.0,0.9495370370370371,0.0,1.0,0.0,0.9741154120161482,109,2051,0,109,0,2051,0.9495370370370371,0.5,0.5
0,linear,26,0.0,0.9495370370370371,0.0,1.0,0.0,0.9741154120161482,109,2051,0,109,0,2051,0.9495370370370371,0.5,0.5
0,linear,27,0.0,0.9486111111111111,0.0,1.0,0.0,0.9736279401282965,111,2049,0,111,0,2049,0.9486111111111111,0.5,0.5
0,linear,28,0.0,0.9476851851851852,0.0,1.0,0.0,0.9731400047539814,113,2047,0,113,0,2047,0.9476851851851852,0.5,0.5
0,linear,29,0.0,0.95,0.0,1.0,0.0,0.9743589743589743,108,2052,0,108,0,2052,0.95,0.5,0.5
0,linear,30,0.0,0.95,0.0,1.0,0.0,0.9743589743589743,108,2052,0,108,0,2052,0.95,0.5,0.5
0,linear,31,0.0,0.9490740740740741,0.0,1.0,0.0,0.9738717339667459,110,2050,0,110,0,2050,0.9490740740740741,0.5,0.5
0,linear,32,0.0,0.9495370370370371,0.0,1.0,0.0,0.9741154120161482,109,2051,0,109,0,2051,0.9495370370370371,0.5,0.5
0,linear,33,0.0,0.9486111111111111,0.0,1.0,0.0,0.9736279401282965,111,2049,0,111,0,2049,0.9486111111111111,0.5,0.5
0,linear,34,0.0,0.950462962962963,0.0,1.0,0.0,0.9746024210776169,107,2053,0,107,0,2053,0.950462962962963,0.5,0.5
0,linear,35,0.0,0.9513888888888888,0.0,1.0,0.0,0.9750889679715302,105,2055,0,105,0,2055,0.9513888888888888,0.5,0.5
0,linear,36,0.0,0.950462962962963,0.0,1.0,0.0,0.9746024210776169,107,2053,0,107,0,2053,0.950462962962963,0.5,0.5
0,linear,37,0.0,0.9444444444444444,0.0,1.0,0.0,0.9714285714285714,120,2040,0,120,0,2040,0.9444444444444444,0.5,0.5
0,linear,38,0.0,0.9490740740740741,0.0,1.0,0.0,0.9738717339667459,110,2050,0,110,0,2050,0.9490740740740741,0.5,0.5
0,linear,39,0.0,0.9481481481481482,0.0,1.0,0.0,0.973384030418251,112,2048,0,112,0,2048,0.9481481481481482,0.5,0.5
0,linear,40,0.0,0.950925925925926,0.0,1.0,0.0,0.9748457522543902,106,2054,0,106,0,2054,0.950925925925926,0.5,0.5
0,linear,41,0.0,0.9513888888888888,0.0,1.0,0.0,0.9750889679715302,105,2055,0,105,0,2055,0.9513888888888888,0.5,0.5
0,linear,42,0.0,0.9472222222222222,0.0,1.0,0.0,0.9728958630527818,114,2046,0,114,0,2046,0.9472222222222222,0.5,0.5
0,linear,43,0.0,0.9495370370370371,0.0,1.0,0.0,0.9741154120161482,109,2051,0,109,0,2051,0.9495370370370371,0.5,0.5
0,linear,44,0.0,0.9490740740740741,0.0,1.0,0.0,0.9738717339667459,110,2050,0,110,0,2050,0.9490740740740741,0.5,0.5
0,linear,45,0.0,0.9523148148148148,0.0,1.0,0.0,0.975575053355466,103,2057,0,103,0,2057,0.9523148148148148,0.5,0.5
0,linear,46,0.0,0.950462962962963,0.0,1.0,0.0,0.9746024210776169,107,2053,0,107,0,2053,0.950462962962963,0.5,0.5
0,linear,47,0.0,0.950462962962963,0.0,1.0,0.0,0.9746024210776169,107,2053,0,107,0,2053,0.950462962962963,0.5,0.5
0,linear,48,0.0,0.950462962962963,0.0,1.0,0.0,0.9746024210776169,107,2053,0,107,0,2053,0.950462962962963,0.5,0.5
0,linear,49,0.0,0.9486111111111111,0.0,1.0,0.0,0.9736279401282965,111,2049,0,111,0,2049,0.9486111111111111,0.5,0.5
0,linear,50,0.0,0.9490740740740741,0.0,1.0,0.0,0.9738717339667459,110,2050,0,110,0,2050,0.9490740740740741,0.5,0.5
0,linear,51,0.0,0.9495370370370371,0.0,1.0,0.0,0.9741154120161482,109,2051,0,109,0,2051,0.9495370370370371,0.5,0.5
0,linear,52,0.0,0.9495370370370371,0.0,1.0,0.0,0.9741154120161482,109,2051,0,109,0,2051,0.9495370370370371,0.5,0.5
0,linear,53,0.0,0.9532407407407407,0.0,1.0,0.0,0.9760606778857549,101,2059,0,101,0,2059,0.9532407407407407,0.5,0.5
0,linear,54,0.0,0.9481481481481482,0.0,1.0,0.0,0.973384030418251,112,2048,0,112,0,2048,0.9481481481481482,0.5,0.5
0,linear,55,0.0,0.9518518518518518,0.0,1.0,0.0,0.9753320683111955,104,2056,0,104,0,2056,0.9518518518518518,0.5,0.5
0,linear,56,0.0,0.9523148148148148,0.0,1.0,0.0,0.975575053355466,103,2057,0,103,0,2057,0.9523148148148148,0.5,0.5
0,linear,57,0.0,0.9532407407407407,0.0,1.0,0.0,0.9760606778857549,101,2059,0,101,0,2059,0.9532407407407407,0.5,0.5
0,linear,58,0.0,0.9495370370370371,0.0,1.0,0.0,0.9741154120161482,109,2051,0,109,0,2051,0.9495370370370371,0.5,0.5
0,linear,59,0.0,0.95,0.0,1.0,0.0,0.9743589743589743,108,2052,0,108,0,2052,0.95,0.5,0.5
0,linear,60,0.0,0.9490740740740741,0.0,1.0,0.0,0.9738717339667459,110,2050,0,110,0,2050,0.9490740740740741,0.5,0.5
0,linear,61,0.0,0.9518518518518518,0.0,1.0,0.0,0.9753320683111955,104,2056,0,104,0,2056,0.9518518518518518,0.5,0.5
0,linear,62,0.0,0.9518518518518518,0.0,1.0,0.0,0.9753320683111955,104,2056,0,104,0,2056,0.9518518518518518,0.5,0.5
