Balanced,#Neurons,Activattion,#Exec,PPV_S,PPV_NS,TPR_S,TPR_NS,F1_S,F1_NS,SUP_S,SUP_NS,TN,FP,FN,TP,Acc,AUC0,AUC1
1,5,logistic,0,0.0,0.9264367816091954,0.0,0.9641148325358851,0.0,0.9449003516998828,64,836,0,64,30,806,0.8955555555555555,0.4820574162679426,0.4820574162679426
1,5,logistic,1,0.07111111111111111,0.0,1.0,0.0,0.13278008298755187,0.0,64,836,64,0,836,0,0.07111111111111111,0.5,0.5
1,5,logistic,2,0.07111111111111111,0.0,1.0,0.0,0.13278008298755187,0.0,64,836,64,0,836,0,0.07111111111111111,0.5,0.5
1,5,logistic,3,0.08163265306122448,0.9757575757575757,0.9375,0.19258373205741627,0.15018773466833538,0.32167832167832167,64,836,60,4,675,161,0.24555555555555555,0.5650418660287082,0.5650418660287081
1,5,logistic,4,0.0,0.9249706916764361,0.0,0.94377990430622,0.0,0.9342806394316163,64,836,0,64,47,789,0.8766666666666667,0.47188995215311,0.47188995215311
1,5,logistic,5,0.0,0.9284916201117318,0.0,0.9940191387559809,0.0,0.9601386481802426,64,836,0,64,5,831,0.9233333333333333,0.49700956937799046,0.49700956937799046
1,5,logistic,6,0.07119021134593993,1.0,1.0,0.0011961722488038277,0.13291796469366562,0.0023894862604540022,64,836,64,0,835,1,0.07222222222222222,0.5005980861244019,0.5005980861244019
1,5,logistic,7,0.0,0.92880978865406,0.0,0.9988038277511961,0.0,0.962536023054755,64,836,0,64,1,835,0.9277777777777778,0.49940191387559807,0.49940191387559807
1,5,logistic,8,0.0,0.9279279279279279,0.0,0.9856459330143541,0.0,0.9559164733178654,64,836,0,64,12,824,0.9155555555555556,0.49282296650717705,0.49282296650717705
1,5,logistic,9,0.0,0.9283314669652856,0.0,0.9916267942583732,0.0,0.9589358010410641,64,836,0,64,7,829,0.9211111111111111,0.4958133971291866,0.4958133971291866
0,5,logistic,0,0.0,0.950462962962963,0.0,1.0,0.0,0.9746024210776169,107,2053,0,107,0,2053,0.950462962962963,0.5,0.5
0,5,logistic,1,0.0,0.9486111111111111,0.0,1.0,0.0,0.9736279401282965,111,2049,0,111,0,2049,0.9486111111111111,0.5,0.5
0,5,logistic,2,0.0,0.9532407407407407,0.0,1.0,0.0,0.9760606778857549,101,2059,0,101,0,2059,0.9532407407407407,0.5,0.5
0,5,logistic,3,0.0,0.950462962962963,0.0,1.0,0.0,0.9746024210776169,107,2053,0,107,0,2053,0.950462962962963,0.5,0.5
0,5,logistic,4,0.0,0.9481481481481482,0.0,1.0,0.0,0.973384030418251,112,2048,0,112,0,2048,0.9481481481481482,0.5,0.5
0,5,logistic,5,0.0,0.9490740740740741,0.0,1.0,0.0,0.9738717339667459,110,2050,0,110,0,2050,0.9490740740740741,0.5,0.5
0,5,logistic,6,0.0,0.950925925925926,0.0,1.0,0.0,0.9748457522543902,106,2054,0,106,0,2054,0.950925925925926,0.5,0.5
0,5,logistic,7,0.0,0.9490740740740741,0.0,1.0,0.0,0.9738717339667459,110,2050,0,110,0,2050,0.9490740740740741,0.5,0.5
0,5,logistic,8,0.0,0.9513888888888888,0.0,1.0,0.0,0.9750889679715302,105,2055,0,105,0,2055,0.9513888888888888,0.5,0.5
0,5,logistic,9,0.0,0.9490740740740741,0.0,1.0,0.0,0.9738717339667459,110,2050,0,110,0,2050,0.9490740740740741,0.5,0.5
1,10,logistic,0,0.0,0.9282511210762332,0.0,0.9904306220095693,0.0,0.9583333333333334,64,836,0,64,8,828,0.92,0.49521531100478466,0.49521531100478466
1,10,logistic,1,0.12010443864229765,0.965183752417795,0.71875,0.59688995215311,0.2058165548098434,0.7376201034737621,64,836,46,18,337,499,0.6055555555555555,0.6578199760765551,0.6578199760765551
1,10,logistic,2,0.08450704225352113,0.9616858237547893,0.84375,0.30023923444976075,0.15362731152204837,0.45761166818596166,64,836,54,10,585,251,0.3388888888888889,0.5719946172248804,0.5719946172248804
1,10,logistic,3,0.0,0.9288888888888889,0.0,1.0,0.0,0.9631336405529953,64,836,0,64,0,836,0.9288888888888889,0.5,0.5
1,10,logistic,4,0.07207207207207207,1.0,1.0,0.014354066985645933,0.13445378151260504,0.02830188679245283,64,836,64,0,824,12,0.08444444444444445,0.507177033492823,0.507177033492823
1,10,logistic,5,0.0,0.9280089988751407,0.0,0.9868421052631579,0.0,0.9565217391304348,64,836,0,64,11,825,0.9166666666666666,0.4934210526315789,0.4934210526315789
1,10,logistic,6,0.0,0.9278466741826381,0.0,0.9844497607655502,0.0,0.955310504933256,64,836,0,64,13,823,0.9144444444444444,0.4922248803827751,0.4922248803827751
1,10,logistic,7,0.0,0.92880978865406,0.0,0.9988038277511961,0.0,0.962536023054755,64,836,0,64,1,835,0.9277777777777778,0.49940191387559807,0.49940191387559807
1,10,logistic,8,0.0,0.9278466741826381,0.0,0.9844497607655502,0.0,0.955310504933256,64,836,0,64,13,823,0.9144444444444444,0.4922248803827751,0.4922248803827751
1,10,logistic,9,0.07281001137656427,1.0,1.0,0.025119617224880382,0.1357370095440085,0.049008168028004666,64,836,64,0,815,21,0.09444444444444444,0.5125598086124402,0.5125598086124402
0,10,logistic,0,0.0,0.9481481481481482,0.0,1.0,0.0,0.973384030418251,112,2048,0,112,0,2048,0.9481481481481482,0.5,0.5
0,10,logistic,1,0.0,0.950462962962963,0.0,1.0,0.0,0.9746024210776169,107,2053,0,107,0,2053,0.950462962962963,0.5,0.5
0,10,logistic,2,0.0,0.9472222222222222,0.0,1.0,0.0,0.9728958630527818,114,2046,0,114,0,2046,0.9472222222222222,0.5,0.5
0,10,logistic,3,0.0,0.9495370370370371,0.0,1.0,0.0,0.9741154120161482,109,2051,0,109,0,2051,0.9495370370370371,0.5,0.5
0,10,logistic,4,0.0,0.9532407407407407,0.0,1.0,0.0,0.9760606778857549,101,2059,0,101,0,2059,0.9532407407407407,0.5,0.5
0,10,logistic,5,0.0,0.95,0.0,1.0,0.0,0.9743589743589743,108,2052,0,108,0,2052,0.95,0.5,0.5
0,10,logistic,6,0.0,0.95,0.0,1.0,0.0,0.9743589743589743,108,2052,0,108,0,2052,0.95,0.5,0.5
0,10,logistic,7,0.0,0.9462962962962963,0.0,1.0,0.0,0.972407231208373,116,2044,0,116,0,2044,0.9462962962962963,0.5,0.5
0,10,logistic,8,0.0,0.9481481481481482,0.0,1.0,0.0,0.973384030418251,112,2048,0,112,0,2048,0.9481481481481482,0.5,0.5
0,10,logistic,9,0.0,0.950462962962963,0.0,1.0,0.0,0.9746024210776169,107,2053,0,107,0,2053,0.950462962962963,0.5,0.5
1,13,logistic,0,0.0713489409141583,1.0,1.0,0.0035885167464114833,0.13319458896982309,0.007151370679380214,64,836,64,0,833,3,0.07444444444444444,0.5017942583732058,0.5017942583732058
1,13,logistic,1,0.07111111111111111,0.0,1.0,0.0,0.13278008298755187,0.0,64,836,64,0,836,0,0.07111111111111111,0.5,0.5
1,13,logistic,2,0.07345971563981042,0.9642857142857143,0.96875,0.0645933014354067,0.13656387665198239,0.12107623318385652,64,836,62,2,782,54,0.1288888888888889,0.5166716507177033,0.5166716507177034
1,13,logistic,3,0.07111111111111111,0.0,1.0,0.0,0.13278008298755187,0.0,64,836,64,0,836,0,0.07111111111111111,0.5,0.5
1,13,logistic,4,0.0,0.9263521288837745,0.0,0.9629186602870813,0.0,0.9442815249266863,64,836,0,64,31,805,0.8944444444444445,0.4814593301435407,0.48145933014354064
1,13,logistic,5,0.038461538461538464,0.9279176201372997,0.015625,0.9700956937799043,0.022222222222222223,0.9485380116959065,64,836,1,63,25,811,0.9022222222222223,0.49286034688995217,0.49286034688995217
1,13,logistic,6,0.07119021134593993,1.0,1.0,0.0011961722488038277,0.13291796469366562,0.0023894862604540022,64,836,64,0,835,1,0.07222222222222222,0.5005980861244019,0.5005980861244019
1,13,logistic,7,0.07158836689038031,1.0,1.0,0.007177033492822967,0.13361169102296452,0.014251781472684086,64,836,64,0,830,6,0.07777777777777778,0.5035885167464115,0.5035885167464115
1,13,logistic,8,0.0,0.9286510590858417,0.0,0.9964114832535885,0.0,0.96133871898442,64,836,0,64,3,833,0.9255555555555556,0.49820574162679426,0.49820574162679426
1,13,logistic,9,0.082010582010582,0.9861111111111112,0.96875,0.16985645933014354,0.15121951219512195,0.28979591836734697,64,836,62,2,694,142,0.22666666666666666,0.5693032296650719,0.5693032296650717
0,13,logistic,0,0.0,0.9481481481481482,0.0,1.0,0.0,0.973384030418251,112,2048,0,112,0,2048,0.9481481481481482,0.5,0.5
0,13,logistic,1,0.0,0.9495370370370371,0.0,1.0,0.0,0.9741154120161482,109,2051,0,109,0,2051,0.9495370370370371,0.5,0.5
0,13,logistic,2,0.0,0.95,0.0,1.0,0.0,0.9743589743589743,108,2052,0,108,0,2052,0.95,0.5,0.5
0,13,logistic,3,0.0,0.9476851851851852,0.0,1.0,0.0,0.9731400047539814,113,2047,0,113,0,2047,0.9476851851851852,0.5,0.5
0,13,logistic,4,0.0,0.9472222222222222,0.0,1.0,0.0,0.9728958630527818,114,2046,0,114,0,2046,0.9472222222222222,0.5,0.5
0,13,logistic,5,0.0,0.95,0.0,1.0,0.0,0.9743589743589743,108,2052,0,108,0,2052,0.95,0.5,0.5
