Balanced,#Neurons,Activattion,#Exec,PPV_S,PPV_NS,TPR_S,TPR_NS,F1_S,F1_NS,SUP_S,SUP_NS,TN,FP,FN,TP,Acc,AUC0,AUC1
1,5,logistic,0,0.521229868228,0.735294117647,0.951871657754,0.132625994695,0.673604541154,0.224719101124,374,377,356,18,327,50,0.540612516644,0.542248826224,0.542248826224
1,5,logistic,1,0.746575342466,0.55041322314,0.286089238845,0.9,0.413662239089,0.683076923077,381,370,109,272,37,333,0.588548601864,0.593044619423,0.593044619423
1,5,logistic,2,0.671122994652,0.663129973475,0.664021164021,0.670241286863,0.667553191489,0.666666666667,378,373,251,127,123,250,0.667110519308,0.667131225442,0.667131225442
1,5,logistic,3,0.591666666667,0.682656826568,0.767567567568,0.485564304462,0.668235294118,0.567484662577,370,381,284,86,196,185,0.624500665779,0.626565936015,0.626565936015
1,5,logistic,4,0.666666666667,0.499323410014,0.021164021164,0.98927613941,0.0410256410256,0.663669064748,378,373,8,370,4,369,0.501997336884,0.505220080287,0.505220080287
1,5,logistic,5,0.569682151589,0.605263157895,0.633152173913,0.54046997389,0.599742599743,0.571034482759,368,383,233,135,176,207,0.585885486019,0.586811073902,0.586811073902
1,5,logistic,6,0.628770301624,0.6875,0.730458221024,0.578947368421,0.675810473815,0.628571428571,371,380,271,100,160,220,0.65379494008,0.654702794723,0.654702794723
1,5,logistic,7,0.588764044944,0.624183006536,0.694960212202,0.510695187166,0.637469586375,0.561764705882,377,374,262,115,183,191,0.603195739015,0.602827699684,0.602827699684
1,5,logistic,8,0.525641025641,0.556097560976,0.759259259259,0.30563002681,0.621212121212,0.39446366782,378,373,287,91,259,114,0.533954727031,0.532444643034,0.532444643034
1,5,logistic,9,0.502873563218,0.618181818182,0.943396226415,0.0894736842105,0.656044985942,0.15632183908,371,380,350,21,346,34,0.511318242344,0.516434955313,0.516434955313
1,5,logistic,10,0.510885341074,0.741935483871,0.95652173913,0.120104438642,0.666035950804,0.206741573034,368,383,352,16,337,46,0.529960053262,0.538313088886,0.538313088886
1,5,logistic,11,0.5184,0.563492063492,0.854881266491,0.190860215054,0.645418326693,0.285140562249,379,372,324,55,301,71,0.525965379494,0.522870740772,0.522870740772
1,5,logistic,12,0.605206073753,0.686206896552,0.754054054054,0.522309711286,0.671480144404,0.593144560358,370,381,279,91,182,199,0.636484687084,0.63818188267,0.63818188267
1,5,logistic,13,0.672811059908,0.753943217666,0.789189189189,0.627296587927,0.726368159204,0.684813753582,370,381,292,78,142,239,0.707057256991,0.708242888558,0.708242888558
1,5,logistic,14,0.595238095238,0.512,0.197368421053,0.862533692722,0.296442687747,0.642570281124,380,371,75,305,51,320,0.525965379494,0.529951056888,0.529951056888
1,5,logistic,15,0.606469002695,0.618421052632,0.608108108108,0.616797900262,0.607287449393,0.617608409987,370,381,225,145,146,235,0.612516644474,0.612453004185,0.612453004185
1,5,logistic,16,0.681948424069,0.654228855721,0.631299734748,0.70320855615,0.65564738292,0.677835051546,377,374,238,139,111,263,0.667110519308,0.667254145449,0.667254145449
1,5,logistic,17,0.637602179837,0.611979166667,0.610966057441,0.638586956522,0.624,0.625,383,368,234,149,133,235,0.624500665779,0.624776506981,0.624776506981
