DEEP MAX,classifier,#Exec,PPV_S,PPV_NS,TPR_S,TPR_NS,F1_S,F1_NS,SUP_S,SUP_NS,TN,FP,FN,TP,Acc,AUC,Deep,Training Time
5,dt,1,0.144927536232,0.838278931751,0.0576368876081,0.934914506343,0.0824742268041,0.883963494133,347,1813,1695,118,327,20,0.793981481481,0.496275696976,1,7.465461492538452
