DEEP MAX,classifier,#Exec,PPV_S,PPV_NS,TPR_S,TPR_NS,F1_S,F1_NS,SUP_S,SUP_NS,TN,FP,FN,TP,Acc,AUC,Deep,Training Time
5,nb,1,0.72972972973,0.863374880153,0.159292035398,0.989017023613,0.261501210654,0.921934988482,339,1821,1801,20,285,54,0.858796296296,0.574154529506,2,6.072116851806641
