DEEP MAX,classifier,K,#Exec,PPV_S,PPV_NS,TPR_S,TPR_NS,F1_S,F1_NS,SUP_S,SUP_NS,TN,FP,FN,TP,Acc,AUC,Deep,Training Time
5,knn,5,1,0.0,0.84212962963,0.0,1.0,0.0,0.914300075396,341,1819,1819,0,341,0,0.84212962963,0.5,1,15.616986513137817
