DEEP MAX,classifier,#Exec,PPV_S,PPV_NS,TPR_S,TPR_NS,F1_S,F1_NS,SUP_S,SUP_NS,TN,FP,FN,TP,Acc,AUC,Deep,Training Time
5,svm,1,0.0,0.843518518519,0.0,1.0,0.0,0.91511803114,338,1822,1822,0,338,0,0.843518518519,0.5,2,103.31735682487488
