DEEP MAX,K,#Exec,PPV_S,PPV_NS,TPR_S,TPR_NS,F1_S,F1_NS,SUP_S,SUP_NS,TN,FP,FN,TP,Acc,Deep,Training Time
10,5,1,0.644391408115,0.674698795181,0.714285714286,0.600536193029,0.677540777917,0.635460992908,378,373,224,149,108,270,0.657789613848,1,1.5677776336669922
10,5,2,0.674528301887,0.688073394495,0.737113402062,0.619834710744,0.704433497537,0.652173913043,388,363,225,138,102,286,0.680426098535,1,1.7213020324707031
10,5,3,0.659846547315,0.683333333333,0.693548387097,0.64907651715,0.67627785059,0.665764546685,372,379,246,133,114,258,0.671105193076,1,1.333644151687622
10,5,4,0.629186602871,0.657657657658,0.697612732095,0.585561497326,0.661635220126,0.619519094767,377,374,219,155,114,263,0.641810918775,1,1.3000855445861816
10,5,5,0.629186602871,0.657657657658,0.697612732095,0.585561497326,0.661635220126,0.619519094767,377,374,219,155,114,263,0.641810918775,1,1.2967615127563477
10,5,6,0.629186602871,0.657657657658,0.697612732095,0.585561497326,0.661635220126,0.619519094767,377,374,219,155,114,263,0.641810918775,1,1.2902634143829346
10,5,7,0.629186602871,0.657657657658,0.697612732095,0.585561497326,0.661635220126,0.619519094767,377,374,219,155,114,263,0.641810918775,1,1.3164868354797363
10,5,8,0.629186602871,0.657657657658,0.697612732095,0.585561497326,0.661635220126,0.619519094767,377,374,219,155,114,263,0.641810918775,1,1.2905981540679932
10,5,9,0.629186602871,0.657657657658,0.697612732095,0.585561497326,0.661635220126,0.619519094767,377,374,219,155,114,263,0.641810918775,1,1.3033215999603271
10,5,10,0.629186602871,0.657657657658,0.697612732095,0.585561497326,0.661635220126,0.619519094767,377,374,219,155,114,263,0.641810918775,1,1.286851167678833
10,5,1,0.67458432304,0.721212121212,0.755319148936,0.634666666667,0.712672521957,0.675177304965,376,375,238,137,92,284,0.695073235686,2,1.4191813468933105
10,5,2,0.634920634921,0.664516129032,0.729166666667,0.561307901907,0.678787878788,0.608567208272,384,367,206,161,104,280,0.647137150466,2,1.5075926780700684
10,5,3,0.660714285714,0.649025069638,0.672727272727,0.636612021858,0.666666666667,0.64275862069,385,366,233,133,126,259,0.655126498003,1,1.8020014762878418
10,5,4,0.674528301887,0.688073394495,0.737113402062,0.619834710744,0.704433497537,0.652173913043,388,363,225,138,102,286,0.680426098535,1,1.8416063785552979
10,5,5,0.659846547315,0.683333333333,0.693548387097,0.64907651715,0.67627785059,0.665764546685,372,379,246,133,114,258,0.671105193076,1,1.346128225326538
10,5,6,0.629186602871,0.657657657658,0.697612732095,0.585561497326,0.661635220126,0.619519094767,377,374,219,155,114,263,0.641810918775,1,1.3113515377044678
10,5,7,0.629186602871,0.657657657658,0.697612732095,0.585561497326,0.661635220126,0.619519094767,377,374,219,155,114,263,0.641810918775,1,1.3108282089233398
10,5,8,0.629186602871,0.657657657658,0.697612732095,0.585561497326,0.661635220126,0.619519094767,377,374,219,155,114,263,0.641810918775,1,1.3105578422546387
10,5,9,0.629186602871,0.657657657658,0.697612732095,0.585561497326,0.661635220126,0.619519094767,377,374,219,155,114,263,0.641810918775,1,1.3047046661376953
10,5,10,0.629186602871,0.657657657658,0.697612732095,0.585561497326,0.661635220126,0.619519094767,377,374,219,155,114,263,0.641810918775,1,1.3653135299682617
10,5,1,0.66253101737,0.686781609195,0.710106382979,0.637333333333,0.685494223363,0.661134163209,376,375,239,136,109,267,0.673768308921,1,1.5608246326446533
10,5,2,0.674528301887,0.688073394495,0.737113402062,0.619834710744,0.704433497537,0.652173913043,388,363,225,138,102,286,0.680426098535,1,1.7445237636566162
