DEEP MAX,classifier,#Neurons,Activation,#Exec,PPV_S,PPV_NS,TPR_S,TPR_NS,F1_S,F1_NS,SUP_S,SUP_NS,TN,FP,FN,TP,Acc,AUC,Deep,Training Time
5,mlp,100,relu,1,0.0,0.844444444444,0.0,1.0,0.0,0.915662650602,336,1824,1824,0,336,0,0.844444444444,0.5,2,123.94779181480408
