DEEP MAX,K,#Exec,PPV_S,PPV_NS,TPR_S,TPR_NS,F1_S,F1_NS,SUP_S,SUP_NS,TN,FP,FN,TP,Acc,Deep,Training Time
40,5,1,0.491228070175,0.95577746077,0.231404958678,0.985777341834,0.314606741573,0.97054563013,121,2039,2010,29,93,28,0.943518518519,37,34099.46969175339
40,7,1,0.507462686567,0.953177257525,0.257575757576,0.983727810651,0.341708542714,0.968211599126,132,2028,1995,33,98,34,0.939351851852,33,63469.66301321983
40,3,1,0.411214953271,0.959571358987,0.346456692913,0.96901131333,0.376068376068,0.964268232991,127,2033,1970,63,83,44,0.932407407407,38,89703.312677145
40,9,1,0.491525423729,0.955259400286,0.235772357724,0.985272459499,0.318681318681,0.970033832769,123,2037,2007,30,94,29,0.942592592593,40,96712.09142875671
40,7,2,0.577777777778,0.952718676123,0.206349206349,0.990658800393,0.304093567251,0.971318389973,126,2034,2015,19,100,26,0.944907407407,37,37820.055114746094
40,5,2,0.485294117647,0.956500956023,0.266129032258,0.982809430255,0.34375,0.969476744186,124,2036,2001,35,91,33,0.941666666667,40,71275.55665516853
40,3,2,0.394736842105,0.958455522972,0.346153846154,0.966009852217,0.368852459016,0.962217860648,130,2030,1961,69,85,45,0.928703703704,37,38558.146802425385
40,9,2,0.430769230769,0.95369928401,0.224,0.981818181818,0.294736842105,0.967554479419,125,2035,1998,37,97,28,0.937962962963,37,41860.982719659805
40,7,3,0.494252873563,0.958514230584,0.333333333333,0.978335795175,0.398148148148,0.968323586745,129,2031,1987,44,86,43,0.939814814815,36,75150.94951081276
40,5,3,0.553571428571,0.955798479087,0.25,0.987721021611,0.344444444444,0.971497584541,124,2036,2011,25,93,31,0.94537037037,34,82308.15837669373
40,9,3,0.613636363636,0.958884688091,0.236842105263,0.991691104594,0.341772151899,0.975012013455,114,2046,2029,17,87,27,0.951851851852,39,68101.42522144318
40,5,4,0.590909090909,0.955576559546,0.216666666667,0.991176470588,0.317073170732,0.973051010587,120,2040,2022,18,94,26,0.948148148148,36,33859.30050444603
40,3,3,0.403846153846,0.96060311284,0.341463414634,0.969563082965,0.370044052863,0.96506230149,123,2037,1975,62,81,42,0.933796296296,33,94695.1772916317
40,7,4,0.418918918919,0.95493767977,0.248,0.97886977887,0.311557788945,0.966755641835,125,2035,1992,43,94,31,0.936574074074,31,52273.38811826706
40,3,4,0.37,0.963106796117,0.327433628319,0.969223253542,0.347417840376,0.966155344534,113,2047,1984,63,76,37,0.935648148148,39,38652.361104249954
40,5,5,0.456790123457,0.957190957191,0.293650793651,0.978367748279,0.357487922705,0.967663505957,126,2034,1990,44,89,37,0.938425925926,33,51118.269607782364
