balance,DEEP MAX,classifier,P1,P2,#Exec,PPV_S,PPV_NS,TPR_S,TPR_NS,F1_S,F1_NS,SUP_S,SUP_NS,TN,FP,FN,TP,Acc,AUC,Deep,Training Time
0,10,kmeans,2,-,6,0.18506493506493507,0.9881756756756757,0.890625,0.6997607655502392,0.3064516129032258,0.819327731092437,64,836,585,251,7,57,0.7133333333333334,0.7951928827751196,10,16503.07259440422
0,10,kmeans,2,-,1,0.1639784946236559,0.9943181818181818,0.953125,0.6279904306220095,0.2798165137614679,0.7697947214076246,64,836,525,311,3,61,0.6511111111111111,0.7905577153110047,10,20526.139322519302
0,10,kmeans,2,-,2,0.010398613518197574,0.8204334365325078,0.09375,0.31698564593301437,0.0187207488299532,0.457290767903365,64,836,265,571,58,6,0.3011111111111111,0.20536782296650719,10,15943.560773611069
0,10,kmeans,2,-,7,0.20152091254752852,0.9827315541601256,0.828125,0.7488038277511961,0.3241590214067278,0.8499660556687033,64,836,626,210,11,53,0.7544444444444445,0.7884644138755981,10,23749.669850349426
0,10,kmeans,2,-,3,0.1829652996845426,0.9897084048027445,0.90625,0.6901913875598086,0.30446194225721784,0.8132487667371388,64,836,577,259,6,58,0.7055555555555556,0.7982206937799043,10,18306.819421052933
0,10,kmeans,2,-,8,0.1919191919191919,0.988391376451078,0.890625,0.7129186602870813,0.31578947368421056,0.828353022932592,64,836,596,240,7,57,0.7255555555555555,0.8017718301435407,10,16003.995356798172
0,10,kmeans,2,-,4,0.20522388059701493,0.9857594936708861,0.859375,0.7452153110047847,0.3313253012048193,0.8487738419618529,64,836,623,213,9,55,0.7533333333333333,0.8022951555023924,9,15728.733250141144
0,10,kmeans,2,-,9,0.19649122807017544,0.9869918699186991,0.875,0.7260765550239234,0.3209169054441261,0.8366643694004134,64,836,607,229,8,56,0.7366666666666667,0.8005382775119617,10,15722.486701726913
0,10,kmeans,2,-,10,0.18181818181818182,0.9896729776247849,0.90625,0.687799043062201,0.30287206266318534,0.8115737473535639,64,836,575,261,6,58,0.7033333333333334,0.7970245215311005,10,13897.644928693771
0,10,kmeans,2,-,5,0.18269230769230768,0.9880952380952381,0.890625,0.6949760765550239,0.3031914893617021,0.8160112359550561,64,836,581,255,7,57,0.7088888888888889,0.792800538277512,10,17262.948166131973
