balance,DEEP MAX,classifier,P1,P2,#Exec,PPV_S,PPV_NS,TPR_S,TPR_NS,F1_S,F1_NS,SUP_S,SUP_NS,TN,FP,FN,TP,Acc,AUC,Deep,Training Time
0,10,nb,5,-,1,0.292134831461,0.972754793138,0.490566037736,0.938656280428,0.366197183099,0.955401387512,106,2054,1928,126,54,52,0.916666666667,0.714611159082,10,17285.46492290497
0,10,dt,5,-,6,0.28440366972477066,0.9590443686006825,0.26956521739130435,0.9618581907090464,0.27678571428571425,0.9604492187499999,115,2045,1967,78,84,31,0.925,0.6157117040501754,10,20649.91441512108
0,10,knn,5,-,1,0.5106382978723404,0.95929957406531,0.21818181818181817,0.988780487804878,0.3057324840764331,0.9738169589238529,110,2050,2027,23,86,24,0.9495370370370371,0.6034811529933481,10,23082.7090215683
0,10,nb,5,-,6,0.4,0.967804878049,0.4,0.967804878049,0.4,0.967804878049,110,2050,1984,66,66,44,0.938888888889,0.683902439024,10,23609.436523914337
0,10,knn,5,-,6,0.5789473684210527,0.9590009425070688,0.2018348623853211,0.9921989273525109,0.29931972789115646,0.9753175173735921,109,2051,2035,16,87,22,0.9523148148148148,0.5970168948689161,10,26457.187413454056
0,10,nb,5,-,2,0.283720930233,0.973778920308,0.544642857143,0.9248046875,0.373088685015,0.948660155272,112,2048,1894,154,51,61,0.905092592593,0.734723772321,10,13578.508852243423
0,10,nb,5,-,7,0.298578199052,0.973832734736,0.552631578947,0.927663734115,0.387692307692,0.950187734668,114,2046,1898,148,51,63,0.90787037037,0.740147656531,10,14162.918549776077
0,10,knn,5,-,2,0.4098360655737705,0.96141019533111,0.2358490566037736,0.9824732229795521,0.2994011976047904,0.9718275945099928,106,2054,2018,36,81,25,0.9458333333333333,0.6091611397916629,10,15056.474036693573
0,10,dt,5,-,1,0.27388535031847133,0.9660509236145781,0.38738738738738737,0.9443631039531479,0.3208955223880597,0.9550839091806514,111,2049,1935,114,68,43,0.9157407407407407,0.6658752456702677,10,42814.48544001579
0,10,knn,5,-,7,0.46875,0.9618320610687023,0.2727272727272727,0.9834146341463414,0.3448275862068966,0.9725036179450073,110,2050,2016,34,80,30,0.9472222222222222,0.6280709534368071,10,16625.132093906403
0,10,nb,5,-,3,0.328042328042,0.974632166413,0.553571428571,0.93798828125,0.41196013289,0.955959193829,112,2048,1921,127,50,62,0.918055555556,0.745779854911,10,17941.907737493515
0,10,dt,5,-,7,0.3673469387755102,0.9660523763336566,0.33962264150943394,0.9698149951314509,0.3529411764705882,0.9679300291545189,106,2054,1992,62,70,36,0.9388888888888889,0.6547188183204423,10,30535.561892271042
0,10,nb,5,-,8,0.303191489362,0.973630831643,0.522935779817,0.936128717699,0.383838383838,0.954511558538,109,2051,1920,131,52,57,0.915277777778,0.729532248758,10,18246.59986948967
0,10,knn,5,-,3,0.4074074074074074,0.9582146248812915,0.2,0.984390243902439,0.2682926829268293,0.971126082771896,110,2050,2018,32,88,22,0.9444444444444444,0.5921951219512195,10,19784.549795866013
0,10,mlp,15,relu,1,0.188841201717,0.964193046186,0.389380530973,0.907669760625,0.254335260116,0.935078007046,113,2047,1858,189,69,44,0.880555555556,0.648525145799,10,63080.93385100365
0,10,mlp,15,relu,6,0.284023668639,0.968859869412,0.436363636364,0.940975609756,0.344086021505,0.954714179659,110,2050,1929,121,62,48,0.915277777778,0.68866962306,8,64074.19196820259
0,10,nb,5,-,4,0.304761904762,0.976923076923,0.587155963303,0.928815212092,0.401253918495,0.952261934516,109,2051,1905,146,45,64,0.911574074074,0.757985587697,10,15887.67821097374
0,10,knn,5,-,8,0.5142857142857142,0.9576470588235294,0.16666666666666666,0.9917153996101364,0.2517482517482517,0.9743835288484557,108,2052,2035,17,90,18,0.950462962962963,0.5791910331384016,10,26672.072928905487
0,10,nb,5,-,9,0.289855072464,0.974910394265,0.550458715596,0.928327645051,0.379746835443,0.951048951049,109,2051,1904,147,49,60,0.909259259259,0.739393180324,10,16124.354167699814
0,10,dt,5,-,2,0.3142857142857143,0.9653465346534653,0.38596491228070173,0.9530791788856305,0.3464566929133858,0.9591736350221348,114,2046,1950,96,70,44,0.9231481481481482,0.6695220455831661,10,40732.900990486145
0,10,dt,5,-,8,0.29411764705882354,0.9632533072023518,0.3181818181818182,0.9590243902439024,0.3056768558951965,0.961134197017844,110,2050,1966,84,75,35,0.9263888888888889,0.6386031042128603,10,35025.69594216347
0,10,nb,5,-,10,0.253164556962,0.976599063963,0.571428571429,0.913868613139,0.350877192982,0.94419306184,105,2055,1878,177,45,60,0.897222222222,0.742648592284,10,15018.075494289398
