DEEP MAX,K,#Exec,PPV_S,PPV_NS,TPR_S,TPR_NS,F1_S,F1_NS,SUP_S,SUP_NS,TN,FP,FN,TP,Acc,Deep,Training Time
40,9,1,0.82,0.8333333333333334,0.8424657534246576,0.8098591549295775,0.8310810810810811,0.8214285714285714,146,142,115,27,23,123,0.8263888888888888,39,4482.6598155498505
40,5,1,0.8064516129032258,0.8345864661654135,0.8503401360544217,0.7872340425531915,0.8278145695364237,0.8102189781021898,147,141,111,30,22,125,0.8194444444444444,39,4520.356148481369
40,3,1,0.7692307692307693,0.8636363636363636,0.8695652173913043,0.76,0.8163265306122449,0.8085106382978724,138,150,114,36,18,120,0.8125,31,7189.511974096298
40,7,1,0.7894736842105263,0.8308823529411765,0.8391608391608392,0.7793103448275862,0.8135593220338982,0.8042704626334519,143,145,113,32,23,120,0.8090277777777778,35,9548.180990219116
40,9,2,0.7401129943502824,0.8648648648648649,0.8972602739726028,0.676056338028169,0.8111455108359132,0.758893280632411,146,142,96,46,15,131,0.7881944444444444,33,5512.197198867798
40,3,2,0.8012422360248447,0.8740157480314961,0.8896551724137931,0.7762237762237763,0.8431372549019608,0.8222222222222223,145,143,111,32,16,129,0.8333333333333334,40,3406.733537197113
40,3,3,0.7666666666666667,0.7608695652173914,0.777027027027027,0.75,0.7718120805369126,0.7553956834532374,148,140,105,35,33,115,0.7638888888888888,23,2717.4703710079193
40,5,2,0.7898089171974523,0.8473282442748091,0.8611111111111112,0.7708333333333334,0.8239202657807309,0.8072727272727274,144,144,111,33,20,124,0.8159722222222222,39,9123.149549245834
40,9,3,0.743421052631579,0.8014705882352942,0.8071428571428572,0.7364864864864865,0.7739726027397261,0.7676056338028169,140,148,109,39,27,113,0.7708333333333334,39,4103.473675966263
40,9,4,0.78125,0.8125,0.8389261744966443,0.7482014388489209,0.8090614886731391,0.7790262172284644,149,139,104,35,24,125,0.7951388888888888,37,4515.617946386337
